ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,WSH_ImprovedWaterSource
2,BF_BreastfedMonths,->,WSH_ImprovedWaterSource
3,CHI_Age,->,BF_BreastfedMonths
4,CHI_Age,->,FP_BirthsLast5Yrs
5,CHI_Age,->,IMM_Diptheria
6,CHI_Age,->,IMM_Measles
7,CHI_Age,->,IMM_VitaminA1
8,CHI_Weight4Height,->,CUL_LanguageGroup
9,CHI_Weight4Height,->,GEO_Region
10,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
11,CUL_LanguageGroup,->,ECO_WealthQuintile
12,CUL_LanguageGroup,->,HOU_CookingFuel
13,CUL_LanguageGroup,->,HOU_ModernWallMaterial
14,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
15,CUL_Religion,->,HOU_CookingFuel
16,CUL_Religion,->,MTH_Education
17,CUL_Religion,->,WSH_SafeStoolDisposal
18,DEL_SmallBaby,->,CHI_Weight4Height
19,DEL_SmallBaby,->,HOU_CookingFuel
20,DEL_SmallBaby,->,HOU_ModernWallMaterial
21,ECO_WealthQuintile,->,BF_BottleFeeding
22,ECO_WealthQuintile,->,BF_BreastfedMonths
23,ECO_WealthQuintile,->,BF_EarlyBreastfeeding
24,ECO_WealthQuintile,->,DEL_SmallBaby
25,ECO_WealthQuintile,->,FP_BirthsLast5Yrs
26,ECO_WealthQuintile,->,SRV_Near
27,ECO_WealthQuintile,->,SRV_OKAlone
28,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
29,ECO_WealthQuintile,->,WSH_WashWithAgent
30,FP_BirthsLast5Yrs,->,BF_EarlyBreastfeeding
31,FP_BirthsLast5Yrs,->,CUL_LanguageGroup
32,FP_ModernMethod,->,ECO_WealthQuintile
33,FP_ModernMethod,->,FP_BirthsLast5Yrs
34,GEO_Region,->,BF_BreastfedMonths
35,GEO_Region,->,BF_EarlyBreastfeeding
36,GEO_Region,->,CUL_LanguageGroup
37,GEO_Region,->,CUL_Religion
38,GEO_Region,->,ECO_WealthQuintile
39,GEO_Region,->,FP_ModernMethod
40,GEO_Region,->,SRV_Near
41,HOU_ModernWallMaterial,->,GEO_Region
42,HOU_ModernWallMaterial,->,IMM_Measles
43,IMM_Diptheria,->,IMM_Measles
44,IMM_Diptheria,->,IMM_VitaminA1
45,IMM_Measles,->,DIA_HadDiarrhoea
46,IMM_VitaminA1,->,BF_BottleFeeding
47,KNW_WatchTV,->,BF_BreastfedMonths
48,KNW_WatchTV,->,CHI_Age
49,KNW_WatchTV,->,FP_ModernMethod
50,KNW_WatchTV,->,IMM_Diptheria
51,KNW_WatchTV,->,IMM_Measles
52,KNW_WatchTV,->,IMM_VitaminA1
53,MTH_Education,->,IMM_Measles
54,MTH_Education,->,KNW_WatchTV
55,MTH_MaternalAge,->,FP_ModernMethod
56,MTH_MaternalAge,->,WSH_SafeStoolDisposal
57,SRV_Near,->,HOU_ModernWallMaterial
58,SRV_Near,->,MTH_MaternalAge
59,SRV_OKAlone,->,IMM_VitaminA1
60,WSH_ImprovedToilet,->,ECO_WealthQuintile
61,WSH_ImprovedToilet,->,FP_BirthsLast5Yrs
62,WSH_ImprovedToilet,->,GEO_Region
63,WSH_ImprovedWaterSource,->,WSH_WaterTreated
64,WSH_SafeStoolDisposal,->,WSH_ImprovedWaterSource
65,WSH_WashWithAgent,->,HOU_ModernWallMaterial
66,WSH_WashWithAgent,->,IMM_Diptheria
67,WSH_WashWithAgent,->,MTH_Education
