ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,DIA_HadDiarrhoea
2,BF_BreastfedMonths,->,DIA_HadDiarrhoea
3,BF_BreastfedMonths,->,FP_ModernMethod
4,BF_EarlyBreastfeeding,->,BF_BottleFeeding
5,CHI_Age,->,CUL_Religion
6,CHI_Age,->,ECO_WealthQuintile
7,CHI_Age,->,IMM_Measles
8,CHI_Age,->,IMM_VitaminA1
9,CHI_Age,->,KNW_WatchTV
10,CHI_Age,->,MTH_MaternalAge
11,CUL_LanguageGroup,->,MTH_Education
12,CUL_Religion,->,HOU_ModernWallMaterial
13,DEL_SmallBaby,->,CHI_Weight4Height
14,DEL_SmallBaby,->,WSH_ImprovedToilet
15,ECO_WealthQuintile,->,BF_BreastfedMonths
16,FP_BirthsLast5Yrs,->,CHI_Age
17,FP_BirthsLast5Yrs,->,DIA_HadDiarrhoea
18,FP_BirthsLast5Yrs,->,WSH_SafeStoolDisposal
19,FP_ModernMethod,->,CHI_Weight4Height
20,FP_ModernMethod,->,FP_BirthsLast5Yrs
21,GEO_Region,->,CUL_LanguageGroup
22,GEO_Region,->,DIA_HadDiarrhoea
23,GEO_Region,->,SRV_Near
24,GEO_Region,->,WSH_ImprovedToilet
25,HOU_CookingFuel,->,MTH_MaternalAge
26,HOU_ModernWallMaterial,->,WSH_ImprovedWaterSource
27,IMM_Diptheria,->,CHI_Age
28,IMM_Diptheria,->,HOU_CookingFuel
29,IMM_Diptheria,->,WSH_ImprovedToilet
30,IMM_Measles,->,CHI_Weight4Height
31,IMM_Measles,->,DIA_HadDiarrhoea
32,IMM_Measles,->,IMM_Diptheria
33,IMM_VitaminA1,->,BF_EarlyBreastfeeding
34,IMM_VitaminA1,->,GEO_Region
35,KNW_WatchTV,->,ECO_WealthQuintile
36,KNW_WatchTV,->,GEO_Region
37,MTH_Education,->,ECO_WealthQuintile
38,MTH_Education,->,MTH_MaternalAge
39,MTH_Education,->,WSH_SafeStoolDisposal
40,MTH_MaternalAge,->,FP_ModernMethod
41,MTH_MaternalAge,->,WSH_WaterTreated
42,SRV_Near,->,ECO_WealthQuintile
43,SRV_Near,->,HOU_CookingFuel
44,SRV_Near,->,SRV_OKAlone
45,WSH_ImprovedToilet,->,BF_BottleFeeding
46,WSH_ImprovedToilet,->,ECO_WealthQuintile
47,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
48,WSH_ImprovedWaterSource,->,ECO_WealthQuintile
49,WSH_ImprovedWaterSource,->,MTH_MaternalAge
50,WSH_SafeStoolDisposal,->,CUL_Religion
51,WSH_SafeStoolDisposal,->,WSH_ImprovedToilet
52,WSH_WashWithAgent,->,CHI_Weight4Height
53,WSH_WashWithAgent,->,DIA_HadDiarrhoea
54,WSH_WashWithAgent,->,WSH_ImprovedToilet
55,WSH_WaterTreated,->,DEL_SmallBaby
56,WSH_WaterTreated,->,HOU_CookingFuel
57,WSH_WaterTreated,->,HOU_ModernWallMaterial
