ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,DIA_HadDiarrhoea
2,CHI_Age,->,BF_BreastfedMonths
3,CHI_Age,->,DEL_SmallBaby
4,CHI_Age,->,FP_BirthsLast5Yrs
5,CHI_Weight4Height,->,BF_EarlyBreastfeeding
6,CHI_Weight4Height,->,FP_BirthsLast5Yrs
7,CUL_LanguageGroup,->,ECO_WealthQuintile
8,CUL_LanguageGroup,->,HOU_CookingFuel
9,CUL_LanguageGroup,->,HOU_ModernWallMaterial
10,CUL_LanguageGroup,->,IMM_Measles
11,CUL_Religion,->,WSH_WashWithAgent
12,DEL_SmallBaby,->,CHI_Weight4Height
13,DEL_SmallBaby,->,HOU_ModernWallMaterial
14,DEL_SmallBaby,->,WSH_SafeStoolDisposal
15,DIA_HadDiarrhoea,->,DEL_SmallBaby
16,ECO_WealthQuintile,->,DEL_SmallBaby
17,ECO_WealthQuintile,->,FP_BirthsLast5Yrs
18,ECO_WealthQuintile,->,KNW_WatchTV
19,ECO_WealthQuintile,->,WSH_ImprovedToilet
20,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
21,FP_BirthsLast5Yrs,->,HOU_ModernWallMaterial
22,FP_ModernMethod,->,BF_EarlyBreastfeeding
23,GEO_Region,->,BF_EarlyBreastfeeding
24,GEO_Region,->,CUL_LanguageGroup
25,GEO_Region,->,CUL_Religion
26,GEO_Region,->,DIA_HadDiarrhoea
27,GEO_Region,->,WSH_ImprovedWaterSource
28,IMM_Measles,->,DIA_HadDiarrhoea
29,IMM_Measles,->,IMM_Diptheria
30,IMM_VitaminA1,->,KNW_WatchTV
31,KNW_WatchTV,->,CHI_Age
32,KNW_WatchTV,->,HOU_CookingFuel
33,KNW_WatchTV,->,IMM_Measles
34,KNW_WatchTV,->,MTH_Education
35,KNW_WatchTV,->,WSH_WaterTreated
36,MTH_MaternalAge,->,CHI_Age
37,MTH_MaternalAge,->,FP_ModernMethod
38,MTH_MaternalAge,->,HOU_CookingFuel
39,SRV_Near,->,BF_BottleFeeding
40,SRV_OKAlone,->,IMM_Measles
41,SRV_OKAlone,->,IMM_VitaminA1
42,SRV_OKAlone,->,SRV_Near
43,WSH_ImprovedWaterSource,->,DEL_SmallBaby
44,WSH_ImprovedWaterSource,->,WSH_WaterTreated
45,WSH_WashWithAgent,->,FP_BirthsLast5Yrs
46,WSH_WaterTreated,->,HOU_CookingFuel
47,WSH_WaterTreated,->,IMM_Measles
