ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,GEO_Region
2,BF_EarlyBreastfeeding,->,DIA_HadDiarrhoea
3,CHI_Age,->,IMM_Measles
4,CHI_Weight4Height,->,MTH_MaternalAge
5,CHI_Weight4Height,->,SRV_Near
6,CUL_LanguageGroup,->,MTH_MaternalAge
7,CUL_Religion,->,ECO_WealthQuintile
8,DEL_SmallBaby,->,CHI_Weight4Height
9,DEL_SmallBaby,->,CUL_LanguageGroup
10,DEL_SmallBaby,->,HOU_CookingFuel
11,DEL_SmallBaby,->,KNW_WatchTV
12,DIA_HadDiarrhoea,->,SRV_Near
13,ECO_WealthQuintile,->,BF_BreastfedMonths
14,ECO_WealthQuintile,->,BF_EarlyBreastfeeding
15,ECO_WealthQuintile,->,CHI_Age
16,ECO_WealthQuintile,->,CHI_Weight4Height
17,ECO_WealthQuintile,->,DEL_SmallBaby
18,ECO_WealthQuintile,->,KNW_WatchTV
19,ECO_WealthQuintile,->,WSH_ImprovedToilet
20,FP_BirthsLast5Yrs,->,CHI_Age
21,FP_BirthsLast5Yrs,->,DEL_SmallBaby
22,FP_BirthsLast5Yrs,->,MTH_Education
23,FP_BirthsLast5Yrs,->,SRV_Near
24,FP_BirthsLast5Yrs,->,WSH_SafeStoolDisposal
25,FP_BirthsLast5Yrs,->,WSH_WaterTreated
26,FP_ModernMethod,->,DEL_SmallBaby
27,GEO_Region,->,BF_EarlyBreastfeeding
28,GEO_Region,->,CUL_Religion
29,GEO_Region,->,KNW_WatchTV
30,GEO_Region,->,MTH_MaternalAge
31,HOU_CookingFuel,->,WSH_WaterTreated
32,HOU_ModernWallMaterial,->,FP_ModernMethod
33,HOU_ModernWallMaterial,->,WSH_SafeStoolDisposal
34,HOU_ModernWallMaterial,->,WSH_WashWithAgent
35,HOU_ModernWallMaterial,->,WSH_WaterTreated
36,IMM_Diptheria,->,BF_EarlyBreastfeeding
37,IMM_Diptheria,->,IMM_Measles
38,IMM_Diptheria,->,KNW_WatchTV
39,IMM_Measles,->,IMM_VitaminA1
40,MTH_Education,->,BF_EarlyBreastfeeding
41,MTH_Education,->,KNW_WatchTV
42,MTH_MaternalAge,->,CUL_Religion
43,SRV_Near,->,DEL_SmallBaby
44,SRV_Near,->,GEO_Region
45,SRV_OKAlone,->,BF_BreastfedMonths
46,SRV_OKAlone,->,SRV_Near
47,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
48,WSH_ImprovedWaterSource,->,DEL_SmallBaby
49,WSH_ImprovedWaterSource,->,GEO_Region
50,WSH_ImprovedWaterSource,->,WSH_WaterTreated
51,WSH_WashWithAgent,->,BF_BreastfedMonths
52,WSH_WashWithAgent,->,CHI_Weight4Height
53,WSH_WashWithAgent,->,GEO_Region
