ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,HOU_CookingFuel
2,BF_BreastfedMonths,->,DIA_HadDiarrhoea
3,BF_EarlyBreastfeeding,->,IMM_Diptheria
4,CHI_Age,->,BF_BreastfedMonths
5,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
6,CUL_LanguageGroup,->,CHI_Age
7,DEL_SmallBaby,->,BF_EarlyBreastfeeding
8,DEL_SmallBaby,->,CHI_Weight4Height
9,DIA_HadDiarrhoea,->,IMM_Diptheria
10,ECO_WealthQuintile,->,DIA_HadDiarrhoea
11,ECO_WealthQuintile,->,IMM_VitaminA1
12,ECO_WealthQuintile,->,MTH_Education
13,ECO_WealthQuintile,->,SRV_OKAlone
14,ECO_WealthQuintile,->,WSH_ImprovedToilet
15,FP_BirthsLast5Yrs,->,BF_EarlyBreastfeeding
16,FP_BirthsLast5Yrs,->,CHI_Age
17,FP_BirthsLast5Yrs,->,HOU_ModernWallMaterial
18,FP_BirthsLast5Yrs,->,SRV_OKAlone
19,FP_BirthsLast5Yrs,->,WSH_SafeStoolDisposal
20,FP_ModernMethod,->,CHI_Age
21,FP_ModernMethod,->,CUL_Religion
22,FP_ModernMethod,->,KNW_WatchTV
23,FP_ModernMethod,->,MTH_MaternalAge
24,GEO_Region,->,BF_EarlyBreastfeeding
25,GEO_Region,->,CUL_Religion
26,GEO_Region,->,WSH_ImprovedToilet
27,HOU_CookingFuel,->,CUL_LanguageGroup
28,HOU_CookingFuel,->,CUL_Religion
29,HOU_CookingFuel,->,FP_BirthsLast5Yrs
30,HOU_ModernWallMaterial,->,WSH_ImprovedToilet
31,IMM_Diptheria,->,SRV_OKAlone
32,IMM_Diptheria,->,WSH_SafeStoolDisposal
33,IMM_Measles,->,CHI_Age
34,IMM_Measles,->,CHI_Weight4Height
35,IMM_Measles,->,IMM_Diptheria
36,IMM_VitaminA1,->,CUL_Religion
37,MTH_Education,->,BF_EarlyBreastfeeding
38,MTH_Education,->,GEO_Region
39,MTH_Education,->,IMM_Diptheria
40,MTH_MaternalAge,->,BF_BreastfedMonths
41,MTH_MaternalAge,->,CHI_Weight4Height
42,MTH_MaternalAge,->,IMM_Diptheria
43,SRV_Near,->,CUL_Religion
44,SRV_OKAlone,->,BF_BottleFeeding
45,SRV_OKAlone,->,SRV_Near
46,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
47,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
48,WSH_ImprovedWaterSource,->,DEL_SmallBaby
49,WSH_ImprovedWaterSource,->,FP_ModernMethod
50,WSH_ImprovedWaterSource,->,WSH_WashWithAgent
51,WSH_ImprovedWaterSource,->,WSH_WaterTreated
52,WSH_WashWithAgent,->,CUL_Religion
53,WSH_WashWithAgent,->,DIA_HadDiarrhoea
54,WSH_WashWithAgent,->,WSH_SafeStoolDisposal
55,WSH_WaterTreated,->,CHI_Weight4Height
56,WSH_WaterTreated,->,GEO_Region
57,WSH_WaterTreated,->,HOU_ModernWallMaterial
