ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,DEL_SmallBaby
2,BF_BreastfedMonths,->,DIA_HadDiarrhoea
3,BF_BreastfedMonths,->,HOU_ModernWallMaterial
4,CHI_Age,->,BF_BreastfedMonths
5,CHI_Age,->,IMM_Measles
6,CHI_Age,->,IMM_VitaminA1
7,CHI_Weight4Height,->,DEL_SmallBaby
8,CHI_Weight4Height,->,IMM_Measles
9,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
10,CUL_LanguageGroup,->,FP_BirthsLast5Yrs
11,CUL_LanguageGroup,->,GEO_Region
12,CUL_LanguageGroup,->,HOU_CookingFuel
13,CUL_LanguageGroup,->,HOU_ModernWallMaterial
14,CUL_Religion,->,CHI_Weight4Height
15,CUL_Religion,->,MTH_Education
16,DEL_SmallBaby,->,DIA_HadDiarrhoea
17,DEL_SmallBaby,->,FP_ModernMethod
18,ECO_WealthQuintile,->,BF_BottleFeeding
19,ECO_WealthQuintile,->,CHI_Weight4Height
20,ECO_WealthQuintile,->,FP_BirthsLast5Yrs
21,ECO_WealthQuintile,->,WSH_WaterTreated
22,FP_BirthsLast5Yrs,->,CHI_Age
23,FP_BirthsLast5Yrs,->,WSH_WashWithAgent
24,FP_ModernMethod,->,BF_EarlyBreastfeeding
25,FP_ModernMethod,->,CUL_Religion
26,FP_ModernMethod,->,HOU_ModernWallMaterial
27,GEO_Region,->,BF_BottleFeeding
28,GEO_Region,->,DIA_HadDiarrhoea
29,GEO_Region,->,WSH_ImprovedToilet
30,GEO_Region,->,WSH_ImprovedWaterSource
31,HOU_CookingFuel,->,MTH_Education
32,IMM_Diptheria,->,FP_ModernMethod
33,IMM_Measles,->,CUL_LanguageGroup
34,IMM_Measles,->,FP_ModernMethod
35,IMM_VitaminA1,->,DEL_SmallBaby
36,IMM_VitaminA1,->,WSH_WashWithAgent
37,KNW_WatchTV,->,IMM_Measles
38,KNW_WatchTV,->,WSH_ImprovedToilet
39,MTH_Education,->,KNW_WatchTV
40,MTH_MaternalAge,->,FP_ModernMethod
41,SRV_Near,->,DEL_SmallBaby
42,SRV_Near,->,MTH_Education
43,SRV_Near,->,SRV_OKAlone
44,WSH_ImprovedToilet,->,BF_EarlyBreastfeeding
45,WSH_ImprovedToilet,->,ECO_WealthQuintile
46,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
47,WSH_SafeStoolDisposal,->,IMM_Measles
48,WSH_SafeStoolDisposal,->,SRV_Near
49,WSH_WashWithAgent,->,WSH_ImprovedToilet
50,WSH_WaterTreated,->,WSH_ImprovedWaterSource
