ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,FP_ModernMethod
2,BF_BottleFeeding,->,MTH_Education
3,BF_EarlyBreastfeeding,->,DIA_HadDiarrhoea
4,CHI_Age,->,BF_BreastfedMonths
5,CHI_Age,->,FP_BirthsLast5Yrs
6,CHI_Age,->,IMM_Measles
7,CHI_Age,->,MTH_MaternalAge
8,CUL_LanguageGroup,->,HOU_CookingFuel
9,CUL_LanguageGroup,->,HOU_ModernWallMaterial
10,CUL_LanguageGroup,->,MTH_Education
11,CUL_Religion,->,DEL_SmallBaby
12,CUL_Religion,->,WSH_ImprovedWaterSource
13,ECO_WealthQuintile,->,HOU_CookingFuel
14,ECO_WealthQuintile,->,KNW_WatchTV
15,ECO_WealthQuintile,->,MTH_Education
16,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
17,ECO_WealthQuintile,->,WSH_WashWithAgent
18,FP_ModernMethod,->,DEL_SmallBaby
19,FP_ModernMethod,->,FP_BirthsLast5Yrs
20,GEO_Region,->,BF_EarlyBreastfeeding
21,GEO_Region,->,CHI_Age
22,GEO_Region,->,CHI_Weight4Height
23,GEO_Region,->,CUL_LanguageGroup
24,GEO_Region,->,DEL_SmallBaby
25,HOU_CookingFuel,->,CHI_Age
26,HOU_CookingFuel,->,WSH_WaterTreated
27,HOU_ModernWallMaterial,->,FP_BirthsLast5Yrs
28,HOU_ModernWallMaterial,->,WSH_ImprovedWaterSource
29,IMM_Measles,->,DIA_HadDiarrhoea
30,IMM_Measles,->,IMM_Diptheria
31,IMM_Measles,->,IMM_VitaminA1
32,IMM_VitaminA1,->,MTH_Education
33,MTH_MaternalAge,->,DEL_SmallBaby
34,SRV_Near,->,DEL_SmallBaby
35,SRV_Near,->,MTH_Education
36,SRV_Near,->,SRV_OKAlone
37,SRV_Near,->,WSH_ImprovedWaterSource
38,WSH_ImprovedWaterSource,->,GEO_Region
39,WSH_ImprovedWaterSource,->,WSH_WaterTreated
40,WSH_SafeStoolDisposal,->,ECO_WealthQuintile
41,WSH_WashWithAgent,->,WSH_ImprovedToilet
42,WSH_WaterTreated,->,DEL_SmallBaby
