ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,AbilityToCope
2,PCLRfacet3,->,PCLRfactor1
3,PCLRfacet3,->,ThoughtInsertionPT
4,Stress,->,AbilityToCope
5,Stress,->,RefuseFailToAttendTherapy
6,Stress,->,HallucinationsPT
7,Victimisation,->,ProblematicLifeEvents
8,Victimisation,->,DrugTreatmentGivenRFAT
9,Impulsivity,->,BPD
10,Impulsivity,->,CocaineBeforePrisonSentence
11,Impulsivity,->,StrangeExperiencesPT
12,AbuseNeglectAsChild,->,Age
13,ASPD,->,PCLRfactor2
14,ASPD,->,GangMember
15,Age,->,CocaineDuringPrisonSentence
16,Gender,->,CocaineDuringPrisonSentence
17,Gender,->,AlcoholTreatmentGivenRFAT
18,Gender,->,ThoughtInsertionPT
19,PriorViolentConvictions,->,ViolentThoughts
20,PriorViolentConvictions,->,Education
21,pclrscore,->,Age
22,TimeAtRisk,->,PCLRfacet3
23,TimeAtRisk,->,BPD
24,TimeAtRisk,->,Education
25,TimeAtRisk,->,ComplianceWithSupervision
26,TimeAtRisk,->,SymptomsOfMentalIllness
27,TimeAtRisk,->,EcstasyDuringPrisonSentence
28,TimeAtRisk,->,LivingCircumstances
29,CriminalFamilyBackground,->,PCLRfactor2
30,CriminalFamilyBackground,->,Gender
31,Education,->,CriminalNetwork
32,Education,->,prioracq
33,Intelligence,->,AbilityToCope
34,Intelligence,->,Education
35,Intelligence,->,DomesticStability
36,Intelligence,->,PCLRfactor1
37,Intelligence,->,AlcoholTreatmentGivenRFAT
38,Intelligence,->,LivingCircumstances
39,EmploymentOrTraining,->,Education
40,FinancialDifficulties,->,Stress
41,FinancialDifficulties,->,Education
42,FinancialDifficulties,->,CocaineBeforePrisonSentence
43,DomesticStability,->,PCLRfacet3
44,GangMember,->,AbilityToCope
45,ComplianceWithSupervision,->,CriminalNetwork
46,ComplianceWithSupervision,->,NegativeAttitude
47,ComplianceWithSupervision,->,PCLRfactor1
48,NegativeAttitude,->,BPD
49,NegativeAttitude,->,AttitudeDL
50,CriminalAttitude,->,ComplianceWithSupervision
51,SymptomsOfMentalIllness,->,ThoughtInsertionPT
52,SymptomsOfMentalIllness,->,StrangeExperiencesPT
