ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,PCLRfactor2
2,AbilityToCope,->,Stress
3,Stress,->,ProblematicLifeEvents
4,ProblematicLifeEvents,->,PCLRfactor2
5,Victimisation,->,ViolentThoughts
6,Victimisation,->,AlcoholTreatmentGivenRFAT
7,ViolentThoughts,->,AngerManagement
8,ViolentThoughts,->,SocialWithdraw
9,Impulsivity,->,PCLRfacet3
10,Impulsivity,->,EcstasyDuringPrisonSentence
11,Impulsivity,->,ViolentConvictions
12,Impulsivity,->,AggressionDL
13,BPD,->,DrugTreatment
14,BPD,->,AlcoholTreatment
15,BPD,->,SocialProtectiveObs
16,ASPD,->,Victimisation
17,ASPD,->,Impulsivity
18,ASPD,->,PCLRfactor2
19,CriminalNetwork,->,GangMember
20,CriminalNetwork,->,ViolentConvictions
21,prioracq,->,AlcoholTreatmentGivenRFAT
22,prioracq,->,ViolentConvictions
23,Age,->,AlcoholTreatmentGivenRFAT
24,Age,->,ViolentConvictions
25,PriorViolentConvictions,->,AngerManagement
26,PriorViolentConvictions,->,AggressionDL
27,pclrscore,->,PCLRfactor1
28,pclrscore,->,ViolentConvictions
29,TimeAtRisk,->,EmploymentOrTraining
30,TimeAtRisk,->,GangMember
31,TimeAtRisk,->,EcstasyDependence
32,CriminalFamilyBackground,->,CriminalNetwork
33,Education,->,AbilityToCope
34,Education,->,Intelligence
35,Education,->,GangMember
36,Education,->,ViolentConvictions
37,EmploymentOrTraining,->,AlcoholTreatment
38,EmploymentOrTraining,->,SocialWithdraw
39,FinancialDifficulties,->,Stress
40,FinancialDifficulties,->,AngerManagement
41,GangMember,->,AlcoholTreatment
42,ComplianceWithSupervision,->,PCLRfactor2
43,ComplianceWithSupervision,->,CriminalFamilyBackground
44,ComplianceWithSupervision,->,Intelligence
45,ComplianceWithSupervision,->,CriminalAttitude
46,NegativeAttitude,->,ComplianceWithSupervision
47,NegativeAttitude,->,ViolentConvictions
48,NegativeAttitude,->,AttitudeDL
49,CriminalAttitude,->,AttitudeDL
50,RefuseFailToAttendTherapy,->,EcstasyDependence
51,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
52,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
53,HazardousDrinkingAfterRelease,->,PCLRfactor1
54,CannabisBeforePrisonSentence,->,SymptomsOfMentalIllness
55,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
56,CannabisBeforePrisonSentence,->,CannabisAfterRelease
57,CannabisBeforePrisonSentence,->,AlcoholTreatment
58,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
59,EcstasyBeforePrisonSentence,->,AlcoholTreatment
60,EcstasyDuringPrisonSentence,->,Stress
61,EcstasyDuringPrisonSentence,->,EcstasyDependence
62,CannabisAfterRelease,->,AlcoholTreatmentGivenRFAT
63,CannabisAfterRelease,->,CannabisPT
64,CannabisAfterRelease,->,PsychiatricTreatmentGivenRFAT
65,CocaineAfterRelease,->,CocaineBeforePrisonSentence
66,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
67,EcstasyDependence,->,AbuseNeglectAsChild
68,EcstasyDependence,->,AlcoholTreatment
69,AnyDrugDependence,->,EcstasyDependence
70,AnyDrugDependence,->,CannabisDependence
71,AnyDrugDependence,->,CocaineDependence
72,AnyDrugDependence,->,DrugTreatment
73,AnyDrugDependence,->,ViolentConvictions
74,CannabisDependence,->,CannabisDuringPrisonSentence
75,CocaineDependence,->,PriorViolentConvictions
76,CocaineDependence,->,CocaineBeforePrisonSentence
77,DrugTreatment,->,AbuseNeglectAsChild
78,DrugTreatment,->,DrugTreatmentGivenRFAT
79,DrugTreatment,->,EcstasyPT
80,AlcoholTreatmentGivenRFAT,->,EcstasyDuringPrisonSentence
81,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
82,DrugTreatmentGivenRFAT,->,PCLRfactor2
83,DrugTreatmentGivenRFAT,->,GangMember
84,EcstasyPT,->,PCLRfactor1
85,EcstasyPT,->,EcstasyAfterRelease
86,EcstasyPT,->,SubstanceUse
87,CocainePT,->,CocaineAfterRelease
88,SubstanceUse,->,TimeAtRisk
89,SubstanceUse,->,CocainePT
90,SubstanceUse,->,SubstanceMisuseDL
91,SubstanceUse,->,HazardousDrinkingPT
92,Violence,->,Gender
93,ViolentConvictions,->,PCLRfactor2
94,ViolentConvictions,->,Violence
95,ViolentConvictions,->,SocialWithdraw
96,ResponsivenessToTreatment,->,PCLRfactor1
97,ResponsivenessToTreatment,->,EcstasyDuringPrisonSentence
98,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
99,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
100,ResponseToTreatGivenAlcDep,->,Intelligence
101,ResponseToTreatGivenAlcDep,->,AggressionDL
102,Anger,->,EcstasyDependence
103,Anger,->,AngerPT
104,AngerPT,->,BPD
105,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
106,HazardousDrinkingPT,->,AlcoholDependence
107,AngerManagement,->,AngerManagementGivenRFAT
108,LivingCircumstances,->,DomesticStability
109,SocialProtectiveObs,->,AbilityToCope
110,SocialProtectiveObs,->,TimeAtRisk
111,SocialProtectiveObs,->,FinancialDifficulties
112,SocialProtectiveObs,->,LivingCircumstances
113,SocialProtectiveObs,->,SocialWithdraw
114,SocialWithdraw,->,Anger
115,SocialWithdraw,->,DepressionPT
116,ViolentConvictionsRate,->,AlcoholTreatmentGivenRFAT
117,ViolentConvictionsRate,->,AggressionDL
118,ViolentConvictionsRate,->,ViolentConvRateGivenProt
119,ViolentConvRateGivenProt,->,ViolentConvictions
120,Depression,->,SymptomsOfMentalIllness
121,DepressionPT,->,EcstasyDependence
122,DepressionPT,->,Depression
123,Anxiety,->,SymptomsOfMentalIllness
124,Anxiety,->,AnxietyPT
125,AnxietyPT,->,EcstasyDuringPrisonSentence
126,AnxietyPT,->,AngerManagement
127,AnxietyPT,->,MentalIllnessSymptomCount
128,ThoughtInsertion,->,PCLRfactor2
129,ThoughtInsertion,->,SymptomsOfMentalIllness
130,ThoughtInsertionPT,->,ThoughtInsertion
131,Hallucinations,->,SymptomsOfMentalIllness
132,Hallucinations,->,AngerManagement
133,HallucinationsPT,->,ViolentConvictions
134,HallucinationsPT,->,Hallucinations
135,HallucinationsPT,->,MentalIllnessSymptomCount
136,StrangeExperiencesPT,->,StrangeExperiences
137,ParanoidDelusionsPT,->,GangMember
138,ParanoidDelusionsPT,->,ParanoidDelusions
139,PsychiatricTreatment,->,SocialWithdraw
140,PsychiatricTreatmentGivenRFAT,->,RefuseFailToAttendTherapy
141,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
142,PsychiatricTreatmentGivenRFAT,->,PsychiatricTreatment
143,MentalIllnessSymptomCount,->,CriminalAttitude
144,MentalIllnessSymptomCount,->,DepressionPT
