ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,ViolentConvictions
2,Stress,->,AngerPT
3,Victimisation,->,Stress
4,Victimisation,->,CannabisPT
5,ViolentThoughts,->,Victimisation
6,ViolentThoughts,->,ViolentConvictions
7,Impulsivity,->,PCLRfacet3
8,Impulsivity,->,ASPD
9,BPD,->,ProblematicLifeEvents
10,BPD,->,AlcoholDependence
11,AbuseNeglectAsChild,->,Victimisation
12,AbuseNeglectAsChild,->,BPD
13,AbuseNeglectAsChild,->,Intelligence
14,AbuseNeglectAsChild,->,CannabisDuringPrisonSentence
15,AbuseNeglectAsChild,->,AngerManagementGivenRFAT
16,PCLRfactor2,->,ASPD
17,prioracq,->,ViolentConvictions
18,prioracq,->,ParanoidDelusionsPT
19,Age,->,CannabisDependence
20,Age,->,ViolentConvictions
21,Age,->,ParanoidDelusionsPT
22,PriorViolentConvictions,->,SymptomsOfMentalIllness
23,pclrscore,->,ASPD
24,pclrscore,->,Education
25,pclrscore,->,EcstasyDuringPrisonSentence
26,pclrscore,->,ViolentConvictions
27,TimeAtRisk,->,Stress
28,TimeAtRisk,->,AlcoholDependence
29,TimeAtRisk,->,ViolentConvictions
30,Intelligence,->,Education
31,Intelligence,->,ResponseToTreatGivenAlcDep
32,EmploymentOrTraining,->,Education
33,FinancialDifficulties,->,Stress
34,FinancialDifficulties,->,LivingCircumstances
35,DomesticStability,->,CriminalNetwork
36,DomesticStability,->,EcstasyDuringPrisonSentence
37,DomesticStability,->,LivingCircumstances
38,GangMember,->,Victimisation
39,GangMember,->,EcstasyDuringPrisonSentence
40,GangMember,->,EcstasyDependence
41,GangMember,->,CannabisDependence
42,GangMember,->,AlcoholDependence
43,ComplianceWithSupervision,->,Education
44,ComplianceWithSupervision,->,ViolentConvictions
45,NegativeAttitude,->,ComplianceWithSupervision
46,NegativeAttitude,->,AttitudeDL
47,CriminalAttitude,->,AttitudeDL
48,SymptomsOfMentalIllness,->,AngerManagementGivenRFAT
49,PCLRfactor1,->,AbilityToCope
