ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Intelligence
2,PCLRfacet3,->,LivingCircumstances
3,AbilityToCope,->,Stress
4,AbilityToCope,->,Education
5,Stress,->,ProblematicLifeEvents
6,ProblematicLifeEvents,->,CannabisBeforePrisonSentence
7,Victimisation,->,BPD
8,ViolentThoughts,->,Victimisation
9,ViolentThoughts,->,EmploymentOrTraining
10,Impulsivity,->,PCLRfacet3
11,Impulsivity,->,AbuseNeglectAsChild
12,Impulsivity,->,AggressionDL
13,Impulsivity,->,SocialProtectiveObs
14,AbuseNeglectAsChild,->,BPD
15,PCLRfactor2,->,ViolentConvictions
16,ASPD,->,Impulsivity
17,ASPD,->,PCLRfactor2
18,CriminalNetwork,->,AbilityToCope
19,CriminalNetwork,->,ComplianceWithSupervision
20,CriminalNetwork,->,NegativeAttitude
21,CriminalNetwork,->,SocialProtectiveObs
22,prioracq,->,SymptomsOfMentalIllness
23,prioracq,->,AlcoholTreatmentGivenRFAT
24,prioracq,->,ViolentConvictions
25,Age,->,ViolentConvictions
26,Age,->,LivingCircumstances
27,Gender,->,AlcoholTreatmentGivenRFAT
28,PriorViolentConvictions,->,BPD
29,PriorViolentConvictions,->,CriminalFamilyBackground
30,pclrscore,->,TimeAtRisk
31,pclrscore,->,AngerManagement
32,pclrscore,->,LivingCircumstances
33,pclrscore,->,StrangeExperiences
34,TimeAtRisk,->,CriminalAttitude
35,TimeAtRisk,->,AlcoholTreatmentGivenRFAT
36,TimeAtRisk,->,SocialProtectiveObs
37,CriminalFamilyBackground,->,CriminalNetwork
38,CriminalFamilyBackground,->,SymptomsOfMentalIllness
39,CriminalFamilyBackground,->,AngerPT
40,Education,->,Intelligence
41,Education,->,NegativeAttitude
42,Education,->,SymptomsOfMentalIllness
43,Education,->,PCLRfactor1
44,Education,->,PsychiatricTreatment
45,Intelligence,->,CannabisDuringPrisonSentence
46,Intelligence,->,SocialProtectiveObs
47,Intelligence,->,StrangeExperiences
48,EmploymentOrTraining,->,ViolentConvictions
49,EmploymentOrTraining,->,SocialProtectiveObs
50,FinancialDifficulties,->,BPD
51,FinancialDifficulties,->,CannabisBeforePrisonSentence
52,FinancialDifficulties,->,LivingCircumstances
53,ComplianceWithSupervision,->,EcstasyDuringPrisonSentence
54,NegativeAttitude,->,AttitudeDL
55,CriminalAttitude,->,CannabisBeforePrisonSentence
56,CriminalAttitude,->,AttitudeDL
57,SymptomsOfMentalIllness,->,StrangeExperiences
58,PCLRfactor1,->,ResponsivenessToTreatment
59,PCLRfactor1,->,AngerManagement
60,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
61,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
62,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
63,RefuseFailToAttendTherapy,->,SocialProtectiveObs
64,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
65,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
66,CocaineBeforePrisonSentence,->,DrugTreatment
67,EcstasyBeforePrisonSentence,->,ViolentConvictions
68,EcstasyDuringPrisonSentence,->,EcstasyDependence
69,CannabisDuringPrisonSentence,->,Stress
70,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
71,CannabisDuringPrisonSentence,->,CannabisAfterRelease
72,CocaineDuringPrisonSentence,->,AbuseNeglectAsChild
73,CocaineDuringPrisonSentence,->,Education
74,CocaineDuringPrisonSentence,->,CocaineDependence
75,CannabisAfterRelease,->,CannabisBeforePrisonSentence
76,CannabisAfterRelease,->,CannabisPT
77,CocaineAfterRelease,->,Gender
78,CocaineAfterRelease,->,CocaineBeforePrisonSentence
79,EcstasyAfterRelease,->,DomesticStability
80,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
81,EcstasyDependence,->,AnyDrugDependence
82,CannabisDependence,->,AbilityToCope
83,CannabisDependence,->,BPD
84,CannabisDependence,->,AnyDrugDependence
85,CocaineDependence,->,AnyDrugDependence
86,DrugTreatment,->,SymptomsOfMentalIllness
87,DrugTreatment,->,CannabisDependence
88,DrugTreatment,->,DrugTreatmentGivenRFAT
89,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
90,EcstasyPT,->,EcstasyDuringPrisonSentence
91,EcstasyPT,->,EcstasyAfterRelease
92,EcstasyPT,->,SubstanceUse
93,CannabisPT,->,AbuseNeglectAsChild
94,CocainePT,->,CocaineAfterRelease
95,SubstanceUse,->,ComplianceWithSupervision
96,SubstanceUse,->,CocainePT
97,SubstanceUse,->,SubstanceMisuseDL
98,SubstanceUse,->,HazardousDrinkingPT
99,ViolentConvictions,->,Violence
100,ResponsivenessToTreatment,->,CannabisBeforePrisonSentence
101,ResponsivenessToTreatment,->,EcstasyDuringPrisonSentence
102,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
103,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
104,ResponseToTreatGivenAlcDep,->,prioracq
105,ResponseToTreatGivenDrugDep,->,ViolentConvictions
106,ResponseToTreatGivenDrugDep,->,SocialProtectiveObs
107,Anger,->,ViolentThoughts
108,AngerPT,->,Anger
109,AngerPT,->,SocialProtectiveObs
110,HazardousDrinkingPT,->,ViolentThoughts
111,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
112,HazardousDrinkingPT,->,AlcoholDependence
113,HazardousDrinkingPT,->,LivingCircumstances
114,AngerManagement,->,AngerManagementGivenRFAT
115,AttitudeDL,->,GangMember
116,AggressionDL,->,ViolentConvictions
117,AggressionDL,->,ViolentConvictionsRate
118,LivingCircumstances,->,DomesticStability
119,LivingCircumstances,->,DepressionPT
120,SocialProtectiveObs,->,Stress
121,SocialProtectiveObs,->,SocialWithdraw
122,ViolentConvictionsRate,->,PriorViolentConvictions
123,ViolentConvictionsRate,->,EcstasyDependence
124,ViolentConvictionsRate,->,ViolentConvRateGivenProt
125,ViolentConvRateGivenProt,->,EcstasyDuringPrisonSentence
126,ViolentConvRateGivenProt,->,ViolentConvictions
127,ViolentConvRateGivenProt,->,SocialProtectiveObs
128,DepressionPT,->,SymptomsOfMentalIllness
129,DepressionPT,->,Depression
130,Anxiety,->,AlcoholTreatmentGivenRFAT
131,AnxietyPT,->,FinancialDifficulties
132,AnxietyPT,->,Anxiety
133,AnxietyPT,->,ParanoidDelusions
134,AnxietyPT,->,MentalIllnessSymptomCount
135,ThoughtInsertionPT,->,SymptomsOfMentalIllness
136,ThoughtInsertionPT,->,EcstasyDependence
137,ThoughtInsertionPT,->,ThoughtInsertion
138,Hallucinations,->,AbilityToCope
