ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Education
2,AbilityToCope,->,Stress
3,AbilityToCope,->,SymptomsOfMentalIllness
4,Stress,->,AbuseNeglectAsChild
5,Stress,->,TimeAtRisk
6,ProblematicLifeEvents,->,Stress
7,ProblematicLifeEvents,->,Victimisation
8,ProblematicLifeEvents,->,pclrscore
9,ProblematicLifeEvents,->,AlcoholDependence
10,ViolentThoughts,->,AggressionDL
11,Impulsivity,->,PCLRfacet3
12,Impulsivity,->,TimeAtRisk
13,Impulsivity,->,EcstasyDependence
14,Impulsivity,->,AggressionDL
15,BPD,->,AbilityToCope
16,BPD,->,Impulsivity
17,BPD,->,prioracq
18,BPD,->,ComplianceWithSupervision
19,AbuseNeglectAsChild,->,AlcoholTreatmentGivenRFAT
20,AbuseNeglectAsChild,->,SocialProtectiveObs
21,PCLRfactor2,->,ASPD
22,PCLRfactor2,->,Education
23,PCLRfactor2,->,SocialProtectiveObs
24,ASPD,->,ViolentThoughts
25,ASPD,->,Impulsivity
26,ASPD,->,Gender
27,ASPD,->,CocaineBeforePrisonSentence
28,ASPD,->,AlcoholTreatment
29,CriminalNetwork,->,PCLRfacet3
30,CriminalNetwork,->,SocialProtectiveObs
31,Age,->,Education
32,TimeAtRisk,->,LivingCircumstances
33,TimeAtRisk,->,StrangeExperiences
34,CriminalFamilyBackground,->,CriminalNetwork
35,CriminalFamilyBackground,->,AngerManagementGivenRFAT
36,CriminalFamilyBackground,->,AggressionDL
37,Education,->,PriorViolentConvictions
38,Education,->,Intelligence
39,Education,->,ViolentConvictionsRate
40,Intelligence,->,pclrscore
41,Intelligence,->,EcstasyBeforePrisonSentence
42,Intelligence,->,ResponseToTreatGivenDrugDep
43,Intelligence,->,LivingCircumstances
44,Intelligence,->,PsychiatricTreatment
45,EmploymentOrTraining,->,Education
46,EmploymentOrTraining,->,AggressionDL
47,FinancialDifficulties,->,Stress
48,FinancialDifficulties,->,MentalIllnessDL
49,DomesticStability,->,CocaineBeforePrisonSentence
50,GangMember,->,CannabisDuringPrisonSentence
51,GangMember,->,MentalIllnessDL
52,ComplianceWithSupervision,->,NegativeAttitude
53,ComplianceWithSupervision,->,SymptomsOfMentalIllness
54,NegativeAttitude,->,EcstasyDuringPrisonSentence
55,NegativeAttitude,->,AttitudeDL
56,CriminalAttitude,->,Education
57,SymptomsOfMentalIllness,->,Impulsivity
58,SymptomsOfMentalIllness,->,Education
59,PCLRfactor1,->,ResponseToTreatGivenDrugDep
60,PCLRfactor1,->,AggressionDL
61,PCLRfactor1,->,LivingCircumstances
62,RefuseFailToAttendTherapy,->,Gender
63,RefuseFailToAttendTherapy,->,PriorViolentConvictions
64,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
65,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
66,CocaineBeforePrisonSentence,->,CocainePT
67,EcstasyBeforePrisonSentence,->,Impulsivity
68,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
69,EcstasyBeforePrisonSentence,->,SocialProtectiveObs
70,EcstasyDuringPrisonSentence,->,Victimisation
71,EcstasyDuringPrisonSentence,->,PriorViolentConvictions
72,EcstasyDuringPrisonSentence,->,EcstasyDependence
73,EcstasyDuringPrisonSentence,->,AggressionDL
74,EcstasyDuringPrisonSentence,->,MentalIllnessDL
75,CannabisDuringPrisonSentence,->,Age
76,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
77,CannabisDuringPrisonSentence,->,CocaineDuringPrisonSentence
78,CannabisDuringPrisonSentence,->,StrangeExperiencesPT
79,CocaineDuringPrisonSentence,->,PCLRfacet3
80,CocaineDuringPrisonSentence,->,CocaineDependence
81,EcstasyAfterRelease,->,TimeAtRisk
82,EcstasyAfterRelease,->,AlcoholDependence
83,EcstasyAfterRelease,->,EcstasyPT
84,AnyDrugDependence,->,BPD
85,AnyDrugDependence,->,EcstasyDependence
86,AnyDrugDependence,->,ResponseToTreatGivenDrugDep
87,CannabisDependence,->,AnyDrugDependence
88,CannabisDependence,->,AggressionDL
89,CocaineDependence,->,Age
90,CocaineDependence,->,PriorViolentConvictions
91,CocaineDependence,->,AnyDrugDependence
92,AlcoholDependence,->,DomesticStability
93,AlcoholDependence,->,AlcoholTreatmentGivenRFAT
94,AlcoholTreatment,->,GangMember
95,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
96,AlcoholTreatmentGivenRFAT,->,Education
97,AlcoholTreatmentGivenRFAT,->,ResponsivenessToTreatment
98,DrugTreatmentGivenRFAT,->,DomesticStability
99,DrugTreatmentGivenRFAT,->,CocaineDuringPrisonSentence
100,DrugTreatmentGivenRFAT,->,EcstasyDependence
101,DrugTreatmentGivenRFAT,->,DrugTreatment
102,EcstasyPT,->,SubstanceUse
103,CannabisPT,->,Stress
104,CannabisPT,->,CannabisBeforePrisonSentence
105,CannabisPT,->,CannabisAfterRelease
106,CannabisPT,->,SubstanceUse
107,CocainePT,->,CocaineAfterRelease
108,CocainePT,->,SubstanceUse
109,SubstanceUse,->,PriorViolentConvictions
110,SubstanceUse,->,CriminalAttitude
111,SubstanceUse,->,SubstanceMisuseDL
112,SubstanceUse,->,HazardousDrinkingPT
113,SubstanceMisuseDL,->,Education
114,SubstanceMisuseDL,->,DrugTreatmentGivenRFAT
115,Violence,->,Victimisation
116,ViolentConvictions,->,AbuseNeglectAsChild
117,ViolentConvictions,->,PCLRfactor2
118,ViolentConvictions,->,prioracq
119,ViolentConvictions,->,Age
120,ViolentConvictions,->,Gender
121,ViolentConvictions,->,PriorViolentConvictions
122,ViolentConvictions,->,pclrscore
123,ViolentConvictions,->,TimeAtRisk
124,ViolentConvictions,->,ComplianceWithSupervision
125,ViolentConvictions,->,Violence
126,ViolentConvictions,->,ResponseToTreatGivenDrugDep
127,ViolentConvictions,->,ViolentConvRateGivenProt
128,ViolentConvictions,->,Anxiety
129,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
130,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
131,ResponsivenessToTreatment,->,StrangeExperiencesPT
132,ResponseToTreatGivenDrugDep,->,SocialProtectiveObs
133,Anger,->,PriorViolentConvictions
134,AngerPT,->,DomesticStability
135,AngerPT,->,Anger
136,AngerPT,->,StrangeExperiences
137,AngerManagementGivenRFAT,->,Age
138,AngerManagementGivenRFAT,->,RefuseFailToAttendTherapy
139,AngerManagementGivenRFAT,->,AngerManagement
140,AngerManagementGivenRFAT,->,StrangeExperiences
141,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
142,HazardousDrinkingPT,->,EcstasyDependence
143,HazardousDrinkingPT,->,AlcoholDependence
144,AngerManagement,->,SymptomsOfMentalIllness
145,AttitudeDL,->,PCLRfacet3
146,AttitudeDL,->,CriminalFamilyBackground
147,AttitudeDL,->,ViolentConvictionsRate
148,AttitudeDL,->,ThoughtInsertion
149,AggressionDL,->,StrangeExperiences
150,LivingCircumstances,->,Victimisation
151,LivingCircumstances,->,DomesticStability
152,LivingCircumstances,->,SocialProtectiveObs
153,SocialWithdraw,->,SocialProtectiveObs
154,ViolentConvRateGivenProt,->,EcstasyDependence
155,ViolentConvRateGivenProt,->,AggressionDL
156,ViolentConvRateGivenProt,->,SocialProtectiveObs
157,ViolentConvRateGivenProt,->,ViolentConvictionsRate
158,DepressionPT,->,Victimisation
159,DepressionPT,->,DomesticStability
160,DepressionPT,->,CocaineDuringPrisonSentence
161,DepressionPT,->,SocialWithdraw
162,DepressionPT,->,Depression
163,Anxiety,->,SymptomsOfMentalIllness
164,Anxiety,->,AlcoholDependence
165,Anxiety,->,AnxietyPT
166,AnxietyPT,->,FinancialDifficulties
167,ThoughtInsertion,->,Victimisation
168,ThoughtInsertion,->,SymptomsOfMentalIllness
169,ThoughtInsertion,->,CocaineBeforePrisonSentence
170,ThoughtInsertion,->,ThoughtInsertionPT
171,ThoughtInsertion,->,Hallucinations
172,ThoughtInsertion,->,PsychiatricTreatment
173,Hallucinations,->,HallucinationsPT
174,StrangeExperiencesPT,->,SymptomsOfMentalIllness
175,StrangeExperiencesPT,->,LivingCircumstances
176,StrangeExperiencesPT,->,StrangeExperiences
177,StrangeExperiencesPT,->,MentalIllnessDL
178,ParanoidDelusions,->,TimeAtRisk
179,ParanoidDelusions,->,AlcoholTreatmentGivenRFAT
180,ParanoidDelusionsPT,->,PCLRfactor2
181,ParanoidDelusionsPT,->,prioracq
182,ParanoidDelusionsPT,->,ParanoidDelusions
183,ParanoidDelusionsPT,->,MentalIllnessDL
184,PsychiatricTreatment,->,AlcoholTreatmentGivenRFAT
185,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
186,PsychiatricTreatmentGivenRFAT,->,SocialProtectiveObs
187,MentalIllnessSymptomCount,->,PriorViolentConvictions
188,MentalIllnessSymptomCount,->,SymptomsOfMentalIllness
189,MentalIllnessSymptomCount,->,EcstasyDependence
190,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
191,MentalIllnessDL,->,ViolentConvictionsRate
