ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Impulsivity
2,PCLRfacet3,->,AbuseNeglectAsChild
3,PCLRfacet3,->,SymptomsOfMentalIllness
4,PCLRfacet3,->,AlcoholTreatmentGivenRFAT
5,PCLRfacet3,->,ThoughtInsertion
6,AbilityToCope,->,Stress
7,Stress,->,DomesticStability
8,Stress,->,GangMember
9,Stress,->,SymptomsOfMentalIllness
10,ProblematicLifeEvents,->,Stress
11,Victimisation,->,ViolentThoughts
12,Victimisation,->,AlcoholTreatmentGivenRFAT
13,ViolentThoughts,->,PriorViolentConvictions
14,ViolentThoughts,->,DomesticStability
15,Impulsivity,->,ASPD
16,Impulsivity,->,AggressionDL
17,BPD,->,Impulsivity
18,BPD,->,ViolentConvictions
19,AbuseNeglectAsChild,->,BPD
20,AbuseNeglectAsChild,->,CocaineDuringPrisonSentence
21,PCLRfactor2,->,PCLRfactor1
22,PCLRfactor2,->,AlcoholTreatmentGivenRFAT
23,PCLRfactor2,->,EcstasyPT
24,ASPD,->,PCLRfactor2
25,ASPD,->,ComplianceWithSupervision
26,ASPD,->,ViolentConvRateGivenProt
27,ASPD,->,ParanoidDelusions
28,CriminalNetwork,->,ComplianceWithSupervision
29,CriminalNetwork,->,PCLRfactor1
30,CriminalNetwork,->,ThoughtInsertion
31,prioracq,->,EcstasyDuringPrisonSentence
32,pclrscore,->,Impulsivity
33,pclrscore,->,CriminalFamilyBackground
34,pclrscore,->,EcstasyDuringPrisonSentence
35,TimeAtRisk,->,Gender
36,TimeAtRisk,->,EmploymentOrTraining
37,TimeAtRisk,->,EcstasyBeforePrisonSentence
38,TimeAtRisk,->,ViolentConvictions
39,CriminalFamilyBackground,->,EcstasyDependence
40,CriminalFamilyBackground,->,Depression
41,Education,->,EmploymentOrTraining
42,Education,->,NegativeAttitude
43,Intelligence,->,Age
44,Intelligence,->,Education
45,Intelligence,->,CannabisDependence
46,Intelligence,->,ViolentConvictions
47,Intelligence,->,ResponsivenessToTreatment
