ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,AbilityToCope
2,PCLRfacet3,->,PCLRfactor1
3,Stress,->,ViolentThoughts
4,Stress,->,RefuseFailToAttendTherapy
5,Stress,->,ViolentConvRateGivenProt
6,Stress,->,HallucinationsPT
7,ProblematicLifeEvents,->,DomesticStability
8,ProblematicLifeEvents,->,ViolentConvictions
9,Victimisation,->,ViolentThoughts
10,Victimisation,->,Impulsivity
11,Impulsivity,->,PCLRfacet3
12,BPD,->,Impulsivity
13,BPD,->,prioracq
14,BPD,->,Education
15,AbuseNeglectAsChild,->,EcstasyDuringPrisonSentence
16,AbuseNeglectAsChild,->,ViolentConvictions
17,PCLRfactor2,->,ViolentConvictions
18,ASPD,->,Impulsivity
19,ASPD,->,PCLRfactor2
20,ASPD,->,AlcoholTreatmentGivenRFAT
21,CriminalNetwork,->,GangMember
22,CriminalNetwork,->,NegativeAttitude
23,prioracq,->,Age
24,Age,->,TimeAtRisk
25,Gender,->,SymptomsOfMentalIllness
26,Gender,->,EcstasyDuringPrisonSentence
27,Gender,->,AlcoholTreatmentGivenRFAT
28,PriorViolentConvictions,->,AbilityToCope
29,PriorViolentConvictions,->,Impulsivity
30,pclrscore,->,Age
31,TimeAtRisk,->,Education
32,TimeAtRisk,->,DrugTreatmentGivenRFAT
33,TimeAtRisk,->,ViolentConvictions
34,CriminalFamilyBackground,->,CriminalNetwork
35,Intelligence,->,AbilityToCope
36,Intelligence,->,Age
37,Intelligence,->,Education
38,Intelligence,->,SymptomsOfMentalIllness
39,Intelligence,->,PCLRfactor1
40,Intelligence,->,LivingCircumstances
41,EmploymentOrTraining,->,Stress
42,EmploymentOrTraining,->,TimeAtRisk
43,EmploymentOrTraining,->,DomesticStability
44,EmploymentOrTraining,->,EcstasyDuringPrisonSentence
45,EmploymentOrTraining,->,Depression
46,FinancialDifficulties,->,Education
47,DomesticStability,->,CannabisBeforePrisonSentence
48,GangMember,->,NegativeAttitude
49,GangMember,->,EcstasyDuringPrisonSentence
50,GangMember,->,ViolentConvictions
51,ComplianceWithSupervision,->,NegativeAttitude
52,ComplianceWithSupervision,->,EcstasyDependence
53,ComplianceWithSupervision,->,CocainePT
