ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Impulsivity
2,PCLRfacet3,->,EmploymentOrTraining
3,PCLRfacet3,->,GangMember
4,PCLRfacet3,->,EcstasyBeforePrisonSentence
5,PCLRfacet3,->,ViolentConvictions
6,PCLRfacet3,->,HallucinationsPT
7,AbilityToCope,->,SubstanceMisuseDL
8,Stress,->,AbilityToCope
9,Stress,->,pclrscore
10,Stress,->,GangMember
11,Stress,->,EcstasyBeforePrisonSentence
12,Victimisation,->,LivingCircumstances
13,ViolentThoughts,->,SubstanceMisuseDL
14,ViolentThoughts,->,ViolentConvictions
15,Impulsivity,->,ASPD
16,Impulsivity,->,SymptomsOfMentalIllness
17,Impulsivity,->,EcstasyDuringPrisonSentence
18,Impulsivity,->,AggressionDL
19,BPD,->,Impulsivity
20,BPD,->,AbuseNeglectAsChild
21,BPD,->,pclrscore
22,AbuseNeglectAsChild,->,ASPD
23,AbuseNeglectAsChild,->,DomesticStability
24,AbuseNeglectAsChild,->,CocaineDuringPrisonSentence
25,AbuseNeglectAsChild,->,CannabisDependence
26,PCLRfactor2,->,ASPD
27,PCLRfactor2,->,PriorViolentConvictions
28,PCLRfactor2,->,SymptomsOfMentalIllness
29,PCLRfactor2,->,CannabisDuringPrisonSentence
30,PCLRfactor2,->,EcstasyDependence
31,PCLRfactor2,->,AlcoholTreatmentGivenRFAT
32,PCLRfactor2,->,AttitudeDL
33,CriminalNetwork,->,pclrscore
34,CriminalNetwork,->,GangMember
35,CriminalNetwork,->,SubstanceMisuseDL
36,Age,->,Education
37,Age,->,LivingCircumstances
38,Gender,->,Victimisation
39,Gender,->,Impulsivity
40,Gender,->,CocaineDuringPrisonSentence
41,Gender,->,CannabisDependence
42,Gender,->,Hallucinations
43,PriorViolentConvictions,->,CocaineDuringPrisonSentence
44,PriorViolentConvictions,->,AlcoholTreatment
45,PriorViolentConvictions,->,ViolentConvictions
46,pclrscore,->,DomesticStability
47,pclrscore,->,ViolentConvictions
48,TimeAtRisk,->,AbilityToCope
49,TimeAtRisk,->,prioracq
50,TimeAtRisk,->,DomesticStability
51,Education,->,DomesticStability
52,Education,->,EcstasyPT
53,Education,->,ResponsivenessToTreatment
54,Intelligence,->,AbilityToCope
55,Intelligence,->,CannabisDependence
56,Intelligence,->,ViolentConvictions
57,Intelligence,->,AngerManagementGivenRFAT
58,FinancialDifficulties,->,DrugTreatment
59,FinancialDifficulties,->,AlcoholTreatment
60,FinancialDifficulties,->,LivingCircumstances
61,FinancialDifficulties,->,HallucinationsPT
62,ComplianceWithSupervision,->,prioracq
63,ComplianceWithSupervision,->,NegativeAttitude
64,ComplianceWithSupervision,->,CriminalAttitude
65,NegativeAttitude,->,CocaineDuringPrisonSentence
66,NegativeAttitude,->,AlcoholTreatment
67,NegativeAttitude,->,ViolentConvictions
68,NegativeAttitude,->,AttitudeDL
69,CriminalAttitude,->,EcstasyDuringPrisonSentence
70,CriminalAttitude,->,CocaineDuringPrisonSentence
71,CriminalAttitude,->,ViolentConvictions
72,SymptomsOfMentalIllness,->,GangMember
73,SymptomsOfMentalIllness,->,RefuseFailToAttendTherapy
74,SymptomsOfMentalIllness,->,Depression
75,SymptomsOfMentalIllness,->,Hallucinations
76,PCLRfactor1,->,EcstasyDependence
77,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
78,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
79,RefuseFailToAttendTherapy,->,ViolentConvictions
80,HazardousDrinkingAfterRelease,->,AlcoholDependence
81,EcstasyBeforePrisonSentence,->,Victimisation
82,EcstasyBeforePrisonSentence,->,PCLRfactor1
83,EcstasyDuringPrisonSentence,->,EmploymentOrTraining
84,EcstasyDuringPrisonSentence,->,DomesticStability
85,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
86,CannabisDuringPrisonSentence,->,CannabisPT
87,CocaineDuringPrisonSentence,->,CriminalFamilyBackground
88,CocaineDuringPrisonSentence,->,CocaineAfterRelease
89,CocaineDuringPrisonSentence,->,ViolentConvictionsRate
90,CannabisAfterRelease,->,DomesticStability
91,CannabisAfterRelease,->,CannabisBeforePrisonSentence
92,CocaineAfterRelease,->,CocaineBeforePrisonSentence
93,CocaineAfterRelease,->,CocainePT
94,CocaineAfterRelease,->,LivingCircumstances
95,EcstasyDependence,->,GangMember
96,AnyDrugDependence,->,CriminalAttitude
97,AnyDrugDependence,->,EcstasyDependence
98,AnyDrugDependence,->,CocaineDependence
99,CannabisDependence,->,EmploymentOrTraining
100,CannabisDependence,->,RefuseFailToAttendTherapy
101,CannabisDependence,->,AnyDrugDependence
102,CocaineDependence,->,pclrscore
