ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,ProblematicLifeEvents
2,PCLRfacet3,->,SymptomsOfMentalIllness
3,PCLRfacet3,->,ViolentConvictions
4,AbilityToCope,->,EmploymentOrTraining
5,AbilityToCope,->,EcstasyBeforePrisonSentence
6,AbilityToCope,->,ThoughtInsertion
7,Stress,->,Intelligence
8,Victimisation,->,Age
9,ViolentThoughts,->,SymptomsOfMentalIllness
10,ViolentThoughts,->,PCLRfactor1
11,Impulsivity,->,PCLRfacet3
12,Impulsivity,->,ASPD
13,Impulsivity,->,CriminalNetwork
14,Impulsivity,->,CriminalFamilyBackground
15,Impulsivity,->,NegativeAttitude
16,BPD,->,Stress
17,BPD,->,SocialProtectiveObs
18,AbuseNeglectAsChild,->,ViolentConvictions
19,PCLRfactor2,->,Education
20,ASPD,->,PCLRfactor2
21,prioracq,->,ViolentConvictions
22,PriorViolentConvictions,->,ViolentConvictions
23,PriorViolentConvictions,->,SocialProtectiveObs
24,pclrscore,->,Education
25,pclrscore,->,SymptomsOfMentalIllness
26,pclrscore,->,ViolentConvictions
27,pclrscore,->,SocialProtectiveObs
28,TimeAtRisk,->,Age
29,CriminalFamilyBackground,->,PCLRfactor1
30,Intelligence,->,Age
31,Intelligence,->,Gender
32,EmploymentOrTraining,->,NegativeAttitude
33,EmploymentOrTraining,->,SocialProtectiveObs
34,FinancialDifficulties,->,PCLRfactor2
35,FinancialDifficulties,->,Age
36,FinancialDifficulties,->,Gender
37,DomesticStability,->,LivingCircumstances
38,GangMember,->,ViolentThoughts
39,GangMember,->,Education
40,ComplianceWithSupervision,->,DomesticStability
41,ComplianceWithSupervision,->,NegativeAttitude
42,NegativeAttitude,->,Age
43,NegativeAttitude,->,SymptomsOfMentalIllness
44,CriminalAttitude,->,SymptomsOfMentalIllness
45,CriminalAttitude,->,CocaineBeforePrisonSentence
46,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
47,CocaineBeforePrisonSentence,->,Gender
48,EcstasyBeforePrisonSentence,->,ViolentThoughts
49,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
50,EcstasyBeforePrisonSentence,->,AggressionDL
51,EcstasyBeforePrisonSentence,->,LivingCircumstances
52,EcstasyDuringPrisonSentence,->,EcstasyDependence
53,CannabisDuringPrisonSentence,->,Stress
54,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
55,CannabisDuringPrisonSentence,->,CannabisDependence
56,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
57,CannabisAfterRelease,->,CannabisBeforePrisonSentence
58,CannabisAfterRelease,->,Depression
59,CocaineAfterRelease,->,ProblematicLifeEvents
60,EcstasyAfterRelease,->,CriminalNetwork
61,EcstasyAfterRelease,->,EcstasyPT
62,EcstasyDependence,->,prioracq
63,EcstasyDependence,->,GangMember
64,EcstasyDependence,->,AnyDrugDependence
65,EcstasyDependence,->,AttitudeDL
66,AnyDrugDependence,->,CriminalFamilyBackground
67,AnyDrugDependence,->,CocaineDuringPrisonSentence
68,CannabisDependence,->,AnyDrugDependence
69,CocaineDependence,->,Age
70,CocaineDependence,->,AnyDrugDependence
71,AlcoholDependence,->,Gender
72,DrugTreatment,->,Gender
73,DrugTreatment,->,PCLRfactor1
74,AlcoholTreatment,->,DrugTreatment
75,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
76,DrugTreatmentGivenRFAT,->,RefuseFailToAttendTherapy
77,DrugTreatmentGivenRFAT,->,DrugTreatment
78,DrugTreatmentGivenRFAT,->,AlcoholTreatmentGivenRFAT
79,EcstasyPT,->,Education
80,EcstasyPT,->,SubstanceUse
81,CannabisPT,->,CannabisDuringPrisonSentence
82,CannabisPT,->,CannabisAfterRelease
83,CannabisPT,->,PsychiatricTreatmentGivenRFAT
84,CocainePT,->,CocaineBeforePrisonSentence
85,CocainePT,->,EcstasyDuringPrisonSentence
86,CocainePT,->,CocaineAfterRelease
87,CocainePT,->,SocialProtectiveObs
88,CocainePT,->,ViolentConvRateGivenProt
89,SubstanceUse,->,PCLRfactor2
90,SubstanceUse,->,Age
91,SubstanceUse,->,AlcoholTreatmentGivenRFAT
92,SubstanceUse,->,CannabisPT
93,SubstanceUse,->,CocainePT
94,SubstanceUse,->,SubstanceMisuseDL
95,SubstanceUse,->,HazardousDrinkingPT
96,Violence,->,Age
97,Violence,->,Gender
98,Violence,->,ViolentConvRateGivenProt
99,ViolentConvictions,->,BPD
100,ViolentConvictions,->,AlcoholTreatmentGivenRFAT
101,ViolentConvictions,->,Violence
102,ViolentConvictions,->,LivingCircumstances
103,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
104,ResponsivenessToTreatment,->,AngerPT
105,ResponsivenessToTreatment,->,AnxietyPT
106,ResponseToTreatGivenDrugDep,->,SymptomsOfMentalIllness
107,ResponseToTreatGivenDrugDep,->,PCLRfactor1
108,ResponseToTreatGivenDrugDep,->,ViolentConvictions
109,ResponseToTreatGivenDrugDep,->,ResponseToTreatGivenAlcDep
110,Anger,->,AbilityToCope
111,AngerPT,->,CocaineBeforePrisonSentence
112,AngerPT,->,Anger
113,AngerPT,->,StrangeExperiencesPT
114,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
115,HazardousDrinkingPT,->,AlcoholDependence
116,AngerManagement,->,PCLRfactor2
117,AngerManagement,->,SymptomsOfMentalIllness
118,AngerManagement,->,AngerManagementGivenRFAT
119,AngerManagement,->,SocialProtectiveObs
120,AttitudeDL,->,ComplianceWithSupervision
121,AttitudeDL,->,NegativeAttitude
122,AttitudeDL,->,CriminalAttitude
123,AttitudeDL,->,ViolentConvictions
124,AggressionDL,->,Impulsivity
125,AggressionDL,->,DrugTreatmentGivenRFAT
126,AggressionDL,->,ViolentConvictions
127,SocialProtectiveObs,->,PCLRfactor1
128,SocialProtectiveObs,->,LivingCircumstances
