ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Impulsivity
2,PCLRfacet3,->,PriorViolentConvictions
3,PCLRfacet3,->,ResponsivenessToTreatment
4,PCLRfacet3,->,SocialProtectiveObs
5,AbilityToCope,->,ViolentConvictions
6,Stress,->,SocialProtectiveObs
7,ProblematicLifeEvents,->,Stress
8,ProblematicLifeEvents,->,TimeAtRisk
9,Victimisation,->,TimeAtRisk
10,ViolentThoughts,->,AggressionDL
11,Impulsivity,->,Age
12,Impulsivity,->,AggressionDL
13,PCLRfactor2,->,Age
14,ASPD,->,Impulsivity
15,ASPD,->,PCLRfactor2
16,ASPD,->,AlcoholTreatment
17,ASPD,->,SocialProtectiveObs
18,CriminalNetwork,->,CriminalFamilyBackground
19,prioracq,->,TimeAtRisk
20,prioracq,->,ViolentConvictions
21,PriorViolentConvictions,->,ViolentConvictions
22,PriorViolentConvictions,->,AggressionDL
23,pclrscore,->,SocialProtectiveObs
24,TimeAtRisk,->,BPD
25,TimeAtRisk,->,AbuseNeglectAsChild
26,TimeAtRisk,->,Age
27,TimeAtRisk,->,Education
28,TimeAtRisk,->,EcstasyDuringPrisonSentence
29,CriminalFamilyBackground,->,Impulsivity
30,Education,->,ASPD
31,Education,->,CriminalNetwork
32,Education,->,Intelligence
33,Education,->,EmploymentOrTraining
34,Education,->,PCLRfactor1
35,Education,->,EcstasyBeforePrisonSentence
36,Education,->,AngerManagement
37,Intelligence,->,ViolentConvictions
38,EmploymentOrTraining,->,SocialProtectiveObs
39,FinancialDifficulties,->,Stress
40,FinancialDifficulties,->,LivingCircumstances
41,DomesticStability,->,TimeAtRisk
42,GangMember,->,Victimisation
43,GangMember,->,DomesticStability
44,NegativeAttitude,->,ComplianceWithSupervision
45,NegativeAttitude,->,PCLRfactor1
46,NegativeAttitude,->,AttitudeDL
47,NegativeAttitude,->,ThoughtInsertion
48,CriminalAttitude,->,AttitudeDL
49,SymptomsOfMentalIllness,->,Gender
50,SymptomsOfMentalIllness,->,TimeAtRisk
51,SymptomsOfMentalIllness,->,DepressionPT
52,SymptomsOfMentalIllness,->,StrangeExperiencesPT
53,PCLRfactor1,->,ViolentConvictionsRate
54,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
55,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
56,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
57,HazardousDrinkingAfterRelease,->,PsychiatricTreatment
58,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
59,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
60,EcstasyDuringPrisonSentence,->,PCLRfactor1
61,EcstasyDuringPrisonSentence,->,EcstasyPT
62,CocaineDuringPrisonSentence,->,EcstasyBeforePrisonSentence
63,CannabisAfterRelease,->,CannabisBeforePrisonSentence
64,CocaineAfterRelease,->,CocaineBeforePrisonSentence
65,CocaineAfterRelease,->,AggressionDL
66,EcstasyDependence,->,BPD
67,EcstasyDependence,->,PriorViolentConvictions
68,EcstasyDependence,->,AnyDrugDependence
69,EcstasyDependence,->,ViolentConvictionsRate
70,AnyDrugDependence,->,ViolentThoughts
71,AnyDrugDependence,->,GangMember
72,AnyDrugDependence,->,PCLRfactor1
