ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,PCLRfactor1
2,PCLRfacet3,->,ViolentConvictions
3,AbilityToCope,->,SymptomsOfMentalIllness
4,AbilityToCope,->,ThoughtInsertion
5,ProblematicLifeEvents,->,Stress
6,Victimisation,->,ProblematicLifeEvents
7,Victimisation,->,ViolentThoughts
8,Victimisation,->,AngerManagement
9,Victimisation,->,SocialProtectiveObs
10,ViolentThoughts,->,AbuseNeglectAsChild
11,ViolentThoughts,->,EcstasyBeforePrisonSentence
12,ViolentThoughts,->,AggressionDL
13,Impulsivity,->,NegativeAttitude
14,Impulsivity,->,DrugTreatment
15,Impulsivity,->,SocialProtectiveObs
16,BPD,->,AlcoholTreatment
17,BPD,->,ViolentConvictions
18,AbuseNeglectAsChild,->,Education
19,PCLRfactor2,->,ASPD
20,PCLRfactor2,->,prioracq
21,PCLRfactor2,->,ViolentConvictions
22,PCLRfactor2,->,ResponsivenessToTreatment
23,PCLRfactor2,->,ThoughtInsertionPT
24,ASPD,->,ProblematicLifeEvents
25,ASPD,->,Education
26,CriminalNetwork,->,EcstasyBeforePrisonSentence
27,CriminalNetwork,->,AttitudeDL
28,CriminalNetwork,->,PsychiatricTreatment
29,prioracq,->,ProblematicLifeEvents
30,prioracq,->,CannabisBeforePrisonSentence
31,prioracq,->,EcstasyDependence
32,prioracq,->,SocialProtectiveObs
33,Age,->,ViolentConvictions
34,Age,->,SocialProtectiveObs
35,Gender,->,ProblematicLifeEvents
36,Gender,->,CriminalFamilyBackground
37,PriorViolentConvictions,->,ViolentThoughts
38,PriorViolentConvictions,->,EcstasyDependence
39,PriorViolentConvictions,->,ParanoidDelusions
40,pclrscore,->,ViolentConvictions
41,pclrscore,->,AngerManagement
42,pclrscore,->,SocialProtectiveObs
43,TimeAtRisk,->,CannabisDependence
44,TimeAtRisk,->,ViolentConvictions
45,TimeAtRisk,->,SocialProtectiveObs
46,TimeAtRisk,->,ThoughtInsertion
47,CriminalFamilyBackground,->,SymptomsOfMentalIllness
48,CriminalFamilyBackground,->,ViolentConvictions
49,Education,->,SymptomsOfMentalIllness
50,Intelligence,->,AbilityToCope
51,Intelligence,->,Education
52,Intelligence,->,EcstasyBeforePrisonSentence
53,Intelligence,->,AnyDrugDependence
54,EmploymentOrTraining,->,Education
55,FinancialDifficulties,->,Stress
56,FinancialDifficulties,->,ViolentThoughts
57,FinancialDifficulties,->,SocialProtectiveObs
58,DomesticStability,->,Stress
59,GangMember,->,EcstasyDependence
60,GangMember,->,AngerManagement
61,ComplianceWithSupervision,->,CriminalAttitude
62,ComplianceWithSupervision,->,EcstasyDuringPrisonSentence
63,ComplianceWithSupervision,->,ViolentConvictions
64,ComplianceWithSupervision,->,SocialProtectiveObs
65,NegativeAttitude,->,AbilityToCope
66,NegativeAttitude,->,AbuseNeglectAsChild
67,NegativeAttitude,->,ComplianceWithSupervision
68,NegativeAttitude,->,CocaineDuringPrisonSentence
69,NegativeAttitude,->,AnyDrugDependence
70,NegativeAttitude,->,AttitudeDL
71,CriminalAttitude,->,GangMember
72,CriminalAttitude,->,AttitudeDL
73,PCLRfactor1,->,ViolentThoughts
74,PCLRfactor1,->,Education
75,PCLRfactor1,->,ThoughtInsertion
76,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
77,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
78,CocaineBeforePrisonSentence,->,EcstasyDependence
79,CocaineBeforePrisonSentence,->,CannabisDependence
80,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
81,CocaineDuringPrisonSentence,->,DomesticStability
82,CocaineDuringPrisonSentence,->,CannabisBeforePrisonSentence
83,CocaineDuringPrisonSentence,->,ThoughtInsertion
84,CannabisAfterRelease,->,PCLRfacet3
85,CannabisAfterRelease,->,Gender
86,CannabisAfterRelease,->,DomesticStability
87,CannabisAfterRelease,->,CannabisDuringPrisonSentence
88,CannabisAfterRelease,->,CannabisPT
89,EcstasyAfterRelease,->,CocaineDependence
90,EcstasyDependence,->,AnyDrugDependence
91,AnyDrugDependence,->,Hallucinations
92,CannabisDependence,->,SymptomsOfMentalIllness
93,CannabisDependence,->,CannabisBeforePrisonSentence
94,CannabisDependence,->,AnyDrugDependence
95,CocaineDependence,->,Stress
96,CocaineDependence,->,AnyDrugDependence
97,DrugTreatment,->,DrugTreatmentGivenRFAT
98,DrugTreatment,->,ViolentConvictionsRate
99,AlcoholTreatment,->,AbilityToCope
100,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
101,AlcoholTreatment,->,LivingCircumstances
102,AlcoholTreatment,->,ThoughtInsertionPT
103,AlcoholTreatmentGivenRFAT,->,HazardousDrinkingPT
104,DrugTreatmentGivenRFAT,->,Age
105,DrugTreatmentGivenRFAT,->,Education
106,DrugTreatmentGivenRFAT,->,RefuseFailToAttendTherapy
107,DrugTreatmentGivenRFAT,->,ThoughtInsertion
108,EcstasyPT,->,EcstasyDuringPrisonSentence
109,EcstasyPT,->,EcstasyAfterRelease
110,EcstasyPT,->,DrugTreatmentGivenRFAT
111,EcstasyPT,->,ViolentConvictions
112,CocainePT,->,Stress
113,CocainePT,->,CocaineBeforePrisonSentence
114,CocainePT,->,CocaineAfterRelease
115,CocainePT,->,SubstanceUse
116,SubstanceUse,->,Intelligence
117,SubstanceUse,->,CannabisAfterRelease
118,SubstanceUse,->,EcstasyPT
119,SubstanceUse,->,SubstanceMisuseDL
120,Violence,->,EmploymentOrTraining
121,ViolentConvictions,->,Violence
122,ViolentConvictions,->,ViolentConvRateGivenProt
123,ResponsivenessToTreatment,->,PCLRfactor1
124,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
125,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
126,ResponseToTreatGivenAlcDep,->,ProblematicLifeEvents
127,ResponseToTreatGivenDrugDep,->,CocainePT
128,ResponseToTreatGivenDrugDep,->,LivingCircumstances
129,Anger,->,Education
130,Anger,->,AngerPT
131,AngerPT,->,Stress
132,AngerPT,->,CannabisBeforePrisonSentence
133,AngerPT,->,ViolentConvictions
134,AngerManagementGivenRFAT,->,AngerPT
135,AngerManagementGivenRFAT,->,AttitudeDL
136,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
137,HazardousDrinkingPT,->,AlcoholDependence
138,HazardousDrinkingPT,->,SubstanceUse
139,AngerManagement,->,AngerManagementGivenRFAT
140,AngerManagement,->,ViolentConvictionsRate
141,AngerManagement,->,DepressionPT
142,AngerManagement,->,ThoughtInsertion
143,AttitudeDL,->,ViolentConvictionsRate
144,AggressionDL,->,Impulsivity
145,AggressionDL,->,pclrscore
146,AggressionDL,->,CannabisDependence
147,AggressionDL,->,ViolentConvictions
148,LivingCircumstances,->,AbuseNeglectAsChild
149,LivingCircumstances,->,ViolentConvictions
150,LivingCircumstances,->,SocialProtectiveObs
151,SocialProtectiveObs,->,Education
152,SocialProtectiveObs,->,DomesticStability
153,SocialProtectiveObs,->,SocialWithdraw
154,SocialWithdraw,->,ProblematicLifeEvents
155,ViolentConvictionsRate,->,SocialProtectiveObs
156,ViolentConvictionsRate,->,MentalIllnessDL
157,ViolentConvRateGivenProt,->,ViolentConvictionsRate
158,DepressionPT,->,CriminalNetwork
159,DepressionPT,->,SocialProtectiveObs
160,DepressionPT,->,Depression
161,Anxiety,->,CocaineBeforePrisonSentence
162,AnxietyPT,->,FinancialDifficulties
163,AnxietyPT,->,DomesticStability
164,AnxietyPT,->,AttitudeDL
165,AnxietyPT,->,Anxiety
166,AnxietyPT,->,MentalIllnessSymptomCount
167,ThoughtInsertionPT,->,ThoughtInsertion
168,Hallucinations,->,SymptomsOfMentalIllness
169,Hallucinations,->,HallucinationsPT
170,StrangeExperiences,->,CannabisBeforePrisonSentence
171,StrangeExperiencesPT,->,DomesticStability
172,StrangeExperiencesPT,->,StrangeExperiences
173,ParanoidDelusions,->,ParanoidDelusionsPT
174,ParanoidDelusionsPT,->,EcstasyDuringPrisonSentence
175,ParanoidDelusionsPT,->,StrangeExperiencesPT
176,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
177,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
178,PsychiatricTreatmentGivenRFAT,->,Education
179,PsychiatricTreatmentGivenRFAT,->,EcstasyDependence
180,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
181,MentalIllnessSymptomCount,->,CannabisBeforePrisonSentence
182,MentalIllnessDL,->,ParanoidDelusionsPT
