ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Impulsivity
2,PCLRfacet3,->,RefuseFailToAttendTherapy
3,PCLRfacet3,->,EcstasyBeforePrisonSentence
4,PCLRfacet3,->,AlcoholTreatmentGivenRFAT
5,PCLRfacet3,->,AngerManagementGivenRFAT
6,PCLRfacet3,->,AggressionDL
7,ViolentThoughts,->,FinancialDifficulties
8,ViolentThoughts,->,AngerPT
9,Impulsivity,->,PCLRfactor2
10,BPD,->,Impulsivity
11,BPD,->,LivingCircumstances
12,AbuseNeglectAsChild,->,Education
13,AbuseNeglectAsChild,->,AlcoholDependence
14,AbuseNeglectAsChild,->,AngerPT
15,AbuseNeglectAsChild,->,PsychiatricTreatment
16,PCLRfactor2,->,ASPD
17,PCLRfactor2,->,FinancialDifficulties
18,PCLRfactor2,->,PCLRfactor1
19,prioracq,->,BPD
20,prioracq,->,PCLRfactor2
21,prioracq,->,Gender
22,prioracq,->,EcstasyDependence
23,prioracq,->,CocainePT
24,prioracq,->,ThoughtInsertion
25,Age,->,PCLRfacet3
26,Age,->,StrangeExperiences
27,Gender,->,CannabisPT
28,PriorViolentConvictions,->,Intelligence
29,PriorViolentConvictions,->,GangMember
30,PriorViolentConvictions,->,LivingCircumstances
31,pclrscore,->,FinancialDifficulties
32,pclrscore,->,EcstasyAfterRelease
33,pclrscore,->,SocialProtectiveObs
34,pclrscore,->,MentalIllnessSymptomCount
35,TimeAtRisk,->,Victimisation
36,TimeAtRisk,->,CriminalNetwork
37,TimeAtRisk,->,CriminalFamilyBackground
38,TimeAtRisk,->,Intelligence
39,TimeAtRisk,->,FinancialDifficulties
40,TimeAtRisk,->,CannabisDuringPrisonSentence
41,TimeAtRisk,->,CocaineDuringPrisonSentence
42,TimeAtRisk,->,DrugTreatmentGivenRFAT
43,TimeAtRisk,->,SocialProtectiveObs
44,CriminalFamilyBackground,->,PCLRfacet3
45,CriminalFamilyBackground,->,PCLRfactor2
46,CriminalFamilyBackground,->,CocainePT
47,CriminalFamilyBackground,->,ResponseToTreatGivenDrugDep
48,CriminalFamilyBackground,->,AttitudeDL
49,Education,->,BPD
50,Education,->,Age
51,Education,->,PCLRfactor1
52,Education,->,EcstasyDependence
53,Education,->,CannabisDependence
54,Education,->,SubstanceUse
55,Education,->,ResponseToTreatGivenAlcDep
56,Intelligence,->,AbilityToCope
57,Intelligence,->,ASPD
58,Intelligence,->,ResponsivenessToTreatment
59,EmploymentOrTraining,->,DomesticStability
60,DomesticStability,->,MentalIllnessDL
61,ComplianceWithSupervision,->,ViolentConvictionsRate
62,NegativeAttitude,->,ComplianceWithSupervision
63,NegativeAttitude,->,AttitudeDL
64,CriminalAttitude,->,SubstanceMisuseDL
65,SymptomsOfMentalIllness,->,Intelligence
66,SymptomsOfMentalIllness,->,CocainePT
67,SymptomsOfMentalIllness,->,SocialWithdraw
68,SymptomsOfMentalIllness,->,StrangeExperiences
69,PCLRfactor1,->,EcstasyPT
70,PCLRfactor1,->,ResponseToTreatGivenDrugDep
71,RefuseFailToAttendTherapy,->,ASPD
72,HazardousDrinkingAfterRelease,->,Stress
73,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
74,HazardousDrinkingAfterRelease,->,SocialProtectiveObs
75,HazardousDrinkingAfterRelease,->,HallucinationsPT
76,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
77,CannabisBeforePrisonSentence,->,AlcoholTreatmentGivenRFAT
78,CocaineBeforePrisonSentence,->,CriminalAttitude
79,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
80,CocaineBeforePrisonSentence,->,CocaineAfterRelease
81,CocaineBeforePrisonSentence,->,CocaineDependence
82,CocaineBeforePrisonSentence,->,LivingCircumstances
83,CocaineBeforePrisonSentence,->,ParanoidDelusions
84,EcstasyBeforePrisonSentence,->,CocainePT
85,EcstasyDuringPrisonSentence,->,Stress
86,EcstasyDuringPrisonSentence,->,Education
87,EcstasyDuringPrisonSentence,->,EmploymentOrTraining
88,CannabisDuringPrisonSentence,->,AbilityToCope
89,CannabisDuringPrisonSentence,->,NegativeAttitude
90,CannabisDuringPrisonSentence,->,EcstasyBeforePrisonSentence
91,CannabisDuringPrisonSentence,->,CannabisPT
92,CannabisDuringPrisonSentence,->,LivingCircumstances
93,CannabisDuringPrisonSentence,->,ThoughtInsertionPT
94,CocaineDuringPrisonSentence,->,CocainePT
95,CocaineAfterRelease,->,StrangeExperiencesPT
96,EcstasyDependence,->,SymptomsOfMentalIllness
97,EcstasyDependence,->,AnyDrugDependence
98,EcstasyDependence,->,PsychiatricTreatmentGivenRFAT
99,AnyDrugDependence,->,AttitudeDL
100,CannabisDependence,->,EcstasyBeforePrisonSentence
101,CannabisDependence,->,AnyDrugDependence
102,CocaineDependence,->,CriminalNetwork
103,CocaineDependence,->,AnyDrugDependence
104,AlcoholDependence,->,GangMember
105,AlcoholDependence,->,ResponseToTreatGivenAlcDep
106,DrugTreatment,->,Stress
107,DrugTreatment,->,EmploymentOrTraining
108,DrugTreatment,->,DrugTreatmentGivenRFAT
109,AlcoholTreatmentGivenRFAT,->,Stress
110,AlcoholTreatmentGivenRFAT,->,NegativeAttitude
111,AlcoholTreatmentGivenRFAT,->,CocaineDependence
112,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
113,AlcoholTreatmentGivenRFAT,->,ThoughtInsertion
114,EcstasyPT,->,CannabisDuringPrisonSentence
115,EcstasyPT,->,EcstasyAfterRelease
116,EcstasyPT,->,SubstanceUse
117,EcstasyPT,->,ParanoidDelusions
118,CannabisPT,->,DomesticStability
119,CannabisPT,->,CannabisAfterRelease
120,CocainePT,->,CocaineAfterRelease
121,CocainePT,->,DrugTreatment
122,CocainePT,->,SubstanceUse
123,SubstanceUse,->,CannabisPT
124,SubstanceUse,->,HazardousDrinkingPT
125,SubstanceUse,->,AngerManagement
126,SubstanceMisuseDL,->,EcstasyAfterRelease
127,SubstanceMisuseDL,->,AngerPT
128,SubstanceMisuseDL,->,ViolentConvictionsRate
129,Violence,->,PriorViolentConvictions
130,ViolentConvictions,->,PCLRfacet3
131,ViolentConvictions,->,CriminalNetwork
132,ViolentConvictions,->,pclrscore
133,ViolentConvictions,->,Intelligence
134,ViolentConvictions,->,DomesticStability
135,ViolentConvictions,->,PCLRfactor1
136,ViolentConvictions,->,Violence
137,ViolentConvictions,->,AttitudeDL
138,ViolentConvictions,->,ViolentConvRateGivenProt
139,ViolentConvictions,->,Hallucinations
140,ResponsivenessToTreatment,->,CocaineBeforePrisonSentence
141,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
142,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
143,ResponsivenessToTreatment,->,DepressionPT
144,ResponsivenessToTreatment,->,HallucinationsPT
145,ResponseToTreatGivenDrugDep,->,ASPD
146,ResponseToTreatGivenDrugDep,->,CannabisPT
147,AngerPT,->,Anger
148,AngerManagementGivenRFAT,->,ViolentThoughts
149,AngerManagementGivenRFAT,->,AngerManagement
150,HazardousDrinkingPT,->,Victimisation
151,HazardousDrinkingPT,->,ViolentThoughts
152,HazardousDrinkingPT,->,CriminalAttitude
153,HazardousDrinkingPT,->,AlcoholDependence
154,HazardousDrinkingPT,->,SubstanceMisuseDL
155,AngerManagement,->,SocialWithdraw
156,AttitudeDL,->,CriminalAttitude
157,AttitudeDL,->,AlcoholDependence
158,AggressionDL,->,PCLRfactor2
159,AggressionDL,->,EmploymentOrTraining
160,AggressionDL,->,CocaineDuringPrisonSentence
161,LivingCircumstances,->,CriminalNetwork
162,LivingCircumstances,->,Age
163,LivingCircumstances,->,PCLRfactor1
164,LivingCircumstances,->,CannabisDependence
165,LivingCircumstances,->,SocialWithdraw
166,LivingCircumstances,->,DepressionPT
167,SocialProtectiveObs,->,AbuseNeglectAsChild
168,SocialProtectiveObs,->,PCLRfactor2
169,SocialProtectiveObs,->,EmploymentOrTraining
170,SocialProtectiveObs,->,SocialWithdraw
171,SocialProtectiveObs,->,ThoughtInsertion
172,SocialWithdraw,->,Victimisation
173,SocialWithdraw,->,DomesticStability
174,ViolentConvictionsRate,->,Stress
175,ViolentConvictionsRate,->,ViolentConvRateGivenProt
176,ViolentConvRateGivenProt,->,GangMember
177,Depression,->,CriminalFamilyBackground
178,Depression,->,SymptomsOfMentalIllness
179,Depression,->,DrugTreatment
180,Depression,->,AngerPT
181,Depression,->,DepressionPT
182,DepressionPT,->,FinancialDifficulties
183,Anxiety,->,PCLRfacet3
184,Anxiety,->,Intelligence
185,Anxiety,->,AnxietyPT
186,AnxietyPT,->,AlcoholTreatmentGivenRFAT
187,ThoughtInsertion,->,FinancialDifficulties
188,ThoughtInsertion,->,CannabisAfterRelease
189,ThoughtInsertion,->,MentalIllnessDL
190,ThoughtInsertionPT,->,CocaineDuringPrisonSentence
191,ThoughtInsertionPT,->,ThoughtInsertion
192,Hallucinations,->,Education
193,Hallucinations,->,SymptomsOfMentalIllness
