ID,Variable1,Dependency,Variable2
1,Stress,->,AbilityToCope
2,Stress,->,SocialProtectiveObs
3,ProblematicLifeEvents,->,Impulsivity
4,ProblematicLifeEvents,->,Gender
5,ProblematicLifeEvents,->,SubstanceMisuseDL
6,ProblematicLifeEvents,->,LivingCircumstances
7,Victimisation,->,SocialProtectiveObs
8,ViolentThoughts,->,CriminalNetwork
9,ViolentThoughts,->,ViolentConvictions
10,Impulsivity,->,PCLRfacet3
11,Impulsivity,->,BPD
12,Impulsivity,->,AggressionDL
13,AbuseNeglectAsChild,->,CriminalAttitude
14,AbuseNeglectAsChild,->,EcstasyDependence
15,AbuseNeglectAsChild,->,LivingCircumstances
16,PCLRfactor2,->,PCLRfacet3
17,PCLRfactor2,->,ViolentConvictions
18,ASPD,->,Impulsivity
19,ASPD,->,PCLRfactor2
20,ASPD,->,Intelligence
21,ASPD,->,CannabisBeforePrisonSentence
22,CriminalNetwork,->,CriminalAttitude
23,prioracq,->,BPD
24,Age,->,AngerPT
25,Gender,->,Depression
26,PriorViolentConvictions,->,Intelligence
27,PriorViolentConvictions,->,EcstasyDuringPrisonSentence
28,TimeAtRisk,->,LivingCircumstances
29,CriminalFamilyBackground,->,CriminalNetwork
30,CriminalFamilyBackground,->,SymptomsOfMentalIllness
31,CriminalFamilyBackground,->,ViolentConvictions
32,Education,->,PCLRfacet3
33,Education,->,TimeAtRisk
34,Education,->,Intelligence
35,Education,->,ComplianceWithSupervision
36,Education,->,PCLRfactor1
37,Education,->,StrangeExperiencesPT
38,Intelligence,->,AbilityToCope
39,Intelligence,->,Age
40,EmploymentOrTraining,->,AbilityToCope
41,EmploymentOrTraining,->,CriminalAttitude
42,EmploymentOrTraining,->,ViolentConvictions
43,FinancialDifficulties,->,Stress
44,DomesticStability,->,Intelligence
45,DomesticStability,->,SubstanceMisuseDL
46,GangMember,->,CriminalAttitude
47,GangMember,->,DrugTreatment
48,NegativeAttitude,->,ComplianceWithSupervision
49,NegativeAttitude,->,AttitudeDL
