ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Impulsivity
2,PCLRfacet3,->,Intelligence
3,PCLRfacet3,->,DomesticStability
4,AbilityToCope,->,Age
5,Stress,->,AngerManagement
6,Stress,->,SocialWithdraw
7,ProblematicLifeEvents,->,prioracq
8,Victimisation,->,TimeAtRisk
9,Impulsivity,->,ViolentThoughts
10,Impulsivity,->,TimeAtRisk
11,BPD,->,AlcoholDependence
12,AbuseNeglectAsChild,->,Education
13,AbuseNeglectAsChild,->,DomesticStability
14,AbuseNeglectAsChild,->,PCLRfactor1
15,AbuseNeglectAsChild,->,CocaineDuringPrisonSentence
16,ASPD,->,PCLRfactor2
17,ASPD,->,PCLRfactor1
18,CriminalNetwork,->,CriminalAttitude
19,CriminalNetwork,->,CannabisBeforePrisonSentence
20,Age,->,TimeAtRisk
21,Gender,->,Stress
22,Gender,->,ViolentThoughts
23,Gender,->,CriminalNetwork
24,Gender,->,GangMember
25,Gender,->,ComplianceWithSupervision
26,Gender,->,Violence
27,PriorViolentConvictions,->,ProblematicLifeEvents
28,PriorViolentConvictions,->,Impulsivity
29,pclrscore,->,PCLRfacet3
30,pclrscore,->,ViolentThoughts
31,pclrscore,->,AlcoholDependence
32,pclrscore,->,ViolentConvictions
33,pclrscore,->,MentalIllnessDL
34,CriminalFamilyBackground,->,NegativeAttitude
35,CriminalFamilyBackground,->,CocaineDuringPrisonSentence
36,Education,->,AbilityToCope
37,Education,->,Victimisation
38,Education,->,Intelligence
39,Intelligence,->,PCLRfactor2
40,Intelligence,->,Age
41,Intelligence,->,AlcoholDependence
42,EmploymentOrTraining,->,TimeAtRisk
43,FinancialDifficulties,->,PCLRfacet3
44,FinancialDifficulties,->,Stress
45,FinancialDifficulties,->,CriminalNetwork
46,DomesticStability,->,MentalIllnessDL
47,GangMember,->,NegativeAttitude
48,GangMember,->,CriminalAttitude
49,ComplianceWithSupervision,->,BPD
50,ComplianceWithSupervision,->,TimeAtRisk
51,ComplianceWithSupervision,->,NegativeAttitude
52,ComplianceWithSupervision,->,CannabisBeforePrisonSentence
53,NegativeAttitude,->,AbilityToCope
54,NegativeAttitude,->,ParanoidDelusions
55,SymptomsOfMentalIllness,->,ViolentThoughts
56,SymptomsOfMentalIllness,->,CriminalNetwork
57,SymptomsOfMentalIllness,->,CriminalFamilyBackground
58,SymptomsOfMentalIllness,->,DepressionPT
59,SymptomsOfMentalIllness,->,Anxiety
60,SymptomsOfMentalIllness,->,ThoughtInsertion
61,SymptomsOfMentalIllness,->,ParanoidDelusions
62,PCLRfactor1,->,PCLRfacet3
63,CannabisBeforePrisonSentence,->,Stress
64,CannabisBeforePrisonSentence,->,DomesticStability
65,CannabisBeforePrisonSentence,->,GangMember
66,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
67,CannabisBeforePrisonSentence,->,CannabisAfterRelease
68,CocaineBeforePrisonSentence,->,TimeAtRisk
69,CannabisDuringPrisonSentence,->,Education
70,CannabisDuringPrisonSentence,->,CannabisDependence
71,CannabisDuringPrisonSentence,->,CocaineDependence
72,CannabisDuringPrisonSentence,->,CannabisPT
73,CocaineDuringPrisonSentence,->,PCLRfactor2
74,CocaineDuringPrisonSentence,->,EcstasyBeforePrisonSentence
75,CannabisAfterRelease,->,AngerPT
76,CannabisAfterRelease,->,PsychiatricTreatment
77,CocaineAfterRelease,->,AbilityToCope
78,CocaineAfterRelease,->,pclrscore
79,CocaineAfterRelease,->,EmploymentOrTraining
80,CocaineAfterRelease,->,CocaineBeforePrisonSentence
