ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Education
2,AbilityToCope,->,Stress
3,AbilityToCope,->,CocaineBeforePrisonSentence
4,AbilityToCope,->,CannabisDependence
5,AbilityToCope,->,LivingCircumstances
6,Stress,->,ParanoidDelusionsPT
7,ProblematicLifeEvents,->,ASPD
8,ProblematicLifeEvents,->,AggressionDL
9,ProblematicLifeEvents,->,DepressionPT
10,ViolentThoughts,->,EmploymentOrTraining
11,ViolentThoughts,->,CannabisPT
12,Impulsivity,->,PCLRfacet3
13,Impulsivity,->,AggressionDL
14,BPD,->,ASPD
15,BPD,->,SubstanceMisuseDL
16,BPD,->,SocialProtectiveObs
17,AbuseNeglectAsChild,->,Victimisation
18,AbuseNeglectAsChild,->,ASPD
19,AbuseNeglectAsChild,->,ResponseToTreatGivenDrugDep
20,AbuseNeglectAsChild,->,PsychiatricTreatment
21,PCLRfactor2,->,ASPD
22,PCLRfactor2,->,pclrscore
23,PCLRfactor2,->,ComplianceWithSupervision
24,PCLRfactor2,->,CocaineBeforePrisonSentence
25,PCLRfactor2,->,AttitudeDL
26,PCLRfactor2,->,SocialProtectiveObs
27,ASPD,->,Education
28,prioracq,->,Victimisation
29,Age,->,PCLRfacet3
30,Age,->,pclrscore
31,Age,->,EmploymentOrTraining
32,Gender,->,Education
33,Gender,->,FinancialDifficulties
34,Gender,->,EcstasyAfterRelease
35,PriorViolentConvictions,->,EcstasyAfterRelease
36,PriorViolentConvictions,->,DrugTreatmentGivenRFAT
37,TimeAtRisk,->,AbilityToCope
38,TimeAtRisk,->,ResponseToTreatGivenDrugDep
39,Education,->,DrugTreatmentGivenRFAT
40,Intelligence,->,PCLRfacet3
41,Intelligence,->,prioracq
42,Intelligence,->,CannabisDependence
43,FinancialDifficulties,->,Impulsivity
44,FinancialDifficulties,->,GangMember
45,FinancialDifficulties,->,CriminalAttitude
46,DomesticStability,->,EcstasyBeforePrisonSentence
47,GangMember,->,Victimisation
48,GangMember,->,CocaineDuringPrisonSentence
49,ComplianceWithSupervision,->,Stress
50,ComplianceWithSupervision,->,Gender
51,ComplianceWithSupervision,->,NegativeAttitude
52,NegativeAttitude,->,Age
53,NegativeAttitude,->,CriminalAttitude
54,NegativeAttitude,->,ResponseToTreatGivenDrugDep
55,CriminalAttitude,->,AttitudeDL
56,SymptomsOfMentalIllness,->,ViolentThoughts
57,SymptomsOfMentalIllness,->,CriminalNetwork
58,SymptomsOfMentalIllness,->,Age
59,SymptomsOfMentalIllness,->,PriorViolentConvictions
60,SymptomsOfMentalIllness,->,TimeAtRisk
61,SymptomsOfMentalIllness,->,PCLRfactor1
62,SymptomsOfMentalIllness,->,AlcoholDependence
63,SymptomsOfMentalIllness,->,SubstanceMisuseDL
64,SymptomsOfMentalIllness,->,DepressionPT
65,SymptomsOfMentalIllness,->,ParanoidDelusionsPT
66,PCLRfactor1,->,PCLRfacet3
67,PCLRfactor1,->,SocialProtectiveObs
68,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
69,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
70,RefuseFailToAttendTherapy,->,AggressionDL
71,RefuseFailToAttendTherapy,->,PsychiatricTreatment
72,CannabisBeforePrisonSentence,->,TimeAtRisk
73,CannabisBeforePrisonSentence,->,CriminalAttitude
74,CannabisBeforePrisonSentence,->,DrugTreatmentGivenRFAT
75,EcstasyBeforePrisonSentence,->,EcstasyDuringPrisonSentence
76,EcstasyBeforePrisonSentence,->,CannabisDependence
77,EcstasyDuringPrisonSentence,->,EcstasyAfterRelease
78,CannabisDuringPrisonSentence,->,Stress
79,CannabisDuringPrisonSentence,->,CannabisDependence
80,CannabisDuringPrisonSentence,->,SubstanceMisuseDL
81,CocaineDuringPrisonSentence,->,CriminalFamilyBackground
82,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
83,CocaineDuringPrisonSentence,->,EcstasyAfterRelease
84,EcstasyDependence,->,ComplianceWithSupervision
85,EcstasyDependence,->,CocaineBeforePrisonSentence
86,EcstasyDependence,->,EcstasyDuringPrisonSentence
87,EcstasyDependence,->,DepressionPT
88,CannabisDependence,->,BPD
89,CannabisDependence,->,AnyDrugDependence
90,CocaineDependence,->,AnyDrugDependence
91,CocaineDependence,->,ViolentConvictions
92,AlcoholDependence,->,HazardousDrinkingPT
93,AlcoholDependence,->,LivingCircumstances
94,DrugTreatment,->,EcstasyBeforePrisonSentence
95,DrugTreatment,->,DrugTreatmentGivenRFAT
96,AlcoholTreatment,->,AggressionDL
97,AlcoholTreatmentGivenRFAT,->,Victimisation
98,AlcoholTreatmentGivenRFAT,->,Intelligence
99,AlcoholTreatmentGivenRFAT,->,EmploymentOrTraining
100,AlcoholTreatmentGivenRFAT,->,DomesticStability
101,AlcoholTreatmentGivenRFAT,->,ComplianceWithSupervision
102,AlcoholTreatmentGivenRFAT,->,CocaineBeforePrisonSentence
103,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
104,AlcoholTreatmentGivenRFAT,->,StrangeExperiences
105,EcstasyPT,->,EcstasyAfterRelease
106,EcstasyPT,->,DrugTreatment
107,EcstasyPT,->,SubstanceMisuseDL
108,EcstasyPT,->,AttitudeDL
109,CannabisPT,->,CannabisBeforePrisonSentence
110,CannabisPT,->,CannabisAfterRelease
111,CannabisPT,->,CannabisDependence
112,CocainePT,->,CriminalFamilyBackground
113,CocainePT,->,FinancialDifficulties
114,CocainePT,->,CocaineAfterRelease
115,CocainePT,->,EcstasyDependence
116,SubstanceUse,->,PCLRfactor1
117,SubstanceUse,->,CocaineDependence
118,SubstanceUse,->,EcstasyPT
119,Violence,->,PriorViolentConvictions
120,Violence,->,CriminalFamilyBackground
121,ViolentConvictions,->,Impulsivity
122,ViolentConvictions,->,Age
123,ViolentConvictions,->,ComplianceWithSupervision
124,ViolentConvictions,->,EcstasyBeforePrisonSentence
125,ViolentConvictions,->,Violence
126,ResponseToTreatGivenAlcDep,->,CriminalAttitude
127,ResponseToTreatGivenDrugDep,->,ResponsivenessToTreatment
128,ResponseToTreatGivenDrugDep,->,ResponseToTreatGivenAlcDep
129,ResponseToTreatGivenDrugDep,->,SocialProtectiveObs
130,Anger,->,CocainePT
131,AngerPT,->,BPD
132,AngerPT,->,prioracq
133,AngerPT,->,Anger
134,AngerPT,->,Anxiety
135,AngerManagementGivenRFAT,->,EcstasyDependence
136,AngerManagementGivenRFAT,->,AngerManagement
137,HazardousDrinkingPT,->,Age
138,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
139,HazardousDrinkingPT,->,SubstanceUse
140,HazardousDrinkingPT,->,SubstanceMisuseDL
141,AngerManagement,->,ASPD
142,AngerManagement,->,CannabisDuringPrisonSentence
143,AngerManagement,->,ViolentConvictionsRate
144,AttitudeDL,->,AlcoholDependence
145,AggressionDL,->,pclrscore
146,AggressionDL,->,CriminalFamilyBackground
147,AggressionDL,->,EcstasyAfterRelease
148,LivingCircumstances,->,ViolentConvictions
149,LivingCircumstances,->,SocialProtectiveObs
150,LivingCircumstances,->,SocialWithdraw
151,SocialProtectiveObs,->,EmploymentOrTraining
152,SocialProtectiveObs,->,EcstasyDuringPrisonSentence
153,SocialWithdraw,->,CriminalNetwork
154,SocialWithdraw,->,ComplianceWithSupervision
155,SocialWithdraw,->,CriminalAttitude
156,SocialWithdraw,->,AngerPT
157,ViolentConvictionsRate,->,ViolentConvRateGivenProt
158,ViolentConvictionsRate,->,HallucinationsPT
159,ViolentConvictionsRate,->,PsychiatricTreatment
160,ViolentConvRateGivenProt,->,Stress
161,ViolentConvRateGivenProt,->,TimeAtRisk
162,ViolentConvRateGivenProt,->,EcstasyDependence
163,ViolentConvRateGivenProt,->,CannabisPT
164,ViolentConvRateGivenProt,->,ViolentConvictions
165,ViolentConvRateGivenProt,->,MentalIllnessDL
166,Depression,->,prioracq
167,Depression,->,EmploymentOrTraining
168,DepressionPT,->,PCLRfacet3
169,DepressionPT,->,SocialWithdraw
170,DepressionPT,->,Depression
171,Anxiety,->,AnxietyPT
172,AnxietyPT,->,CriminalFamilyBackground
173,AnxietyPT,->,FinancialDifficulties
174,AnxietyPT,->,StrangeExperiencesPT
175,ThoughtInsertion,->,DepressionPT
176,ThoughtInsertion,->,ThoughtInsertionPT
177,ThoughtInsertionPT,->,pclrscore
178,ThoughtInsertionPT,->,CriminalFamilyBackground
179,HallucinationsPT,->,pclrscore
180,HallucinationsPT,->,CocaineDependence
181,HallucinationsPT,->,Hallucinations
182,StrangeExperiencesPT,->,StrangeExperiences
183,ParanoidDelusionsPT,->,ParanoidDelusions
184,PsychiatricTreatment,->,ProblematicLifeEvents
185,PsychiatricTreatment,->,Education
186,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
187,PsychiatricTreatmentGivenRFAT,->,DepressionPT
188,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
189,MentalIllnessDL,->,SocialProtectiveObs
190,MentalIllnessDL,->,ParanoidDelusionsPT
191,MentalIllnessDL,->,MentalIllnessSymptomCount
