ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,PCLRfactor2
2,PCLRfacet3,->,pclrscore
3,PCLRfacet3,->,DomesticStability
4,PCLRfacet3,->,EcstasyDependence
5,PCLRfacet3,->,SocialProtectiveObs
6,PCLRfacet3,->,ParanoidDelusions
7,AbilityToCope,->,EcstasyDependence
8,Stress,->,AlcoholDependence
9,Stress,->,DrugTreatmentGivenRFAT
10,Victimisation,->,DomesticStability
11,Victimisation,->,GangMember
12,Victimisation,->,CocaineDependence
13,Impulsivity,->,CocainePT
14,BPD,->,TimeAtRisk
15,BPD,->,ViolentConvictions
16,BPD,->,AttitudeDL
17,BPD,->,SocialWithdraw
18,AbuseNeglectAsChild,->,MentalIllnessDL
19,PCLRfactor2,->,ASPD
20,Age,->,Impulsivity
21,Age,->,prioracq
22,Age,->,TimeAtRisk
23,Age,->,Intelligence
24,Age,->,EmploymentOrTraining
25,Age,->,StrangeExperiencesPT
26,Gender,->,CannabisDependence
27,Gender,->,StrangeExperiencesPT
28,PriorViolentConvictions,->,Education
29,PriorViolentConvictions,->,PCLRfactor1
30,pclrscore,->,TimeAtRisk
31,pclrscore,->,DepressionPT
32,TimeAtRisk,->,FinancialDifficulties
33,TimeAtRisk,->,NegativeAttitude
34,TimeAtRisk,->,EcstasyBeforePrisonSentence
35,TimeAtRisk,->,SocialProtectiveObs
36,CriminalFamilyBackground,->,AbuseNeglectAsChild
37,CriminalFamilyBackground,->,TimeAtRisk
38,Intelligence,->,ProblematicLifeEvents
39,Intelligence,->,AbuseNeglectAsChild
40,Intelligence,->,CriminalNetwork
41,Intelligence,->,LivingCircumstances
42,Intelligence,->,StrangeExperiences
43,FinancialDifficulties,->,Stress
44,FinancialDifficulties,->,ViolentConvictions
45,DomesticStability,->,AbilityToCope
46,DomesticStability,->,PCLRfactor1
47,ComplianceWithSupervision,->,NegativeAttitude
48,ComplianceWithSupervision,->,CocainePT
49,ComplianceWithSupervision,->,LivingCircumstances
50,ComplianceWithSupervision,->,StrangeExperiencesPT
51,NegativeAttitude,->,DomesticStability
52,NegativeAttitude,->,AttitudeDL
53,CriminalAttitude,->,Victimisation
54,CriminalAttitude,->,EcstasyPT
55,CriminalAttitude,->,ViolentConvRateGivenProt
56,CriminalAttitude,->,ParanoidDelusionsPT
57,SymptomsOfMentalIllness,->,ASPD
58,SymptomsOfMentalIllness,->,Education
59,SymptomsOfMentalIllness,->,EmploymentOrTraining
60,SymptomsOfMentalIllness,->,DomesticStability
61,SymptomsOfMentalIllness,->,GangMember
62,SymptomsOfMentalIllness,->,EcstasyBeforePrisonSentence
63,SymptomsOfMentalIllness,->,AttitudeDL
64,SymptomsOfMentalIllness,->,Anxiety
65,SymptomsOfMentalIllness,->,StrangeExperiences
66,SymptomsOfMentalIllness,->,ParanoidDelusions
67,SymptomsOfMentalIllness,->,PsychiatricTreatmentGivenRFAT
68,PCLRfactor1,->,ViolentThoughts
69,RefuseFailToAttendTherapy,->,EcstasyDependence
70,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
71,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
72,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
73,CocaineBeforePrisonSentence,->,CriminalNetwork
74,CocaineBeforePrisonSentence,->,Gender
75,CocaineBeforePrisonSentence,->,pclrscore
76,EcstasyDuringPrisonSentence,->,ViolentThoughts
77,EcstasyDuringPrisonSentence,->,AbuseNeglectAsChild
78,EcstasyDuringPrisonSentence,->,ASPD
79,EcstasyDuringPrisonSentence,->,Age
80,EcstasyDuringPrisonSentence,->,DomesticStability
81,EcstasyDuringPrisonSentence,->,EcstasyPT
82,CocaineDuringPrisonSentence,->,Intelligence
83,CocaineDuringPrisonSentence,->,CannabisAfterRelease
84,CocaineDuringPrisonSentence,->,EcstasyDependence
85,CannabisAfterRelease,->,CannabisBeforePrisonSentence
86,CocaineAfterRelease,->,DrugTreatmentGivenRFAT
87,CocaineAfterRelease,->,CocainePT
88,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
89,EcstasyAfterRelease,->,EcstasyPT
90,EcstasyDependence,->,EmploymentOrTraining
91,EcstasyDependence,->,CocainePT
92,AnyDrugDependence,->,PriorViolentConvictions
93,AnyDrugDependence,->,CocaineDuringPrisonSentence
94,CannabisDependence,->,AnyDrugDependence
95,CannabisDependence,->,AttitudeDL
96,CocaineDependence,->,CriminalFamilyBackground
97,CocaineDependence,->,AnyDrugDependence
98,CocaineDependence,->,AttitudeDL
99,DrugTreatment,->,prioracq
100,DrugTreatment,->,Education
101,DrugTreatment,->,PsychiatricTreatmentGivenRFAT
102,DrugTreatmentGivenRFAT,->,EcstasyBeforePrisonSentence
103,DrugTreatmentGivenRFAT,->,DrugTreatment
104,EcstasyPT,->,PriorViolentConvictions
105,EcstasyPT,->,CocaineBeforePrisonSentence
106,EcstasyPT,->,SubstanceMisuseDL
107,CannabisPT,->,CannabisAfterRelease
108,SubstanceUse,->,PCLRfacet3
109,SubstanceUse,->,CannabisPT
110,SubstanceUse,->,CocainePT
111,SubstanceUse,->,HazardousDrinkingPT
112,Violence,->,Age
113,Violence,->,PriorViolentConvictions
114,Violence,->,pclrscore
115,Violence,->,CocaineDuringPrisonSentence
116,ViolentConvictions,->,SubstanceUse
117,ViolentConvictions,->,Violence
118,ViolentConvictions,->,ViolentConvRateGivenProt
119,ViolentConvictions,->,MentalIllnessSymptomCount
120,ResponsivenessToTreatment,->,DepressionPT
121,ResponsivenessToTreatment,->,HallucinationsPT
122,ResponsivenessToTreatment,->,StrangeExperiencesPT
123,ResponseToTreatGivenAlcDep,->,GangMember
124,ResponseToTreatGivenAlcDep,->,ComplianceWithSupervision
125,ResponseToTreatGivenAlcDep,->,PCLRfactor1
126,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
127,ResponseToTreatGivenDrugDep,->,pclrscore
128,ResponseToTreatGivenDrugDep,->,ResponseToTreatGivenAlcDep
129,ResponseToTreatGivenDrugDep,->,SocialWithdraw
130,ResponseToTreatGivenDrugDep,->,PsychiatricTreatmentGivenRFAT
131,AngerPT,->,ViolentThoughts
132,AngerPT,->,ASPD
133,AngerPT,->,Anger
134,AngerPT,->,SocialWithdraw
135,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
136,AngerManagement,->,AngerManagementGivenRFAT
137,AggressionDL,->,NegativeAttitude
138,LivingCircumstances,->,DomesticStability
139,LivingCircumstances,->,EcstasyBeforePrisonSentence
140,LivingCircumstances,->,SocialProtectiveObs
141,SocialWithdraw,->,AngerManagement
142,SocialWithdraw,->,SocialProtectiveObs
143,SocialWithdraw,->,DepressionPT
144,ViolentConvictionsRate,->,AggressionDL
145,ViolentConvictionsRate,->,ViolentConvRateGivenProt
146,DepressionPT,->,CriminalNetwork
147,DepressionPT,->,FinancialDifficulties
148,DepressionPT,->,Depression
149,DepressionPT,->,StrangeExperiences
150,DepressionPT,->,MentalIllnessSymptomCount
151,Anxiety,->,ProblematicLifeEvents
152,Anxiety,->,TimeAtRisk
153,Anxiety,->,CriminalAttitude
154,Anxiety,->,ViolentConvictions
155,Anxiety,->,AnxietyPT
156,AnxietyPT,->,Victimisation
157,AnxietyPT,->,CocaineAfterRelease
158,AnxietyPT,->,EcstasyPT
159,AnxietyPT,->,ViolentConvictionsRate
160,ThoughtInsertion,->,ThoughtInsertionPT
161,ThoughtInsertionPT,->,MentalIllnessSymptomCount
162,HallucinationsPT,->,ProblematicLifeEvents
163,HallucinationsPT,->,PCLRfactor2
164,HallucinationsPT,->,DrugTreatmentGivenRFAT
165,HallucinationsPT,->,LivingCircumstances
166,HallucinationsPT,->,ThoughtInsertion
167,HallucinationsPT,->,Hallucinations
168,StrangeExperiencesPT,->,StrangeExperiences
169,StrangeExperiencesPT,->,MentalIllnessSymptomCount
170,ParanoidDelusionsPT,->,AlcoholTreatment
171,ParanoidDelusionsPT,->,AlcoholTreatmentGivenRFAT
