ID,Parent,Child,TrueOrFalse
0,HR,HREKG,true
1,ERRLOWOUTPUT,HRBP,true
2,ARTCO2,CATECHOL,true
3,INTUBATION,PRESS,true
4,VENTALV,ARTCO2,true
5,HR,HRSAT,true
6,ARTCO2,EXPCO2,true
7,LVFAILURE,LVEDVOLUME,true
8,CATECHOL,HR,true
9,INTUBATION,VENTLUNG,true
10,LVEDVOLUME,CVP,true
11,TPR,BP,true
12,HR,CO,true
13,KINKEDTUBE,VENTLUNG,true
14,CO,BP,true
15,HR,HRBP,true
16,VENTMACH,VENTTUBE,true
17,HYPOVOLEMIA,LVEDVOLUME,true
18,VENTTUBE,PRESS,true
19,TPR,CATECHOL,true
20,VENTLUNG,EXPCO2,true
21,STROKEVOLUME,CO,true
22,VENTTUBE,VENTLUNG,true
23,SAO2,TPR,false
24,CVP,INSUFFANESTH,false
25,BP,CO,false
26,VENTMACH,VENTLUNG,false
27,INSUFFANESTH,HREKG,false
28,ARTCO2,HRBP,false
29,MINVOLSET,MINVOL,false
30,INTUBATION,KINKEDTUBE,false
31,VENTLUNG,ERRCAUTER,false
32,CO,HRSAT,false
33,TPR,LVEDVOLUME,false
34,ERRCAUTER,VENTMACH,false
35,FIO2,INSUFFANESTH,false
36,ARTCO2,STROKEVOLUME,false
37,STROKEVOLUME,HISTORY,false
38,ARTCO2,INSUFFANESTH,false
39,INSUFFANESTH,STROKEVOLUME,false
40,VENTMACH,ERRCAUTER,false
41,PAP,INTUBATION,false
42,ANAPHYLAXIS,HRSAT,false
43,SHUNT,INTUBATION,false
44,BP,HR,false
45,PRESS,HREKG,false
