ID,Parent,Child,TrueOrFalse
0,PULMEMBOLUS,SHUNT,true
1,VENTLUNG,MINVOL,true
2,KINKEDTUBE,VENTLUNG,true
3,INTUBATION,VENTALV,true
4,LVEDVOLUME,CVP,true
5,VENTALV,PVSAT,true
6,ERRLOWOUTPUT,HRBP,true
7,ERRCAUTER,HRSAT,true
8,LVEDVOLUME,PCWP,true
9,VENTMACH,VENTTUBE,true
10,PVSAT,SAO2,true
11,VENTTUBE,PRESS,true
12,HYPOVOLEMIA,LVEDVOLUME,true
13,KINKEDTUBE,PRESS,true
14,TPR,CATECHOL,true
15,HR,HRBP,true
16,VENTLUNG,VENTALV,true
17,HR,HREKG,true
18,HR,HRSAT,true
19,VENTLUNG,EXPCO2,true
20,LVFAILURE,LVEDVOLUME,true
21,PULMEMBOLUS,PAP,true
22,FIO2,PVSAT,true
23,ERRLOWOUTPUT,HR,false
24,HREKG,STROKEVOLUME,false
25,PVSAT,PULMEMBOLUS,false
26,FIO2,DISCONNECT,false
27,EXPCO2,VENTLUNG,false
28,HYPOVOLEMIA,ERRCAUTER,false
29,STROKEVOLUME,TPR,false
30,LVFAILURE,VENTLUNG,false
31,INTUBATION,CO,false
32,STROKEVOLUME,HR,false
33,HRSAT,VENTMACH,false
34,LVEDVOLUME,VENTTUBE,false
35,ERRLOWOUTPUT,SAO2,false
36,VENTALV,HISTORY,false
37,VENTLUNG,HR,false
38,BP,VENTTUBE,false
39,HRBP,PVSAT,false
40,BP,SHUNT,false
41,CVP,PULMEMBOLUS,false
42,PAP,MINVOLSET,false
43,LVEDVOLUME,FIO2,false
44,VENTLUNG,CVP,false
45,HRSAT,MINVOL,false
