ID,Parent,Child,TrueOrFalse
0,HR,HRBP,true
1,KINKEDTUBE,PRESS,true
2,INTUBATION,VENTALV,true
3,PULMEMBOLUS,SHUNT,true
4,DISCONNECT,VENTTUBE,true
5,HR,HREKG,true
6,ERRCAUTER,HREKG,true
7,INTUBATION,SHUNT,true
8,ERRCAUTER,HRSAT,true
9,CVP,ARTCO2,false
10,HISTORY,EXPCO2,false
11,HYPOVOLEMIA,ERRCAUTER,false
12,EXPCO2,VENTLUNG,false
13,VENTLUNG,PRESS,false
14,INTUBATION,ANAPHYLAXIS,false
15,VENTTUBE,FIO2,false
16,VENTTUBE,HRBP,false
17,INSUFFANESTH,MINVOLSET,false
18,LVFAILURE,PRESS,false
19,BP,CATECHOL,false
20,STROKEVOLUME,LVEDVOLUME,false
21,MINVOL,ARTCO2,false
22,HR,MINVOLSET,false
23,TPR,HR,false
24,BP,TPR,false
25,ERRCAUTER,CO,false
26,HREKG,BP,false
