ID,Parent,Child,TrueOrFalse
0,HR,CO,true
1,TPR,BP,true
2,INTUBATION,VENTALV,true
3,PVSAT,SAO2,true
4,ERRCAUTER,HRSAT,true
5,KINKEDTUBE,PRESS,true
6,KINKEDTUBE,VENTLUNG,true
7,FIO2,PVSAT,true
8,VENTALV,PVSAT,true
9,PULMEMBOLUS,SHUNT,true
10,SAO2,CATECHOL,true
11,CATECHOL,HR,true
12,HR,HRSAT,true
13,INSUFFANESTH,CATECHOL,true
14,HR,HREKG,true
15,VENTLUNG,VENTALV,true
16,VENTMACH,VENTTUBE,true
17,VENTTUBE,PRESS,true
18,VENTALV,ARTCO2,true
19,STROKEVOLUME,CO,true
20,INTUBATION,MINVOL,true
21,ARTCO2,CATECHOL,true
22,LVFAILURE,STROKEVOLUME,true
23,PRESS,VENTLUNG,false
24,VENTTUBE,HRSAT,false
25,CATECHOL,CO,false
26,VENTMACH,SHUNT,false
27,PULMEMBOLUS,ERRCAUTER,false
28,VENTALV,MINVOLSET,false
29,KINKEDTUBE,PVSAT,false
30,STROKEVOLUME,BP,false
31,FIO2,CVP,false
32,FIO2,HRSAT,false
33,ERRLOWOUTPUT,SAO2,false
34,PAP,ERRCAUTER,false
35,TPR,KINKEDTUBE,false
36,HYPOVOLEMIA,PRESS,false
37,ARTCO2,MINVOL,false
38,VENTTUBE,BP,false
39,PCWP,CO,false
40,VENTLUNG,HRBP,false
41,BP,VENTLUNG,false
42,DISCONNECT,PVSAT,false
43,DISCONNECT,TPR,false
44,VENTTUBE,MINVOLSET,false
45,PRESS,HYPOVOLEMIA,false
