ID,Parent,Child,TrueOrFalse
0,ANAPHYLAXIS,TPR,true
1,KINKEDTUBE,PRESS,true
2,ARTCO2,EXPCO2,true
3,ERRCAUTER,HRSAT,true
4,VENTALV,PVSAT,true
5,VENTTUBE,PRESS,true
6,INTUBATION,SHUNT,true
7,INTUBATION,VENTALV,true
8,HYPOVOLEMIA,LVEDVOLUME,true
9,HR,KINKEDTUBE,false
10,CVP,MINVOL,false
11,PVSAT,HYPOVOLEMIA,false
12,INTUBATION,LVEDVOLUME,false
13,ERRLOWOUTPUT,HR,false
14,VENTTUBE,HISTORY,false
15,BP,PVSAT,false
16,SHUNT,HREKG,false
17,VENTALV,HISTORY,false
18,INSUFFANESTH,ANAPHYLAXIS,false
19,SHUNT,HRSAT,false
20,VENTTUBE,FIO2,false
21,EXPCO2,ARTCO2,false
22,HR,BP,false
23,EXPCO2,BP,false
24,HR,EXPCO2,false
25,MINVOL,CO,false
26,SAO2,PCWP,false
