ID,Parent,Child,TrueOrFalse
0,HR,HRBP,true
1,INTUBATION,VENTALV,true
2,ANAPHYLAXIS,TPR,true
3,LVFAILURE,HISTORY,true
4,VENTALV,PVSAT,true
5,MINVOLSET,VENTMACH,true
6,VENTMACH,VENTTUBE,true
7,VENTTUBE,PRESS,true
8,INTUBATION,VENTLUNG,true
9,ERRLOWOUTPUT,BP,false
10,SAO2,ARTCO2,false
11,PRESS,INSUFFANESTH,false
12,HISTORY,CVP,false
13,HYPOVOLEMIA,INSUFFANESTH,false
14,VENTTUBE,KINKEDTUBE,false
15,HREKG,CO,false
16,ERRCAUTER,PULMEMBOLUS,false
17,HRSAT,TPR,false
18,LVEDVOLUME,PRESS,false
19,PRESS,FIO2,false
20,VENTMACH,HYPOVOLEMIA,false
21,PULMEMBOLUS,HRSAT,false
22,ARTCO2,INTUBATION,false
23,FIO2,DISCONNECT,false
24,PULMEMBOLUS,FIO2,false
25,CATECHOL,PULMEMBOLUS,false
26,ANAPHYLAXIS,ARTCO2,false
