ID,Parent,Child,TrueOrFalse
0,KINKEDTUBE,PRESS,true
1,ERRCAUTER,HREKG,true
2,ERRLOWOUTPUT,HRBP,true
3,VENTLUNG,MINVOL,true
4,CATECHOL,HR,true
5,VENTMACH,VENTTUBE,true
6,TPR,BP,true
7,STROKEVOLUME,CO,true
8,HR,HRSAT,true
9,ANAPHYLAXIS,TPR,true
10,ARTCO2,EXPCO2,true
11,LVEDVOLUME,PCWP,true
12,PULMEMBOLUS,PAP,true
13,VENTTUBE,VENTLUNG,true
14,PULMEMBOLUS,SHUNT,true
15,INTUBATION,SHUNT,true
16,HR,HREKG,true
17,LVFAILURE,STROKEVOLUME,true
18,LVEDVOLUME,CVP,true
19,HR,CO,true
20,VENTLUNG,EXPCO2,true
21,INTUBATION,PRESS,true
22,TPR,CATECHOL,true
23,LVFAILURE,SAO2,false
24,LVEDVOLUME,TPR,false
25,HRSAT,TPR,false
26,SAO2,VENTMACH,false
27,PULMEMBOLUS,PVSAT,false
28,LVEDVOLUME,PVSAT,false
29,ANAPHYLAXIS,SHUNT,false
30,HRSAT,PVSAT,false
31,TPR,FIO2,false
32,HRBP,HR,false
33,STROKEVOLUME,LVFAILURE,false
34,ERRCAUTER,LVFAILURE,false
35,DISCONNECT,STROKEVOLUME,false
36,SAO2,INSUFFANESTH,false
37,CVP,PRESS,false
38,VENTTUBE,HR,false
39,LVEDVOLUME,STROKEVOLUME,false
40,TPR,HISTORY,false
41,VENTALV,HRSAT,false
42,HR,TPR,false
43,LVEDVOLUME,MINVOL,false
44,PVSAT,HYPOVOLEMIA,false
45,INTUBATION,HISTORY,false
