ID,Variable1,Dependency,Variable2
1,ViolentThoughts,->,AggressionDL
2,ViolentThoughts,->,Hallucinations
3,Impulsivity,->,AggressionDL
4,BPD,->,AbuseNeglectAsChild
5,BPD,->,GangMember
6,BPD,->,Hallucinations
7,AbuseNeglectAsChild,->,DrugTreatment
8,AbuseNeglectAsChild,->,Anger
9,PCLRfactor2,->,ASPD
10,ASPD,->,Victimisation
11,ASPD,->,Impulsivity
12,CriminalFamilyBackground,->,CriminalNetwork
13,EmploymentOrTraining,->,Education
14,GangMember,->,pclrscore
15,GangMember,->,NegativeAttitude
16,NegativeAttitude,->,AttitudeDL
17,CriminalAttitude,->,AttitudeDL
18,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
19,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
20,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
21,CannabisBeforePrisonSentence,->,AbilityToCope
22,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
23,CocaineBeforePrisonSentence,->,DomesticStability
24,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
25,CocaineBeforePrisonSentence,->,CocaineAfterRelease
26,EcstasyBeforePrisonSentence,->,EcstasyDuringPrisonSentence
27,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
28,EcstasyBeforePrisonSentence,->,EcstasyDependence
29,CocaineDuringPrisonSentence,->,EmploymentOrTraining
30,CannabisAfterRelease,->,CannabisBeforePrisonSentence
31,CocaineAfterRelease,->,CocainePT
32,EcstasyAfterRelease,->,EcstasyPT
33,EcstasyDependence,->,AnyDrugDependence
34,EcstasyDependence,->,CocaineDependence
35,AnyDrugDependence,->,CocaineDependence
36,CannabisDependence,->,AnyDrugDependence
37,CannabisDependence,->,CocaineDependence
38,DrugTreatment,->,DrugTreatmentGivenRFAT
39,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
40,DrugTreatmentGivenRFAT,->,EcstasyPT
41,CannabisPT,->,CannabisAfterRelease
42,SubstanceUse,->,CocaineAfterRelease
43,SubstanceUse,->,CannabisPT
44,SubstanceUse,->,SubstanceMisuseDL
45,SubstanceUse,->,HazardousDrinkingPT
46,Violence,->,PriorViolentConvictions
47,Violence,->,AlcoholTreatment
48,Violence,->,ViolentConvictions
49,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
50,ResponseToTreatGivenAlcDep,->,ResponseToTreatGivenDrugDep
51,Anger,->,AngerPT
52,AngerManagementGivenRFAT,->,AngerPT
53,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
54,HazardousDrinkingPT,->,AlcoholDependence
55,AngerManagement,->,AngerManagementGivenRFAT
56,AttitudeDL,->,CriminalFamilyBackground
57,LivingCircumstances,->,SocialProtectiveObs
58,SocialProtectiveObs,->,SocialWithdraw
59,SocialWithdraw,->,Depression
60,ViolentConvictionsRate,->,ViolentConvRateGivenProt
61,ViolentConvRateGivenProt,->,CriminalAttitude
62,ViolentConvRateGivenProt,->,Violence
63,Depression,->,Victimisation
64,Depression,->,DepressionPT
65,AnxietyPT,->,CriminalNetwork
66,AnxietyPT,->,FinancialDifficulties
67,AnxietyPT,->,Anxiety
68,ThoughtInsertion,->,ThoughtInsertionPT
69,ThoughtInsertionPT,->,DomesticStability
70,Hallucinations,->,HallucinationsPT
71,HallucinationsPT,->,MentalIllnessSymptomCount
72,StrangeExperiences,->,StrangeExperiencesPT
73,ParanoidDelusions,->,SymptomsOfMentalIllness
74,ParanoidDelusionsPT,->,ThoughtInsertion
75,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
76,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
77,PsychiatricTreatmentGivenRFAT,->,EcstasyAfterRelease
78,PsychiatricTreatmentGivenRFAT,->,Depression
79,PsychiatricTreatmentGivenRFAT,->,DepressionPT
80,PsychiatricTreatmentGivenRFAT,->,Anxiety
81,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
82,PsychiatricTreatmentGivenRFAT,->,StrangeExperiencesPT
83,MentalIllnessSymptomCount,->,Gender
84,MentalIllnessSymptomCount,->,AnxietyPT
85,MentalIllnessSymptomCount,->,ParanoidDelusions
86,MentalIllnessSymptomCount,->,PsychiatricTreatment
87,MentalIllnessSymptomCount,->,MentalIllnessDL
