ID,Variable1,Dependency,Variable2
1,ViolentThoughts,->,Gender
2,Impulsivity,->,PCLRfacet3
3,Impulsivity,->,ASPD
4,ASPD,->,PCLRfactor2
5,ASPD,->,AlcoholTreatment
6,CriminalFamilyBackground,->,CriminalNetwork
7,FinancialDifficulties,->,AngerManagement
8,CriminalAttitude,->,BPD
9,CriminalAttitude,->,CriminalNetwork
10,CriminalAttitude,->,GangMember
11,CriminalAttitude,->,AttitudeDL
12,SymptomsOfMentalIllness,->,Hallucinations
13,RefuseFailToAttendTherapy,->,EcstasyDependence
14,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
15,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
16,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
17,HazardousDrinkingAfterRelease,->,AlcoholDependence
18,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
19,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
20,CannabisBeforePrisonSentence,->,CannabisAfterRelease
21,CannabisBeforePrisonSentence,->,CocaineAfterRelease
22,CocaineBeforePrisonSentence,->,Stress
23,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
24,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
25,CannabisDuringPrisonSentence,->,EmploymentOrTraining
26,CannabisDuringPrisonSentence,->,HazardousDrinkingAfterRelease
27,CannabisAfterRelease,->,CocaineDependence
28,CannabisAfterRelease,->,CannabisPT
29,CocaineAfterRelease,->,CocaineBeforePrisonSentence
30,CocaineAfterRelease,->,CocainePT
31,CocaineAfterRelease,->,AggressionDL
32,EcstasyAfterRelease,->,EcstasyPT
33,EcstasyDependence,->,AnyDrugDependence
34,CannabisDependence,->,AnyDrugDependence
35,CocaineDependence,->,AnyDrugDependence
36,DrugTreatment,->,BPD
37,DrugTreatment,->,DrugTreatmentGivenRFAT
38,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
39,AlcoholTreatmentGivenRFAT,->,AbilityToCope
40,DrugTreatmentGivenRFAT,->,EcstasyPT
41,DrugTreatmentGivenRFAT,->,CocainePT
42,SubstanceUse,->,CocaineAfterRelease
43,SubstanceUse,->,SubstanceMisuseDL
44,Violence,->,PriorViolentConvictions
45,ViolentConvictions,->,Violence
46,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
47,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
48,AngerPT,->,Anger
49,AngerManagementGivenRFAT,->,AngerPT
50,AngerManagementGivenRFAT,->,HallucinationsPT
51,HazardousDrinkingPT,->,SubstanceUse
52,AngerManagement,->,ComplianceWithSupervision
53,AngerManagement,->,AngerManagementGivenRFAT
54,AttitudeDL,->,NegativeAttitude
55,SocialWithdraw,->,TimeAtRisk
56,SocialWithdraw,->,SocialProtectiveObs
57,SocialWithdraw,->,Depression
58,ViolentConvictionsRate,->,ViolentConvRateGivenProt
59,ViolentConvRateGivenProt,->,ViolentConvictions
60,Depression,->,ProblematicLifeEvents
61,Depression,->,HazardousDrinkingAfterRelease
62,Depression,->,DepressionPT
63,AnxietyPT,->,CocaineBeforePrisonSentence
64,AnxietyPT,->,Anxiety
65,AnxietyPT,->,MentalIllnessSymptomCount
66,ThoughtInsertionPT,->,AngerPT
67,ThoughtInsertionPT,->,ThoughtInsertion
68,Hallucinations,->,HallucinationsPT
69,StrangeExperiences,->,StrangeExperiencesPT
70,StrangeExperiencesPT,->,GangMember
71,ParanoidDelusions,->,Victimisation
72,ParanoidDelusionsPT,->,ParanoidDelusions
73,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
74,PsychiatricTreatmentGivenRFAT,->,DepressionPT
75,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
76,MentalIllnessSymptomCount,->,MentalIllnessDL
