ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,Victimisation
2,Victimisation,->,Gender
3,Victimisation,->,AlcoholTreatmentGivenRFAT
4,Impulsivity,->,PCLRfacet3
5,Impulsivity,->,CriminalFamilyBackground
6,BPD,->,EmploymentOrTraining
7,BPD,->,PCLRfactor1
8,BPD,->,Depression
9,AbuseNeglectAsChild,->,BPD
10,AbuseNeglectAsChild,->,PriorViolentConvictions
11,ASPD,->,Impulsivity
12,ASPD,->,PCLRfactor2
13,Gender,->,ComplianceWithSupervision
14,CriminalFamilyBackground,->,CriminalNetwork
15,EmploymentOrTraining,->,CannabisBeforePrisonSentence
16,FinancialDifficulties,->,DomesticStability
17,FinancialDifficulties,->,HazardousDrinkingAfterRelease
18,DomesticStability,->,AbilityToCope
19,ComplianceWithSupervision,->,NegativeAttitude
20,NegativeAttitude,->,AttitudeDL
21,CriminalAttitude,->,AttitudeDL
22,SymptomsOfMentalIllness,->,Anxiety
23,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
24,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
25,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
26,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
27,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
28,CannabisBeforePrisonSentence,->,CannabisAfterRelease
29,CocaineBeforePrisonSentence,->,CannabisBeforePrisonSentence
30,CocaineBeforePrisonSentence,->,CocaineAfterRelease
31,EcstasyBeforePrisonSentence,->,ViolentThoughts
32,EcstasyDuringPrisonSentence,->,EcstasyAfterRelease
33,CannabisDuringPrisonSentence,->,CannabisDependence
34,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
35,CannabisAfterRelease,->,CannabisPT
36,CocaineAfterRelease,->,CocainePT
37,EcstasyDependence,->,CocaineDuringPrisonSentence
38,CocaineDependence,->,AnyDrugDependence
39,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
40,AlcoholTreatmentGivenRFAT,->,HazardousDrinkingPT
41,DrugTreatmentGivenRFAT,->,DrugTreatment
42,DrugTreatmentGivenRFAT,->,AlcoholTreatmentGivenRFAT
43,DrugTreatmentGivenRFAT,->,SocialWithdraw
44,EcstasyPT,->,EcstasyAfterRelease
45,SubstanceUse,->,SubstanceMisuseDL
46,Violence,->,ViolentConvictions
47,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
48,ResponseToTreatGivenAlcDep,->,ResponseToTreatGivenDrugDep
49,AngerPT,->,ViolentThoughts
50,AngerPT,->,Anger
51,HazardousDrinkingPT,->,AlcoholDependence
52,HazardousDrinkingPT,->,SubstanceUse
53,AngerManagement,->,CriminalAttitude
54,AngerManagement,->,AngerManagementGivenRFAT
55,AttitudeDL,->,Depression
56,AggressionDL,->,pclrscore
57,SocialProtectiveObs,->,LivingCircumstances
58,SocialWithdraw,->,SocialProtectiveObs
59,ViolentConvictionsRate,->,ViolentConvRateGivenProt
60,ViolentConvRateGivenProt,->,Violence
61,Depression,->,DepressionPT
62,DepressionPT,->,SocialWithdraw
63,Anxiety,->,FinancialDifficulties
64,Anxiety,->,AnxietyPT
65,Anxiety,->,ThoughtInsertion
66,AnxietyPT,->,Stress
67,AnxietyPT,->,ProblematicLifeEvents
68,ThoughtInsertion,->,CriminalAttitude
69,ThoughtInsertion,->,ThoughtInsertionPT
70,Hallucinations,->,AggressionDL
71,Hallucinations,->,HallucinationsPT
72,HallucinationsPT,->,EcstasyBeforePrisonSentence
73,StrangeExperiences,->,GangMember
74,StrangeExperiences,->,StrangeExperiencesPT
75,StrangeExperiencesPT,->,EcstasyBeforePrisonSentence
76,StrangeExperiencesPT,->,AggressionDL
77,ParanoidDelusions,->,GangMember
78,ParanoidDelusions,->,ParanoidDelusionsPT
79,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
80,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
81,MentalIllnessSymptomCount,->,Hallucinations
82,MentalIllnessSymptomCount,->,MentalIllnessDL
