ID,Variable1,Dependency,Variable2
1,PCLRfactor2,->,ASPD
2,ASPD,->,Impulsivity
3,CriminalNetwork,->,CriminalFamilyBackground
4,DomesticStability,->,AngerManagementGivenRFAT
5,NegativeAttitude,->,ComplianceWithSupervision
6,NegativeAttitude,->,AttitudeDL
7,CriminalAttitude,->,EcstasyAfterRelease
8,SymptomsOfMentalIllness,->,Hallucinations
9,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
10,RefuseFailToAttendTherapy,->,AngerManagement
11,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
12,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
13,EcstasyBeforePrisonSentence,->,CriminalFamilyBackground
14,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
15,EcstasyDuringPrisonSentence,->,EcstasyBeforePrisonSentence
16,EcstasyDuringPrisonSentence,->,EcstasyDependence
17,EcstasyDuringPrisonSentence,->,PsychiatricTreatment
18,CannabisDuringPrisonSentence,->,BPD
19,CannabisDuringPrisonSentence,->,CannabisDependence
20,CannabisAfterRelease,->,Gender
21,CannabisAfterRelease,->,CannabisBeforePrisonSentence
22,CannabisAfterRelease,->,CocaineAfterRelease
23,CocaineAfterRelease,->,Stress
24,CocaineAfterRelease,->,CocaineBeforePrisonSentence
25,CocaineAfterRelease,->,CocainePT
26,EcstasyAfterRelease,->,ProblematicLifeEvents
27,EcstasyAfterRelease,->,EcstasyPT
28,EcstasyDependence,->,AnyDrugDependence
29,AnyDrugDependence,->,Victimisation
30,CannabisDependence,->,AnyDrugDependence
31,CocaineDependence,->,CocaineDuringPrisonSentence
32,CocaineDependence,->,AnyDrugDependence
33,DrugTreatment,->,DrugTreatmentGivenRFAT
34,AlcoholTreatment,->,CriminalNetwork
35,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
36,DrugTreatmentGivenRFAT,->,CannabisAfterRelease
37,EcstasyPT,->,DrugTreatment
38,CannabisPT,->,CannabisAfterRelease
39,CannabisPT,->,SubstanceUse
40,SubstanceUse,->,CocaineAfterRelease
41,SubstanceUse,->,SubstanceMisuseDL
42,Violence,->,CannabisDuringPrisonSentence
43,Violence,->,CocaineDependence
44,Violence,->,ViolentConvictions
45,ResponseToTreatGivenAlcDep,->,ResponseToTreatGivenDrugDep
46,ResponseToTreatGivenDrugDep,->,PCLRfactor1
47,ResponseToTreatGivenDrugDep,->,ResponsivenessToTreatment
48,Anger,->,Gender
49,AngerPT,->,ViolentThoughts
50,AngerPT,->,Anger
51,AngerManagementGivenRFAT,->,RefuseFailToAttendTherapy
52,AngerManagementGivenRFAT,->,AngerManagement
53,HazardousDrinkingPT,->,PCLRfactor2
54,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
55,HazardousDrinkingPT,->,AlcoholDependence
56,HazardousDrinkingPT,->,SubstanceUse
57,AttitudeDL,->,CriminalAttitude
58,AggressionDL,->,Impulsivity
59,LivingCircumstances,->,SocialProtectiveObs
60,SocialProtectiveObs,->,SocialWithdraw
61,SocialWithdraw,->,Depression
62,ViolentConvictionsRate,->,ViolentConvRateGivenProt
63,ViolentConvRateGivenProt,->,Violence
64,Depression,->,DepressionPT
65,Anxiety,->,AnxietyPT
66,AnxietyPT,->,MentalIllnessSymptomCount
67,ThoughtInsertionPT,->,BPD
68,ThoughtInsertionPT,->,ThoughtInsertion
69,Hallucinations,->,HallucinationsPT
70,StrangeExperiencesPT,->,StrangeExperiences
71,ParanoidDelusionsPT,->,ParanoidDelusions
72,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
73,PsychiatricTreatment,->,DrugTreatment
74,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
75,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
76,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
77,PsychiatricTreatmentGivenRFAT,->,StrangeExperiences
78,MentalIllnessSymptomCount,->,MentalIllnessDL
