ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,RefuseFailToAttendTherapy
2,AbilityToCope,->,AlcoholTreatment
3,Stress,->,FinancialDifficulties
4,Stress,->,GangMember
5,Stress,->,AggressionDL
6,ProblematicLifeEvents,->,Stress
7,Victimisation,->,ViolentThoughts
8,ViolentThoughts,->,CriminalNetwork
9,ViolentThoughts,->,AggressionDL
10,PCLRfactor2,->,ASPD
11,Gender,->,CriminalFamilyBackground
12,ComplianceWithSupervision,->,NegativeAttitude
13,ComplianceWithSupervision,->,CriminalAttitude
14,NegativeAttitude,->,AttitudeDL
15,CriminalAttitude,->,GangMember
16,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
17,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
18,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
19,RefuseFailToAttendTherapy,->,PsychiatricTreatment
20,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
21,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
22,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
23,CannabisBeforePrisonSentence,->,CannabisAfterRelease
24,CannabisBeforePrisonSentence,->,Anger
25,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
26,CocaineDuringPrisonSentence,->,CocaineAfterRelease
27,CannabisAfterRelease,->,CannabisPT
28,CocaineAfterRelease,->,CocainePT
29,EcstasyAfterRelease,->,EcstasyPT
30,EcstasyDependence,->,AnyDrugDependence
31,CannabisDependence,->,AnyDrugDependence
32,CocaineDependence,->,EcstasyAfterRelease
33,CocaineDependence,->,AnyDrugDependence
34,DrugTreatment,->,DrugTreatmentGivenRFAT
35,AlcoholTreatment,->,BPD
36,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
37,DrugTreatmentGivenRFAT,->,Gender
38,DrugTreatmentGivenRFAT,->,EcstasyPT
39,EcstasyPT,->,EcstasyDuringPrisonSentence
40,CannabisPT,->,CannabisDuringPrisonSentence
41,CocainePT,->,CocaineBeforePrisonSentence
42,CocainePT,->,SubstanceUse
43,SubstanceUse,->,SubstanceMisuseDL
44,SubstanceMisuseDL,->,CannabisAfterRelease
45,Violence,->,PriorViolentConvictions
46,Violence,->,EmploymentOrTraining
47,ViolentConvictions,->,Violence
48,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
49,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
50,Anger,->,AngerPT
51,AngerManagementGivenRFAT,->,AngerPT
52,HazardousDrinkingPT,->,AlcoholDependence
53,HazardousDrinkingPT,->,SubstanceUse
54,AngerManagement,->,AngerManagementGivenRFAT
55,AggressionDL,->,Impulsivity
56,AggressionDL,->,pclrscore
57,LivingCircumstances,->,SocialProtectiveObs
58,SocialProtectiveObs,->,DomesticStability
59,SocialProtectiveObs,->,SocialWithdraw
60,SocialProtectiveObs,->,DepressionPT
61,SocialWithdraw,->,CriminalNetwork
62,ViolentConvictionsRate,->,ViolentConvRateGivenProt
63,DepressionPT,->,Depression
64,Anxiety,->,CocaineBeforePrisonSentence
65,Anxiety,->,AnxietyPT
66,ThoughtInsertionPT,->,ThoughtInsertion
67,Hallucinations,->,CocaineAfterRelease
68,Hallucinations,->,HallucinationsPT
69,HallucinationsPT,->,MentalIllnessSymptomCount
70,StrangeExperiences,->,StrangeExperiencesPT
71,ParanoidDelusions,->,RefuseFailToAttendTherapy
72,ParanoidDelusions,->,ParanoidDelusionsPT
73,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
74,PsychiatricTreatmentGivenRFAT,->,EcstasyDependence
75,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
76,PsychiatricTreatmentGivenRFAT,->,ParanoidDelusionsPT
77,PsychiatricTreatmentGivenRFAT,->,PsychiatricTreatment
78,MentalIllnessSymptomCount,->,Anxiety
79,MentalIllnessSymptomCount,->,MentalIllnessDL
