ID,Variable1,Dependency,Variable2
1,Impulsivity,->,PCLRfacet3
2,Impulsivity,->,ASPD
3,PCLRfactor2,->,ASPD
4,CriminalNetwork,->,GangMember
5,CriminalFamilyBackground,->,CriminalNetwork
6,FinancialDifficulties,->,Gender
7,DomesticStability,->,AlcoholDependence
8,GangMember,->,EcstasyAfterRelease
9,ComplianceWithSupervision,->,NegativeAttitude
10,NegativeAttitude,->,AttitudeDL
11,SymptomsOfMentalIllness,->,Hallucinations
12,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
13,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
14,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
15,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
16,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
17,CannabisBeforePrisonSentence,->,CannabisAfterRelease
18,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
19,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
20,CannabisAfterRelease,->,CannabisPT
21,CocaineAfterRelease,->,CocaineBeforePrisonSentence
22,CocaineAfterRelease,->,CocainePT
23,EcstasyAfterRelease,->,EcstasyPT
24,EcstasyDependence,->,AnyDrugDependence
25,CannabisDependence,->,CannabisDuringPrisonSentence
26,CannabisDependence,->,AnyDrugDependence
27,CocaineDependence,->,AnyDrugDependence
28,AlcoholDependence,->,ResponseToTreatGivenAlcDep
29,DrugTreatment,->,PCLRfactor2
30,DrugTreatment,->,DrugTreatmentGivenRFAT
31,DrugTreatment,->,PsychiatricTreatment
32,AlcoholTreatmentGivenRFAT,->,DomesticStability
33,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
34,AlcoholTreatmentGivenRFAT,->,HazardousDrinkingPT
35,DrugTreatmentGivenRFAT,->,EcstasyPT
36,EcstasyPT,->,EcstasyBeforePrisonSentence
37,EcstasyPT,->,EcstasyDuringPrisonSentence
38,EcstasyPT,->,SubstanceUse
39,CannabisPT,->,SubstanceUse
40,SubstanceUse,->,CocaineAfterRelease
41,SubstanceUse,->,SubstanceMisuseDL
42,Violence,->,prioracq
43,Violence,->,Gender
44,Violence,->,PriorViolentConvictions
45,Violence,->,pclrscore
46,Violence,->,DrugTreatment
47,Violence,->,ViolentConvictionsRate
48,ViolentConvictions,->,Violence
49,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
50,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
51,ResponseToTreatGivenDrugDep,->,PCLRfactor1
52,Anger,->,AngerPT
53,AngerManagementGivenRFAT,->,AngerPT
54,HazardousDrinkingPT,->,AlcoholDependence
55,HazardousDrinkingPT,->,SubstanceUse
56,AngerManagement,->,AngerManagementGivenRFAT
57,AttitudeDL,->,CriminalAttitude
58,AggressionDL,->,Impulsivity
59,SocialProtectiveObs,->,LivingCircumstances
60,SocialWithdraw,->,SocialProtectiveObs
61,ViolentConvictionsRate,->,ViolentConvRateGivenProt
62,DepressionPT,->,SocialWithdraw
63,DepressionPT,->,Depression
64,Anxiety,->,SymptomsOfMentalIllness
65,Anxiety,->,AnxietyPT
66,AnxietyPT,->,FinancialDifficulties
67,AnxietyPT,->,MentalIllnessSymptomCount
68,ThoughtInsertion,->,ThoughtInsertionPT
69,ThoughtInsertionPT,->,CriminalAttitude
70,ThoughtInsertionPT,->,MentalIllnessSymptomCount
71,Hallucinations,->,HallucinationsPT
72,StrangeExperiences,->,BPD
73,StrangeExperiencesPT,->,StrangeExperiences
74,ParanoidDelusionsPT,->,AbilityToCope
75,ParanoidDelusionsPT,->,Victimisation
76,ParanoidDelusionsPT,->,ParanoidDelusions
77,PsychiatricTreatment,->,AnxietyPT
78,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
79,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
80,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
81,MentalIllnessSymptomCount,->,MentalIllnessDL
