ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,DomesticStability
2,Impulsivity,->,PCLRfacet3
3,Impulsivity,->,AggressionDL
4,BPD,->,EcstasyDuringPrisonSentence
5,PCLRfactor2,->,ASPD
6,ASPD,->,Impulsivity
7,CriminalNetwork,->,CriminalFamilyBackground
8,CriminalNetwork,->,CriminalAttitude
9,CriminalFamilyBackground,->,ThoughtInsertionPT
10,FinancialDifficulties,->,CocaineBeforePrisonSentence
11,NegativeAttitude,->,AttitudeDL
12,CriminalAttitude,->,AttitudeDL
13,SymptomsOfMentalIllness,->,Anxiety
14,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
15,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
16,RefuseFailToAttendTherapy,->,AngerManagement
17,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
18,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
19,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
20,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
21,CocaineBeforePrisonSentence,->,CocaineAfterRelease
22,EcstasyBeforePrisonSentence,->,Depression
23,CocaineAfterRelease,->,CocainePT
24,EcstasyDependence,->,AnyDrugDependence
25,AnyDrugDependence,->,CocaineDependence
26,CannabisDependence,->,FinancialDifficulties
27,CannabisDependence,->,AnyDrugDependence
28,AlcoholDependence,->,DrugTreatment
29,DrugTreatment,->,DrugTreatmentGivenRFAT
30,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
31,AlcoholTreatmentGivenRFAT,->,AbuseNeglectAsChild
32,EcstasyPT,->,EcstasyBeforePrisonSentence
33,EcstasyPT,->,EcstasyDuringPrisonSentence
34,EcstasyPT,->,EcstasyAfterRelease
35,CannabisPT,->,Victimisation
36,CannabisPT,->,CannabisBeforePrisonSentence
37,CannabisPT,->,CannabisDuringPrisonSentence
38,CannabisPT,->,CannabisAfterRelease
39,CannabisPT,->,SubstanceUse
40,CocainePT,->,ParanoidDelusionsPT
41,SubstanceUse,->,EcstasyPT
42,SubstanceUse,->,SubstanceMisuseDL
43,SubstanceMisuseDL,->,Stress
44,Violence,->,ViolentConvictions
45,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
46,ResponseToTreatGivenDrugDep,->,ResponseToTreatGivenAlcDep
47,AngerPT,->,Anger
48,AngerManagementGivenRFAT,->,AngerManagement
49,HazardousDrinkingPT,->,CannabisBeforePrisonSentence
50,HazardousDrinkingPT,->,CocaineBeforePrisonSentence
51,HazardousDrinkingPT,->,AlcoholDependence
52,HazardousDrinkingPT,->,SubstanceUse
53,AttitudeDL,->,ComplianceWithSupervision
54,AggressionDL,->,EcstasyDependence
55,LivingCircumstances,->,SocialProtectiveObs
56,SocialProtectiveObs,->,SocialWithdraw
57,ViolentConvictionsRate,->,ViolentConvRateGivenProt
58,ViolentConvRateGivenProt,->,HazardousDrinkingAfterRelease
59,ViolentConvRateGivenProt,->,Violence
60,Depression,->,DepressionPT
61,Anxiety,->,AnxietyPT
62,AnxietyPT,->,MentalIllnessSymptomCount
63,ThoughtInsertionPT,->,ThoughtInsertion
64,Hallucinations,->,HallucinationsPT
65,HallucinationsPT,->,Stress
66,StrangeExperiences,->,StrangeExperiencesPT
67,StrangeExperiencesPT,->,SymptomsOfMentalIllness
68,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
69,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
70,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
71,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
72,MentalIllnessSymptomCount,->,ParanoidDelusions
73,MentalIllnessSymptomCount,->,MentalIllnessDL
74,MentalIllnessDL,->,Hallucinations
