ID,Variable1,Dependency,Variable2
1,ViolentThoughts,->,AggressionDL
2,AbuseNeglectAsChild,->,BPD
3,ASPD,->,Impulsivity
4,NegativeAttitude,->,AttitudeDL
5,HazardousDrinkingAfterRelease,->,AlcoholDependence
6,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
7,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
8,CannabisBeforePrisonSentence,->,CannabisAfterRelease
9,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
10,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
11,CocaineDuringPrisonSentence,->,CocaineDependence
12,CannabisAfterRelease,->,CannabisPT
13,EcstasyDependence,->,AnyDrugDependence
14,CannabisDependence,->,AnyDrugDependence
15,CocainePT,->,SubstanceUse
16,Violence,->,pclrscore
17,Anger,->,AngerPT
18,HazardousDrinkingPT,->,SubstanceUse
19,AngerManagement,->,AngerManagementGivenRFAT
20,SocialWithdraw,->,SocialProtectiveObs
21,ViolentConvRateGivenProt,->,ViolentConvictionsRate
22,Depression,->,DepressionPT
23,DepressionPT,->,SocialWithdraw
24,Anxiety,->,AnxietyPT
25,AnxietyPT,->,MentalIllnessSymptomCount
26,ThoughtInsertion,->,ThoughtInsertionPT
27,ThoughtInsertionPT,->,MentalIllnessSymptomCount
28,Hallucinations,->,HallucinationsPT
29,ParanoidDelusions,->,ParanoidDelusionsPT
30,PsychiatricTreatmentGivenRFAT,->,DepressionPT
