ID,Variable1,Dependency,Variable2
1,ASPD,->,PCLRfactor2
2,CriminalFamilyBackground,->,CriminalNetwork
3,ComplianceWithSupervision,->,NegativeAttitude
4,NegativeAttitude,->,AttitudeDL
5,CriminalAttitude,->,AttitudeDL
6,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
7,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
8,HazardousDrinkingAfterRelease,->,AlcoholDependence
9,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
10,EcstasyAfterRelease,->,EcstasyPT
11,EcstasyDependence,->,AnyDrugDependence
12,AnyDrugDependence,->,MentalIllnessDL
13,CannabisDependence,->,AnyDrugDependence
14,CocaineDependence,->,AnyDrugDependence
15,DrugTreatment,->,DrugTreatmentGivenRFAT
16,DrugTreatmentGivenRFAT,->,EcstasyPT
17,EcstasyPT,->,SubstanceUse
18,CannabisPT,->,CannabisAfterRelease
19,SubstanceUse,->,SubstanceMisuseDL
20,SubstanceMisuseDL,->,ViolentConvictionsRate
21,Violence,->,PriorViolentConvictions
22,HazardousDrinkingPT,->,SubstanceUse
23,AngerManagement,->,AngerManagementGivenRFAT
24,LivingCircumstances,->,SocialProtectiveObs
25,ViolentConvictionsRate,->,ViolentConvRateGivenProt
26,DepressionPT,->,SocialWithdraw
27,HallucinationsPT,->,MentalIllnessSymptomCount
28,StrangeExperiences,->,StrangeExperiencesPT
29,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
30,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
