ID,Variable1,Dependency,Variable2
1,Impulsivity,->,PCLRfacet3
2,Impulsivity,->,AggressionDL
3,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
4,CannabisDuringPrisonSentence,->,CannabisAfterRelease
5,CocaineDuringPrisonSentence,->,CocaineAfterRelease
6,AnyDrugDependence,->,ResponseToTreatGivenDrugDep
7,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
8,CocainePT,->,SubstanceUse
9,ViolentConvictions,->,Violence
10,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
11,AngerManagementGivenRFAT,->,CriminalAttitude
12,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
13,SocialWithdraw,->,DomesticStability
14,DepressionPT,->,MentalIllnessSymptomCount
15,Anxiety,->,AnxietyPT
16,AnxietyPT,->,FinancialDifficulties
17,AnxietyPT,->,Anxiety
18,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
19,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
20,PsychiatricTreatmentGivenRFAT,->,ParanoidDelusionsPT
