ID,Variable1,Dependency,Variable2
1,Victimisation,->,EcstasyDependence
2,Impulsivity,->,PCLRfacet3
3,Impulsivity,->,AggressionDL
4,AbuseNeglectAsChild,->,AngerManagement
5,PCLRfactor2,->,ASPD
6,ASPD,->,Impulsivity
7,ASPD,->,Anger
8,CriminalNetwork,->,CriminalFamilyBackground
9,CriminalNetwork,->,GangMember
10,EmploymentOrTraining,->,AlcoholTreatment
11,FinancialDifficulties,->,Stress
12,DomesticStability,->,RefuseFailToAttendTherapy
13,GangMember,->,NegativeAttitude
14,NegativeAttitude,->,ComplianceWithSupervision
15,NegativeAttitude,->,AttitudeDL
16,CriminalAttitude,->,AttitudeDL
17,SymptomsOfMentalIllness,->,Anxiety
18,PCLRfactor1,->,ResponsivenessToTreatment
19,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
20,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
21,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
22,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
23,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
24,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
25,CannabisBeforePrisonSentence,->,CannabisAfterRelease
26,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
27,EcstasyBeforePrisonSentence,->,EcstasyDuringPrisonSentence
28,CannabisDuringPrisonSentence,->,CannabisDependence
29,CocaineDuringPrisonSentence,->,CriminalAttitude
30,CannabisAfterRelease,->,CannabisPT
31,CocaineAfterRelease,->,CocaineBeforePrisonSentence
32,CocaineAfterRelease,->,EcstasyAfterRelease
33,CocaineAfterRelease,->,CocainePT
34,EcstasyAfterRelease,->,Gender
35,EcstasyAfterRelease,->,EcstasyPT
36,EcstasyDependence,->,AnyDrugDependence
37,CannabisDependence,->,BPD
38,CannabisDependence,->,AnyDrugDependence
39,CocaineDependence,->,AnyDrugDependence
40,AlcoholDependence,->,AbuseNeglectAsChild
41,DrugTreatment,->,DrugTreatmentGivenRFAT
42,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
43,DrugTreatmentGivenRFAT,->,EcstasyPT
44,DrugTreatmentGivenRFAT,->,CocainePT
45,EcstasyPT,->,CriminalNetwork
46,CannabisPT,->,EcstasyAfterRelease
47,CocainePT,->,SubstanceUse
48,SubstanceUse,->,HazardousDrinkingAfterRelease
49,SubstanceUse,->,CannabisBeforePrisonSentence
50,SubstanceUse,->,EcstasyAfterRelease
51,SubstanceUse,->,SubstanceMisuseDL
52,Violence,->,PriorViolentConvictions
53,Violence,->,pclrscore
54,Violence,->,ViolentConvictions
55,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
56,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
57,Anger,->,AngerPT
58,AngerManagementGivenRFAT,->,AngerPT
59,HazardousDrinkingPT,->,AlcoholDependence
60,AngerManagement,->,AngerManagementGivenRFAT
61,AggressionDL,->,Anger
62,SocialProtectiveObs,->,LivingCircumstances
63,SocialProtectiveObs,->,SocialWithdraw
64,SocialWithdraw,->,DepressionPT
65,ViolentConvictionsRate,->,ViolentConvRateGivenProt
66,ViolentConvRateGivenProt,->,Violence
67,DepressionPT,->,Depression
68,Anxiety,->,AnxietyPT
69,Anxiety,->,MentalIllnessSymptomCount
70,ThoughtInsertion,->,Victimisation
71,ThoughtInsertion,->,ThoughtInsertionPT
72,Hallucinations,->,HallucinationsPT
73,StrangeExperiences,->,SymptomsOfMentalIllness
74,StrangeExperiences,->,StrangeExperiencesPT
75,StrangeExperiencesPT,->,MentalIllnessSymptomCount
76,ParanoidDelusions,->,ParanoidDelusionsPT
77,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
78,PsychiatricTreatmentGivenRFAT,->,Depression
79,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
80,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
81,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
82,PsychiatricTreatmentGivenRFAT,->,StrangeExperiencesPT
83,PsychiatricTreatmentGivenRFAT,->,ParanoidDelusionsPT
84,MentalIllnessSymptomCount,->,ThoughtInsertion
85,MentalIllnessSymptomCount,->,Hallucinations
86,MentalIllnessSymptomCount,->,ParanoidDelusions
87,MentalIllnessSymptomCount,->,MentalIllnessDL
88,MentalIllnessDL,->,ViolentConvictionsRate
