ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,BPD
2,Victimisation,->,ProblematicLifeEvents
3,Impulsivity,->,AggressionDL
4,BPD,->,AbuseNeglectAsChild
5,PCLRfactor2,->,ASPD
6,ASPD,->,Impulsivity
7,ASPD,->,Anger
8,CriminalNetwork,->,Stress
9,CriminalNetwork,->,CriminalFamilyBackground
10,CriminalNetwork,->,GangMember
11,Gender,->,CocaineDuringPrisonSentence
12,CriminalFamilyBackground,->,ProblematicLifeEvents
13,EmploymentOrTraining,->,DomesticStability
14,EmploymentOrTraining,->,GangMember
15,FinancialDifficulties,->,CriminalNetwork
16,ComplianceWithSupervision,->,NegativeAttitude
17,NegativeAttitude,->,AttitudeDL
18,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
19,RefuseFailToAttendTherapy,->,PsychiatricTreatment
20,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
21,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
22,CannabisBeforePrisonSentence,->,CannabisAfterRelease
23,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
24,EcstasyBeforePrisonSentence,->,ViolentThoughts
25,CannabisDuringPrisonSentence,->,prioracq
26,CannabisAfterRelease,->,CannabisPT
27,CocaineAfterRelease,->,AbilityToCope
28,CocaineAfterRelease,->,EmploymentOrTraining
29,AnyDrugDependence,->,EcstasyDependence
30,AnyDrugDependence,->,CocaineDependence
31,CannabisDependence,->,AnyDrugDependence
32,CannabisDependence,->,CocaineDependence
33,AlcoholDependence,->,CannabisBeforePrisonSentence
34,DrugTreatment,->,DrugTreatmentGivenRFAT
35,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
36,AlcoholTreatmentGivenRFAT,->,PsychiatricTreatmentGivenRFAT
37,EcstasyPT,->,EcstasyBeforePrisonSentence
38,EcstasyPT,->,EcstasyAfterRelease
39,CannabisPT,->,CriminalAttitude
40,CannabisPT,->,SubstanceUse
41,CocainePT,->,CocaineBeforePrisonSentence
42,CocainePT,->,CocaineAfterRelease
43,CocainePT,->,AnyDrugDependence
44,SubstanceUse,->,EcstasyPT
45,SubstanceUse,->,SubstanceMisuseDL
46,SubstanceMisuseDL,->,EcstasyDuringPrisonSentence
47,Violence,->,PriorViolentConvictions
48,Violence,->,pclrscore
49,Violence,->,ViolentConvictionsRate
50,ViolentConvictions,->,Violence
51,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
52,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
53,ResponseToTreatGivenDrugDep,->,PCLRfactor1
54,Anger,->,AngerPT
55,HazardousDrinkingPT,->,AlcoholDependence
56,HazardousDrinkingPT,->,SubstanceUse
57,AngerManagement,->,AngerManagementGivenRFAT
58,AttitudeDL,->,CriminalAttitude
59,LivingCircumstances,->,SocialProtectiveObs
60,SocialProtectiveObs,->,SocialWithdraw
61,SocialWithdraw,->,DrugTreatment
62,SocialWithdraw,->,Depression
63,ViolentConvictionsRate,->,ViolentConvRateGivenProt
64,Depression,->,DepressionPT
65,DepressionPT,->,Anxiety
66,DepressionPT,->,MentalIllnessSymptomCount
67,Anxiety,->,Victimisation
68,Anxiety,->,AnxietyPT
69,ThoughtInsertion,->,ThoughtInsertionPT
70,Hallucinations,->,SymptomsOfMentalIllness
71,Hallucinations,->,HallucinationsPT
72,StrangeExperiencesPT,->,AngerManagement
73,StrangeExperiencesPT,->,StrangeExperiences
74,ParanoidDelusions,->,AlcoholTreatment
75,ParanoidDelusions,->,ParanoidDelusionsPT
76,ParanoidDelusionsPT,->,ThoughtInsertion
77,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
78,PsychiatricTreatmentGivenRFAT,->,ComplianceWithSupervision
79,PsychiatricTreatmentGivenRFAT,->,RefuseFailToAttendTherapy
80,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
81,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
82,PsychiatricTreatmentGivenRFAT,->,PsychiatricTreatment
83,MentalIllnessSymptomCount,->,Anxiety
84,MentalIllnessSymptomCount,->,Hallucinations
85,MentalIllnessSymptomCount,->,MentalIllnessDL
86,MentalIllnessDL,->,AngerManagement
