ID,Variable1,Dependency,Variable2
1,NegativeAttitude,->,AttitudeDL
2,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
3,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
4,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
5,CannabisAfterRelease,->,CannabisPT
6,CocaineAfterRelease,->,CocainePT
7,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
8,CocaineDependence,->,AnyDrugDependence
9,CocainePT,->,SubstanceUse
10,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
11,HazardousDrinkingPT,->,SubstanceUse
12,AttitudeDL,->,ViolentConvictionsRate
13,LivingCircumstances,->,SocialProtectiveObs
14,SocialWithdraw,->,CriminalNetwork
15,Depression,->,DepressionPT
16,AnxietyPT,->,MentalIllnessSymptomCount
17,ThoughtInsertion,->,ThoughtInsertionPT
18,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
19,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
