ID,Variable1,Dependency,Variable2
1,Stress,->,FinancialDifficulties
2,ProblematicLifeEvents,->,CriminalFamilyBackground
3,Victimisation,->,ProblematicLifeEvents
4,Victimisation,->,Gender
5,Impulsivity,->,AggressionDL
6,AbuseNeglectAsChild,->,BPD
7,PCLRfactor2,->,ASPD
8,ASPD,->,Impulsivity
9,ASPD,->,ResponsivenessToTreatment
10,CriminalNetwork,->,CriminalFamilyBackground
11,CriminalNetwork,->,NegativeAttitude
12,FinancialDifficulties,->,Anxiety
13,DomesticStability,->,Anxiety
14,GangMember,->,Gender
15,NegativeAttitude,->,AttitudeDL
16,CriminalAttitude,->,Stress
17,SymptomsOfMentalIllness,->,RefuseFailToAttendTherapy
18,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
19,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
20,RefuseFailToAttendTherapy,->,AngerManagement
21,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
22,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
23,CannabisBeforePrisonSentence,->,CannabisAfterRelease
24,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
25,EcstasyBeforePrisonSentence,->,EcstasyDuringPrisonSentence
26,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
27,EcstasyDuringPrisonSentence,->,EcstasyDependence
28,CannabisDuringPrisonSentence,->,AlcoholTreatment
29,CannabisAfterRelease,->,CannabisPT
30,CocaineAfterRelease,->,CocaineBeforePrisonSentence
31,EcstasyAfterRelease,->,ProblematicLifeEvents
32,EcstasyAfterRelease,->,EcstasyPT
33,EcstasyDependence,->,AnyDrugDependence
34,EcstasyDependence,->,CocaineDependence
35,AnyDrugDependence,->,CocaineDependence
36,CannabisDependence,->,AnyDrugDependence
37,CannabisDependence,->,CocaineDependence
38,CocaineDependence,->,AbuseNeglectAsChild
39,AlcoholDependence,->,PsychiatricTreatment
40,DrugTreatment,->,DrugTreatmentGivenRFAT
41,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
42,AlcoholTreatmentGivenRFAT,->,HazardousDrinkingAfterRelease
43,DrugTreatmentGivenRFAT,->,CocaineBeforePrisonSentence
44,EcstasyPT,->,SubstanceUse
45,CannabisPT,->,SubstanceUse
46,CocainePT,->,CocaineAfterRelease
47,CocainePT,->,SubstanceUse
48,SubstanceUse,->,SubstanceMisuseDL
49,SubstanceUse,->,HazardousDrinkingPT
50,Violence,->,prioracq
51,Violence,->,PriorViolentConvictions
52,Violence,->,pclrscore
53,ViolentConvictions,->,Violence
54,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
55,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
56,Anger,->,AngerPT
57,AngerPT,->,StrangeExperiences
58,AngerManagementGivenRFAT,->,AbuseNeglectAsChild
59,AngerManagementGivenRFAT,->,EmploymentOrTraining
60,AngerManagementGivenRFAT,->,AngerManagement
61,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
62,HazardousDrinkingPT,->,AlcoholDependence
63,AttitudeDL,->,ComplianceWithSupervision
64,AttitudeDL,->,CriminalAttitude
65,AggressionDL,->,AbilityToCope
66,SocialProtectiveObs,->,LivingCircumstances
67,SocialProtectiveObs,->,SocialWithdraw
68,SocialWithdraw,->,GangMember
69,ViolentConvRateGivenProt,->,EcstasyBeforePrisonSentence
70,ViolentConvRateGivenProt,->,ViolentConvictionsRate
71,Depression,->,ViolentThoughts
72,Depression,->,DepressionPT
73,DepressionPT,->,SocialProtectiveObs
74,Anxiety,->,AnxietyPT
75,AnxietyPT,->,MentalIllnessSymptomCount
76,ThoughtInsertion,->,ThoughtInsertionPT
77,HallucinationsPT,->,Hallucinations
78,StrangeExperiences,->,StrangeExperiencesPT
79,StrangeExperiencesPT,->,SymptomsOfMentalIllness
80,StrangeExperiencesPT,->,CannabisBeforePrisonSentence
81,ParanoidDelusionsPT,->,ParanoidDelusions
82,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
83,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
84,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
85,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
86,PsychiatricTreatmentGivenRFAT,->,Hallucinations
87,PsychiatricTreatmentGivenRFAT,->,ParanoidDelusions
88,MentalIllnessSymptomCount,->,HallucinationsPT
89,MentalIllnessSymptomCount,->,MentalIllnessDL
