ID,Variable1,Variable2,TrueOrFalse
0,CriminalNetwork,CriminalAttitude,true
1,ResponsivenessToTreatment,ThoughtInsertionPT,true
2,ComplianceWithSupervision,NegativeAttitude,true
3,ResponsivenessToTreatment,AnxietyPT,true
4,DrugTreatment,DrugTreatmentGivenRFAT,true
5,ViolentThoughts,AggressionDL,true
6,Victimisation,ProblematicLifeEvents,true
7,DrugTreatmentGivenRFAT,CocainePT,true
8,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
9,ThoughtInsertion,ThoughtInsertionPT,true
10,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
11,AbuseNeglectAsChild,ASPD,true
12,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
13,ResponsivenessToTreatment,ParanoidDelusionsPT,true
14,GangMember,CriminalAttitude,true
15,SymptomsOfMentalIllness,StrangeExperiences,true
16,AlcoholDependence,ResponseToTreatGivenAlcDep,true
17,CriminalAttitude,AttitudeDL,true
18,CocainePT,SubstanceUse,true
19,DrugTreatmentGivenRFAT,CannabisPT,true
20,Violence,Gender,true
21,EcstasyDuringPrisonSentence,EcstasyAfterRelease,true
22,SymptomsOfMentalIllness,ThoughtInsertion,true
23,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
24,GangMember,NegativeAttitude,true
25,CocaineBeforePrisonSentence,CocaineAfterRelease,true
26,ResponseToTreatGivenDrugDep,CocainePT,true
27,SocialWithdraw,CriminalNetwork,true
28,AlcoholTreatment,EcstasyBeforePrisonSentence,false
29,MentalIllnessDL,DrugTreatment,false
30,EcstasyDuringPrisonSentence,Stress,false
31,AbilityToCope,DrugTreatmentGivenRFAT,false
32,AngerManagement,Hallucinations,false
33,ResponseToTreatGivenAlcDep,CocaineDuringPrisonSentence,false
34,EcstasyDuringPrisonSentence,AbilityToCope,false
35,ResponseToTreatGivenAlcDep,CannabisPT,false
36,EmploymentOrTraining,ViolentConvictions,false
37,prioracq,CannabisBeforePrisonSentence,false
38,ProblematicLifeEvents,StrangeExperiencesPT,false
39,CocaineAfterRelease,AbuseNeglectAsChild,false
40,AlcoholTreatment,Hallucinations,false
41,RefuseFailToAttendTherapy,DepressionPT,false
42,CriminalFamilyBackground,CocaineBeforePrisonSentence,false
43,MentalIllnessDL,AlcoholTreatment,false
44,ParanoidDelusions,Anxiety,false
45,Age,CriminalNetwork,false
46,SubstanceMisuseDL,HazardousDrinkingPT,false
47,HazardousDrinkingAfterRelease,LivingCircumstances,false
48,AlcoholDependence,prioracq,false
49,ResponseToTreatGivenDrugDep,ThoughtInsertion,false
50,AlcoholTreatmentGivenRFAT,GangMember,false
51,EcstasyBeforePrisonSentence,ViolentThoughts,false
52,Education,ResponseToTreatGivenAlcDep,false
53,ComplianceWithSupervision,EcstasyBeforePrisonSentence,false
54,AttitudeDL,Anxiety,false
55,EmploymentOrTraining,ParanoidDelusionsPT,false
