ID,Variable1,Variable2,TrueOrFalse
0,Violence,Age,true
1,AnxietyPT,MentalIllnessSymptomCount,true
2,SymptomsOfMentalIllness,ParanoidDelusions,true
3,CriminalNetwork,NegativeAttitude,true
4,Education,EmploymentOrTraining,true
5,PsychiatricTreatment,PsychiatricTreatmentGivenRFAT,true
6,Depression,DepressionPT,true
7,GangMember,Victimisation,true
8,EmploymentOrTraining,DomesticStability,true
9,AngerManagementGivenRFAT,AngerPT,true
10,ResponseToTreatGivenDrugDep,CannabisPT,true
11,AttitudeDL,ViolentConvictionsRate,true
12,Intelligence,AbilityToCope,true
13,ThoughtInsertionPT,MentalIllnessSymptomCount,true
14,DrugTreatment,DrugTreatmentGivenRFAT,true
15,Hallucinations,HallucinationsPT,true
16,GangMember,NegativeAttitude,true
17,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
18,ResponseToTreatGivenDrugDep,EcstasyPT,true
19,ASPD,Impulsivity,true
20,AngerPT,ViolentThoughts,true
21,AlcoholDependence,ResponseToTreatGivenAlcDep,true
22,ResponsivenessToTreatment,StrangeExperiencesPT,true
23,ResponsivenessToTreatment,ThoughtInsertionPT,true
24,ResponseToTreatGivenDrugDep,CocainePT,true
25,EcstasyAfterRelease,EcstasyPT,true
26,CocaineDependence,AnyDrugDependence,true
27,CannabisDuringPrisonSentence,CannabisDependence,true
28,ViolentConvRateGivenProt,TimeAtRisk,false
29,AbuseNeglectAsChild,GangMember,false
30,AggressionDL,CannabisDependence,false
31,AngerPT,AlcoholTreatment,false
32,pclrscore,AbuseNeglectAsChild,false
33,AnxietyPT,HazardousDrinkingPT,false
34,EmploymentOrTraining,SymptomsOfMentalIllness,false
35,CannabisBeforePrisonSentence,TimeAtRisk,false
36,LivingCircumstances,AngerPT,false
37,ComplianceWithSupervision,EcstasyDuringPrisonSentence,false
38,DomesticStability,AngerManagementGivenRFAT,false
39,CocaineDuringPrisonSentence,HazardousDrinkingPT,false
40,SocialWithdraw,ResponsivenessToTreatment,false
41,PsychiatricTreatment,CriminalAttitude,false
42,prioracq,EcstasyDuringPrisonSentence,false
43,PsychiatricTreatment,DrugTreatment,false
44,CocainePT,ViolentThoughts,false
45,Anger,Gender,false
46,ComplianceWithSupervision,ParanoidDelusionsPT,false
47,CocaineDuringPrisonSentence,Anxiety,false
48,ViolentConvictionsRate,Anxiety,false
49,ParanoidDelusions,CocaineBeforePrisonSentence,false
50,PCLRfactor2,AggressionDL,false
51,SubstanceUse,FinancialDifficulties,false
52,TimeAtRisk,Age,false
53,SubstanceUse,CocaineAfterRelease,false
54,MentalIllnessSymptomCount,CannabisPT,false
55,ParanoidDelusions,PCLRfacet3,false
