ID,Parent,Child,TrueOrFalse
0,X73,X386,true
1,X121,X404,true
2,X141,X150,true
3,X249,X326,true
4,X199,X312,true
5,X243,X249,true
6,X67,X140,true
7,X36,X215,true
8,X200,X243,true
9,X198,X263,true
10,X123,X241,true
11,X90,X428,true
12,X236,X484,true
13,X100,X284,true
14,X402,X409,true
15,X216,X360,true
16,X37,X458,true
17,X144,X464,true
18,X207,X393,true
19,X70,X261,true
20,X172,X237,true
21,X280,X495,true
22,X56,X90,true
23,X256,X496,true
24,X183,X422,true
25,X58,X391,true
26,X18,X410,true
27,X293,X424,true
28,X177,X283,true
29,X50,X143,true
30,X14,X276,true
31,X121,X173,true
32,X285,X415,true
33,X336,X464,true
34,X154,X418,true
35,X95,X117,true
36,X66,X291,true
37,X239,X418,true
38,X36,X263,true
39,X87,X165,true
40,X124,X161,true
41,X25,X282,true
42,X184,X227,true
43,X214,X431,true
44,X326,X386,true
45,X80,X137,true
46,X117,X209,true
47,X150,X479,true
48,X31,X387,true
49,X24,X228,true
50,X330,X423,true
51,X329,X483,true
52,X7,X228,true
53,X23,X102,true
54,X186,X409,true
55,X109,X303,true
56,X182,X342,true
57,X291,X350,true
58,X105,X476,true
59,X15,X347,true
60,X137,X306,true
61,X229,X310,true
62,X202,X442,true
63,X459,X469,true
64,X279,X469,true
65,X56,X204,true
66,X162,X328,true
67,X373,X394,true
68,X61,X119,true
69,X331,X340,true
70,X1,X457,true
71,X7,X336,true
72,X245,X401,true
73,X208,X374,true
74,X73,X221,true
75,X14,X27,true
76,X134,X389,true
77,X215,X332,true
78,X208,X496,true
79,X119,X324,true
80,X191,X322,true
81,X67,X424,true
82,X61,X113,true
83,X6,X466,true
84,X415,X495,true
85,X39,X241,true
86,X233,X497,true
87,X34,X416,true
88,X115,X445,true
89,X73,X179,true
90,X126,X318,true
91,X374,X466,true
92,X91,X239,true
93,X172,X219,true
94,X400,X429,true
95,X248,X307,true
96,X325,X363,true
97,X19,X401,true
98,X5,X403,true
99,X7,X105,true
100,X33,X231,true
101,X397,X453,true
102,X257,X337,true
103,X5,X377,true
104,X126,X162,true
105,X176,X307,true
106,X292,X358,true
107,X174,X261,true
108,X171,X421,true
109,X3,X26,true
110,X200,X242,true
111,X90,X499,true
112,X224,X405,true
113,X363,X364,true
114,X186,X251,true
115,X89,X345,true
116,X209,X462,true
117,X74,X208,true
118,X43,X406,true
119,X167,X368,true
120,X98,X432,true
121,X63,X162,true
122,X415,X499,true
123,X41,X274,true
124,X67,X175,true
125,X67,X439,true
126,X345,X436,true
127,X103,X125,true
128,X95,X105,true
129,X91,X334,true
130,X409,X458,true
131,X200,X319,true
132,X35,X344,true
133,X179,X395,true
134,X120,X425,true
135,X1,X385,true
136,X221,X363,true
137,X219,X327,true
138,X30,X396,true
139,X108,X252,true
140,X259,X305,true
141,X191,X423,true
142,X62,X201,true
143,X118,X326,true
144,X210,X252,true
145,X47,X58,true
146,X56,X362,true
147,X82,X246,true
148,X389,X445,true
149,X84,X426,true
150,X267,X469,true
151,X50,X93,true
152,X87,X256,true
153,X86,X353,true
154,X303,X466,true
155,X68,X197,true
156,X102,X345,true
157,X272,X360,true
158,X229,X283,true
159,X207,X264,true
160,X159,X319,true
161,X445,X461,true
162,X96,X325,true
163,X197,X448,true
164,X222,X378,true
165,X21,X426,true
166,X141,X269,true
167,X330,X364,true
168,X439,X481,true
169,X68,X127,true
170,X331,X359,true
171,X247,X330,true
172,X147,X398,true
173,X287,X326,true
174,X46,X288,true
175,X248,X274,true
176,X47,X226,true
177,X115,X340,true
178,X184,X440,true
179,X274,X437,true
180,X146,X386,true
181,X53,X488,true
182,X11,X497,true
183,X128,X455,true
184,X155,X344,true
185,X256,X353,true
186,X207,X431,true
187,X209,X212,true
188,X90,X236,true
189,X172,X498,true
190,X51,X389,true
191,X267,X326,true
192,X85,X255,true
193,X53,X486,true
194,X97,X369,true
195,X317,X471,true
196,X350,X366,true
197,X252,X412,true
198,X236,X266,true
199,X171,X340,true
200,X295,X324,true
201,X107,X416,true
202,X156,X452,true
203,X328,X397,true
204,X32,X51,true
205,X225,X450,true
206,X65,X185,true
207,X227,X392,true
208,X95,X405,true
209,X212,X350,true
210,X97,X110,true
211,X332,X394,true
212,X57,X135,true
213,X141,X394,true
214,X159,X201,true
215,X10,X115,true
216,X10,X408,true
217,X108,X354,true
218,X81,X297,true
219,X120,X398,true
220,X421,X499,true
221,X265,X311,true
222,X56,X137,true
223,X352,X390,true
224,X36,X88,true
225,X6,X317,true
226,X271,X438,true
227,X202,X379,true
228,X254,X333,true
229,X47,X426,true
