ID,Parent,Child,TrueOrFalse
0,X75,X282,true
1,X333,X438,true
2,X182,X244,true
3,X147,X455,true
4,X314,X432,true
5,X389,X494,true
6,X167,X370,true
7,X73,X179,true
8,X137,X417,true
9,X137,X401,true
10,X390,X421,true
11,X232,X402,true
12,X335,X485,true
13,X80,X137,true
14,X265,X287,true
15,X310,X341,true
16,X246,X355,true
17,X119,X310,true
18,X225,X442,true
19,X317,X323,true
20,X209,X311,true
21,X103,X430,true
22,X57,X345,true
23,X276,X312,true
24,X30,X165,true
25,X260,X428,true
26,X69,X206,true
27,X147,X315,true
28,X45,X160,true
29,X12,X292,true
30,X292,X474,true
31,X68,X88,true
32,X71,X493,true
33,X291,X474,true
34,X132,X356,true
35,X184,X204,true
36,X64,X203,true
37,X129,X475,true
38,X19,X81,true
39,X412,X424,true
40,X3,X158,true
41,X413,X483,true
42,X129,X446,true
43,X126,X162,true
44,X150,X218,true
45,X49,X283,true
46,X197,X473,true
47,X189,X282,true
48,X136,X388,true
49,X387,X473,true
50,X215,X382,true
51,X43,X91,true
52,X207,X427,true
53,X56,X68,true
54,X52,X258,true
55,X468,X474,true
56,X24,X94,true
57,X31,X490,true
58,X14,X320,true
59,X161,X307,true
60,X82,X246,true
61,X182,X230,true
62,X57,X136,true
63,X17,X373,true
64,X91,X120,true
65,X13,X316,true
66,X199,X495,true
67,X303,X455,true
68,X247,X347,true
69,X84,X218,true
70,X274,X345,true
71,X249,X374,true
72,X236,X484,true
73,X215,X377,true
74,X5,X199,true
75,X90,X499,true
76,X234,X266,true
77,X358,X421,true
78,X387,X465,true
79,X330,X364,true
80,X54,X371,true
81,X288,X411,true
82,X249,X334,true
83,X266,X310,true
84,X97,X298,true
85,X425,X442,true
86,X213,X447,true
87,X309,X350,true
88,X137,X353,true
89,X186,X341,true
90,X389,X412,true
91,X79,X385,true
92,X1,X404,true
93,X90,X114,true
94,X69,X114,true
95,X145,X267,true
96,X49,X230,true
97,X221,X272,true
98,X145,X265,true
99,X226,X400,true
100,X11,X62,true
101,X119,X307,true
102,X180,X266,true
103,X230,X352,true
104,X154,X418,true
105,X32,X345,true
106,X86,X494,true
107,X103,X425,true
108,X9,X465,true
109,X148,X250,true
110,X93,X459,true
111,X183,X415,true
112,X203,X369,true
113,X291,X432,true
114,X222,X482,true
115,X7,X101,true
116,X55,X235,true
117,X32,X325,true
118,X61,X377,true
119,X144,X486,true
120,X317,X371,true
121,X478,X482,true
122,X57,X319,true
123,X312,X397,true
124,X250,X415,true
125,X254,X333,true
126,X37,X393,true
