ID,Parent,Child,TrueOrFalse
0,X130,X349,true
1,X321,X356,true
2,X100,X489,true
3,X56,X445,true
4,X382,X489,true
5,X4,X461,true
6,X129,X446,true
7,X100,X236,true
8,X52,X497,true
9,X34,X50,true
10,X226,X317,true
11,X72,X144,true
12,X273,X448,true
13,X98,X428,true
14,X427,X437,true
15,X122,X442,true
16,X235,X268,true
17,X99,X188,true
18,X98,X321,true
19,X54,X405,true
20,X58,X229,true
21,X287,X459,true
22,X197,X389,true
23,X75,X112,true
24,X328,X452,true
25,X116,X458,true
26,X32,X115,true
27,X120,X201,true
28,X291,X350,true
29,X314,X462,true
30,X357,X458,true
31,X199,X260,true
32,X184,X440,true
33,X214,X431,true
34,X201,X378,true
35,X74,X466,true
36,X272,X448,true
37,X280,X344,true
38,X93,X251,true
39,X2,X158,true
40,X313,X362,true
41,X55,X58,true
42,X197,X420,true
43,X93,X459,true
44,X112,X451,true
45,X477,X496,true
46,X162,X378,true
47,X104,X472,true
48,X199,X250,true
49,X127,X296,true
50,X270,X498,true
51,X427,X431,true
52,X139,X455,true
53,X54,X433,true
54,X108,X367,true
55,X24,X421,true
56,X74,X401,true
57,X113,X336,true
58,X235,X320,true
59,X445,X461,true
60,X60,X327,true
61,X308,X423,true
62,X393,X469,true
63,X11,X62,true
64,X101,X278,true
65,X165,X296,true
66,X336,X464,true
67,X241,X336,true
68,X217,X233,true
69,X27,X393,true
70,X116,X400,true
71,X361,X386,true
72,X76,X233,true
73,X188,X216,true
74,X215,X273,true
75,X6,X61,true
76,X24,X332,true
77,X85,X351,true
78,X40,X213,true
79,X138,X498,true
80,X426,X429,true
81,X368,X381,true
82,X91,X393,true
83,X347,X460,true
84,X21,X302,true
85,X174,X395,true
86,X22,X354,true
87,X200,X304,true
88,X41,X386,true
89,X197,X371,true
90,X35,X92,true
91,X19,X275,true
92,X172,X467,true
93,X74,X93,true
94,X200,X406,true
95,X17,X126,true
96,X38,X405,true
97,X185,X245,true
98,X418,X489,true
99,X104,X447,true
100,X242,X346,true
101,X363,X492,true
102,X28,X229,true
103,X22,X249,true
104,X302,X447,true
105,X42,X60,true
106,X281,X421,true
107,X191,X423,true
108,X333,X355,true
109,X52,X167,true
110,X336,X383,true
111,X288,X494,true
112,X108,X369,true
113,X39,X304,true
114,X79,X237,true
115,X171,X340,true
116,X149,X442,true
117,X225,X496,true
118,X254,X357,true
119,X85,X468,true
120,X420,X498,true
121,X247,X349,true
122,X368,X481,true
123,X175,X231,true
124,X283,X372,true
125,X0,X487,true
126,X91,X352,true
127,X64,X289,true
128,X108,X439,true
129,X58,X232,true
130,X119,X324,true
131,X156,X451,true
132,X101,X475,true
133,X77,X455,true
134,X3,X363,true
135,X200,X330,true
136,X303,X455,true
137,X43,X268,true
138,X80,X433,true
139,X68,X465,true
140,X94,X435,true
141,X397,X453,true
142,X93,X297,true
143,X414,X425,true
144,X74,X418,true
145,X100,X369,true
146,X45,X271,true
147,X184,X460,true
148,X25,X26,true
149,X366,X493,true
150,X31,X461,true
151,X158,X462,true
152,X105,X345,true
153,X322,X383,true
154,X208,X444,true
155,X435,X484,true
156,X317,X422,true
157,X69,X495,true
158,X231,X405,true
159,X235,X412,true
160,X91,X334,true
161,X47,X433,true
162,X11,X276,true
163,X85,X330,true
164,X4,X151,true
165,X6,X466,true
166,X425,X442,true
167,X23,X50,true
168,X95,X481,true
169,X78,X350,true
170,X229,X467,true
171,X99,X101,true
172,X135,X317,true
173,X131,X434,true
174,X40,X286,true
175,X224,X463,true
176,X230,X482,true
177,X207,X425,true
178,X242,X434,true
179,X171,X411,true
180,X221,X363,true
181,X33,X231,true
182,X200,X245,true
183,X334,X358,true
184,X130,X269,true
185,X142,X144,true
186,X111,X238,true
187,X93,X499,true
188,X189,X282,true
189,X150,X253,true
190,X30,X197,true
191,X140,X321,true
192,X244,X471,true
193,X377,X409,true
194,X356,X465,true
195,X135,X358,true
196,X33,X80,true
197,X138,X194,true
198,X31,X244,true
199,X95,X320,true
200,X140,X459,true
201,X81,X186,true
202,X49,X441,true
203,X121,X264,true
204,X203,X405,true
205,X38,X437,true
206,X188,X378,true
207,X127,X230,true
208,X57,X207,true
209,X41,X173,true
210,X48,X329,true
211,X165,X463,true
212,X27,X163,true
213,X68,X421,true
214,X462,X490,true
215,X113,X409,true
216,X92,X433,true
217,X306,X392,true
218,X92,X303,true
219,X430,X443,true
220,X144,X464,true
221,X156,X218,true
222,X159,X388,true
223,X202,X210,true
224,X12,X111,true
225,X106,X362,true
226,X85,X463,true
227,X395,X469,true
228,X136,X388,true
229,X249,X374,true
230,X182,X320,true
231,X400,X479,true
232,X422,X485,true
233,X5,X243,true
234,X87,X457,true
235,X135,X298,true
236,X5,X128,true
237,X58,X113,true
238,X260,X320,true
239,X244,X477,true
240,X393,X491,true
241,X71,X412,true
242,X89,X255,true
243,X224,X268,true
244,X162,X303,true
245,X225,X438,true
246,X67,X439,true
247,X5,X474,true
248,X130,X146,true
249,X24,X228,true
250,X198,X496,true
251,X172,X313,true
252,X67,X213,true
253,X24,X172,true
254,X80,X137,true
255,X230,X483,true
256,X29,X135,true
257,X194,X225,true
258,X119,X257,true
259,X406,X486,true
260,X252,X486,true
261,X117,X391,true
262,X35,X489,true
263,X141,X273,true
264,X25,X70,true
265,X4,X121,true
266,X82,X348,true
267,X306,X364,true
268,X318,X389,true
269,X48,X476,true
270,X111,X251,true
271,X157,X465,true
272,X70,X261,true
273,X64,X93,true
274,X91,X141,true
275,X109,X476,true
276,X57,X345,true
277,X297,X321,true
278,X45,X116,true
279,X44,X249,true
280,X225,X385,true
281,X364,X377,true
282,X64,X166,true
283,X156,X369,true
284,X55,X235,true
285,X45,X461,true
286,X101,X326,true
287,X84,X426,true
288,X240,X351,true
289,X4,X192,true
290,X46,X224,true
291,X79,X290,true
292,X327,X453,true
293,X216,X333,true
294,X22,X264,true
295,X215,X342,true
296,X138,X308,true
297,X162,X426,true
298,X174,X261,true
299,X73,X120,true
300,X134,X363,true
301,X275,X287,true
302,X71,X294,true
303,X141,X338,true
304,X222,X378,true
305,X175,X255,true
306,X17,X188,true
307,X239,X306,true
308,X114,X339,true
309,X31,X381,true
310,X135,X408,true
311,X377,X391,true
312,X188,X340,true
313,X193,X271,true
314,X19,X345,true
315,X357,X387,true
316,X158,X288,true
317,X108,X443,true
318,X56,X492,true
319,X398,X467,true
320,X55,X294,true
321,X20,X107,true
322,X8,X236,true
323,X137,X331,true
324,X36,X88,true
325,X106,X345,true
326,X199,X422,true
327,X445,X492,true
328,X33,X289,true
329,X239,X418,true
330,X47,X182,true
331,X103,X244,true
332,X93,X436,true
333,X172,X357,true
334,X33,X144,true
335,X342,X363,true
336,X177,X497,true
337,X40,X140,true
338,X106,X492,true
339,X129,X143,true
340,X213,X430,true
341,X55,X453,true
342,X245,X252,true
343,X43,X289,true
344,X12,X292,true
345,X105,X441,true
346,X95,X348,true
347,X292,X433,true
348,X431,X450,true
349,X75,X256,true
350,X89,X279,true
351,X138,X315,true
352,X1,X231,true
353,X167,X370,true
354,X76,X376,true
355,X421,X471,true
356,X300,X311,true
357,X35,X390,true
358,X211,X470,true
359,X220,X267,true
360,X3,X420,true
361,X62,X241,true
362,X353,X467,true
363,X249,X456,true
364,X189,X484,true
365,X127,X221,true
366,X6,X131,true
367,X38,X462,true
368,X142,X272,true
369,X279,X327,true
370,X126,X370,true
371,X140,X147,true
372,X162,X341,true
373,X145,X151,true
