ID,Parent,Child,TrueOrFalse
0,X160,X495,true
1,X16,X385,true
2,X206,X318,true
3,X215,X377,true
4,X6,X201,true
5,X333,X424,true
6,X28,X190,true
7,X148,X426,true
8,X263,X455,true
9,X52,X163,true
10,X187,X188,true
11,X191,X395,true
12,X321,X475,true
13,X324,X395,true
14,X245,X246,true
15,X290,X292,true
16,X147,X148,true
17,X5,X210,true
18,X400,X415,true
19,X55,X380,true
20,X78,X324,true
21,X386,X417,true
22,X149,X262,true
23,X288,X389,true
24,X162,X333,true
25,X82,X246,true
26,X170,X242,true
27,X267,X458,true
28,X64,X76,true
29,X109,X476,true
30,X207,X431,true
31,X358,X432,true
32,X130,X349,true
33,X163,X458,true
34,X303,X369,true
35,X21,X104,true
36,X26,X111,true
37,X262,X361,true
38,X187,X377,true
39,X167,X368,true
40,X24,X125,true
41,X135,X298,true
42,X220,X477,true
43,X115,X270,true
44,X168,X254,true
45,X168,X236,true
46,X68,X188,true
47,X17,X320,true
48,X19,X401,true
49,X140,X175,true
50,X120,X411,true
51,X283,X356,true
52,X148,X347,true
53,X322,X388,true
54,X164,X210,true
55,X335,X485,true
56,X94,X435,true
57,X376,X382,true
58,X376,X441,true
59,X207,X438,true
60,X92,X433,true
61,X224,X357,true
62,X52,X382,true
63,X298,X302,true
64,X37,X322,true
65,X229,X282,true
66,X261,X431,true
67,X9,X348,true
68,X274,X437,true
69,X44,X329,true
70,X298,X334,true
71,X245,X418,true
72,X47,X459,true
73,X92,X257,true
74,X12,X469,true
75,X101,X302,true
76,X188,X356,true
77,X122,X288,true
78,X300,X442,true
79,X133,X386,true
80,X48,X412,true
81,X10,X224,true
82,X48,X447,true
83,X137,X158,true
84,X442,X479,true
85,X210,X428,true
86,X103,X198,true
87,X172,X382,true
88,X149,X454,true
89,X186,X374,true
90,X221,X272,true
91,X454,X491,true
92,X409,X458,true
93,X106,X316,true
94,X167,X354,true
95,X244,X271,true
96,X377,X440,true
97,X48,X344,true
98,X42,X340,true
99,X1,X285,true
100,X325,X374,true
101,X154,X211,true
102,X53,X486,true
103,X70,X122,true
104,X307,X469,true
105,X0,X233,true
106,X244,X497,true
107,X276,X332,true
108,X98,X333,true
109,X58,X498,true
110,X158,X248,true
111,X311,X335,true
112,X178,X284,true
113,X190,X335,true
114,X159,X319,true
115,X88,X455,true
116,X427,X474,true
117,X205,X312,true
118,X57,X408,true
119,X18,X436,true
120,X62,X241,true
121,X81,X186,true
122,X63,X162,true
123,X37,X90,true
124,X356,X451,true
125,X319,X492,true
126,X179,X185,true
127,X0,X329,true
128,X79,X190,true
129,X27,X430,true
130,X151,X317,true
131,X425,X442,true
132,X200,X319,true
133,X197,X222,true
134,X102,X225,true
135,X164,X431,true
136,X208,X374,true
137,X239,X455,true
138,X412,X424,true
139,X315,X437,true
140,X5,X334,true
141,X162,X268,true
142,X293,X349,true
143,X397,X453,true
144,X287,X394,true
145,X249,X383,true
146,X79,X334,true
147,X85,X255,true
148,X31,X489,true
149,X93,X436,true
150,X252,X345,true
151,X124,X134,true
152,X2,X37,true
153,X168,X264,true
154,X285,X435,true
155,X121,X264,true
156,X373,X394,true
157,X23,X216,true
158,X50,X400,true
159,X74,X401,true
160,X68,X465,true
161,X46,X194,true
162,X98,X318,true
163,X168,X185,true
164,X119,X242,true
165,X69,X206,true
166,X125,X354,true
167,X296,X396,true
168,X136,X285,true
169,X99,X341,true
170,X109,X303,true
171,X74,X367,true
172,X226,X419,true
173,X89,X117,true
174,X91,X141,true
175,X115,X289,true
176,X49,X158,true
177,X7,X98,true
178,X367,X453,true
179,X319,X496,true
180,X19,X74,true
181,X122,X222,true
182,X142,X325,true
183,X66,X325,true
184,X415,X499,true
185,X106,X247,true
186,X188,X318,true
187,X35,X344,true
188,X44,X261,true
189,X113,X357,true
190,X51,X497,true
191,X112,X451,true
192,X390,X455,true
193,X222,X482,true
194,X196,X492,true
195,X69,X366,true
196,X126,X248,true
197,X230,X438,true
198,X74,X158,true
199,X71,X493,true
200,X158,X462,true
201,X363,X364,true
202,X12,X419,true
203,X136,X252,true
204,X227,X392,true
205,X17,X198,true
206,X106,X345,true
207,X249,X374,true
208,X159,X470,true
209,X18,X155,true
210,X279,X383,true
211,X115,X340,true
212,X235,X412,true
213,X29,X305,true
214,X81,X282,true
215,X260,X320,true
216,X218,X298,true
217,X347,X470,true
218,X0,X380,true
219,X279,X327,true
220,X207,X486,true
221,X251,X480,true
222,X2,X195,true
223,X90,X428,true
224,X141,X338,true
225,X281,X390,true
226,X143,X335,true
227,X63,X166,true
228,X16,X369,true
229,X116,X135,true
230,X121,X400,true
231,X326,X386,true
232,X179,X366,true
233,X317,X369,true
234,X119,X277,true
235,X29,X304,true
236,X33,X414,true
237,X134,X182,true
238,X314,X462,true
239,X231,X293,true
240,X27,X231,true
241,X330,X416,true
242,X68,X398,true
243,X43,X332,true
244,X185,X390,true
245,X302,X405,true
246,X119,X307,true
247,X217,X474,true
248,X65,X273,true
249,X5,X128,true
250,X261,X390,true
251,X293,X388,true
252,X212,X350,true
253,X81,X263,true
254,X22,X52,true
255,X187,X384,true
256,X41,X172,true
257,X88,X269,true
258,X83,X84,true
259,X263,X350,true
260,X425,X449,true
261,X10,X346,true
262,X22,X364,true
263,X119,X141,true
264,X73,X386,true
265,X20,X113,true
266,X63,X255,true
267,X119,X364,true
268,X317,X371,true
269,X292,X483,true
270,X140,X355,true
271,X5,X365,true
272,X8,X236,true
273,X273,X448,true
274,X119,X185,true
275,X80,X134,true
276,X64,X287,true
277,X408,X467,true
278,X189,X475,true
279,X31,X83,true
280,X189,X483,true
281,X174,X395,true
282,X77,X460,true
