,Network,Method,NumOfData,CorRate,WroRate,Repeat,SHD,Adj_Tp,Adj_Fp,Adj_Tn,Adj_Fn,Prec,Rec,F1,Con_Tp,Con_Fp,Con_Tn,Con_Fn,Con_Prec,Con_Rec,Con_F1score,avgnmi,parametername,parametervalue,Con_F1,score
0,DIARRHOEA,UpCM0,,,,,67,8,11,677,60,0.42105263157894735,0.11764705882352941,0.1839080459770115,6,5,9,8,0.5454545454545454,0.42857142857142855,,0.11974481327849286,NumofEvaluation,1000,0.4799999999999999,-2307.190264667065
1,DIARRHOEA,UpCM1,,,,,65,8,9,679,60,0.47058823529411764,0.11764705882352941,0.18823529411764706,7,3,11,7,0.7,0.5,,0.13279767687146976,NumofEvaluation,1000,0.5833333333333334,-2309.8144852470946
2,DIARRHOEA,UpCM2,,,,,61,13,8,680,55,0.6190476190476191,0.19117647058823528,0.29213483146067415,10,4,10,4,0.7142857142857143,0.7142857142857143,,0.11250306739764218,NumofEvaluation,1000,0.7142857142857143,-2301.557256828178
3,DIARRHOEA,UpCM3,,,,,64,10,10,678,58,0.5,0.14705882352941177,0.22727272727272727,8,4,10,6,0.6666666666666666,0.5714285714285714,,0.11605105234318004,NumofEvaluation,1000,0.6153846153846153,-2303.1460358656523
4,DIARRHOEA,UpCM4,,,,,61,14,8,680,54,0.6363636363636364,0.20588235294117646,0.3111111111111111,11,5,9,3,0.6875,0.7857142857142857,,0.10760261655598054,NumofEvaluation,1000,0.7333333333333334,-2301.448848204729
5,DIARRHOEA,UpCM5,,,,,61,13,8,680,55,0.6190476190476191,0.19117647058823528,0.29213483146067415,10,4,10,4,0.7142857142857143,0.7142857142857143,,0.10577286674632964,NumofEvaluation,1000,0.7142857142857143,-2299.09315662566
6,DIARRHOEA,UpCM6,,,,,60,14,8,680,54,0.6363636363636364,0.20588235294117646,0.3111111111111111,11,4,10,3,0.7333333333333333,0.7857142857142857,,0.10025041647667164,NumofEvaluation,1000,0.7586206896551724,-2297.313577884673
7,DIARRHOEA,UpCM7,,,,,61,14,9,679,54,0.6086956521739131,0.20588235294117646,0.3076923076923077,11,5,9,3,0.6875,0.7857142857142857,,0.09413302843660887,NumofEvaluation,1000,0.7333333333333334,-2297.2653474652716
8,DIARRHOEA,UpCM8,,,,,64,14,11,677,54,0.56,0.20588235294117646,0.3010752688172043,11,8,6,3,0.5789473684210527,0.7857142857142857,,0.09326155305969809,NumofEvaluation,1000,0.6666666666666667,-2296.8040364087046
9,DIARRHOEA,UpCM9,,,,,62,14,10,678,54,0.5833333333333334,0.20588235294117646,0.3043478260869565,11,6,8,3,0.6470588235294118,0.7857142857142857,,0.08645001439167815,NumofEvaluation,1000,0.7096774193548386,-2296.0487839397297
10,DIARRHOEA,UpCM10,,,,,63,13,10,678,55,0.5652173913043478,0.19117647058823528,0.2857142857142857,10,6,8,4,0.625,0.7142857142857143,,0.08673061351263524,NumofEvaluation,1000,0.6666666666666666,-2296.155101818799
11,DIARRHOEA,UpCM11,,,,,64,14,12,676,54,0.5384615384615384,0.20588235294117646,0.2978723404255319,11,8,6,3,0.5789473684210527,0.7857142857142857,,0.07661537493990435,NumofEvaluation,1000,0.6666666666666667,-2295.931778538835
12,DIARRHOEA,UpCM12,,,,,62,14,10,678,54,0.5833333333333334,0.20588235294117646,0.3043478260869565,11,6,8,3,0.6470588235294118,0.7857142857142857,,0.08642924822686618,NumofEvaluation,1000,0.7096774193548386,-2295.9800089582363
13,DIARRHOEA,UpCM13,,,,,64,14,12,676,54,0.5384615384615384,0.20588235294117646,0.2978723404255319,11,8,6,3,0.5789473684210527,0.7857142857142857,,0.08043601959457336,NumofEvaluation,1000,0.6666666666666667,-2295.959891682129
