ID,Variable1,Variable2,TrueOrFalse
0,GEO_Region,BF_BottleFeeding,true
1,MTH_Education,IMM_VitaminA1,true
2,CUL_LanguageGroup,ECO_WealthQuintile,true
3,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
4,GEO_Region,BF_EarlyBreastfeeding,true
5,CUL_LanguageGroup,MTH_Education,true
6,KNW_WatchTV,IMM_VitaminA1,true
7,FP_ModernMethod,FP_BirthsLast5Yrs,true
8,BF_BottleFeeding,DIA_HadDiarrhoea,true
9,ECO_WealthQuintile,SRV_OKAlone,true
10,WSH_ImprovedWaterSource,DIA_HadDiarrhoea,true
11,ECO_WealthQuintile,WSH_ImprovedWaterSource,true
12,WSH_WashWithAgent,DIA_HadDiarrhoea,true
13,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
14,CHI_Weight4Height,ECO_WealthQuintile,false
15,CHI_Age,CHI_Weight4Height,false
16,IMM_VitaminA1,HOU_ModernWallMaterial,false
17,SRV_Near,CUL_Religion,false
18,MTH_MaternalAge,HOU_CookingFuel,false
19,FP_BirthsLast5Yrs,CUL_LanguageGroup,false
20,BF_EarlyBreastfeeding,ECO_WealthQuintile,false
21,CHI_Age,CUL_LanguageGroup,false
22,WSH_WashWithAgent,SRV_OKAlone,false
23,SRV_OKAlone,GEO_Region,false
24,DIA_HadDiarrhoea,SRV_Near,false
25,CUL_Religion,WSH_ImprovedToilet,false
26,CHI_Age,HOU_ModernWallMaterial,false
27,WSH_ImprovedToilet,BF_EarlyBreastfeeding,false
