ID,Variable1,Variable2,TrueOrFalse
0,MTH_Education,KNW_WatchTV,true
1,CUL_Religion,BF_BreastfedMonths,true
2,FP_BirthsLast5Yrs,CHI_Age,true
3,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
4,ECO_WealthQuintile,KNW_WatchTV,true
5,GEO_Region,WSH_ImprovedWaterSource,true
6,HOU_CookingFuel,WSH_WaterTreated,true
7,CHI_Age,IMM_VitaminA1,true
8,KNW_WatchTV,IMM_Measles,true
9,MTH_Education,IMM_VitaminA1,true
10,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
11,ECO_WealthQuintile,MTH_Education,true
12,SRV_Near,DEL_SmallBaby,true
13,CUL_LanguageGroup,MTH_Education,true
14,WSH_ImprovedWaterSource,CUL_LanguageGroup,false
15,CHI_Age,SRV_Near,false
16,HOU_ModernWallMaterial,DEL_SmallBaby,false
17,SRV_Near,MTH_MaternalAge,false
18,SRV_Near,WSH_WaterTreated,false
19,FP_ModernMethod,MTH_MaternalAge,false
20,CUL_Religion,CHI_Age,false
21,BF_EarlyBreastfeeding,FP_BirthsLast5Yrs,false
22,HOU_ModernWallMaterial,IMM_Diptheria,false
23,IMM_Measles,CUL_Religion,false
24,SRV_OKAlone,BF_BreastfedMonths,false
25,SRV_OKAlone,ECO_WealthQuintile,false
26,FP_BirthsLast5Yrs,WSH_ImprovedWaterSource,false
27,DEL_SmallBaby,ECO_WealthQuintile,false
