ID,Variable1,Variable2,TrueOrFalse
0,CUL_LanguageGroup,HOU_CookingFuel,true
1,CUL_LanguageGroup,HOU_ModernWallMaterial,true
2,CUL_Religion,BF_BreastfedMonths,true
3,SRV_Near,DEL_SmallBaby,true
4,CUL_LanguageGroup,FP_BirthsLast5Yrs,true
5,IMM_Diptheria,IMM_Measles,true
6,CHI_Age,IMM_Diptheria,true
7,WSH_WashWithAgent,DIA_HadDiarrhoea,true
8,ECO_WealthQuintile,BF_BreastfedMonths,true
9,GEO_Region,BF_EarlyBreastfeeding,true
10,ECO_WealthQuintile,HOU_CookingFuel,true
11,MTH_Education,IMM_Measles,true
12,ECO_WealthQuintile,FP_BirthsLast5Yrs,true
13,ECO_WealthQuintile,MTH_Education,true
14,IMM_VitaminA1,SRV_OKAlone,false
15,SRV_Near,IMM_Diptheria,false
16,DIA_HadDiarrhoea,IMM_VitaminA1,false
17,DEL_SmallBaby,FP_ModernMethod,false
18,CUL_Religion,DIA_HadDiarrhoea,false
19,MTH_Education,BF_EarlyBreastfeeding,false
20,CUL_LanguageGroup,FP_ModernMethod,false
21,WSH_WashWithAgent,IMM_Measles,false
22,KNW_WatchTV,BF_BreastfedMonths,false
23,FP_ModernMethod,WSH_WaterTreated,false
24,BF_BottleFeeding,MTH_Education,false
25,BF_EarlyBreastfeeding,WSH_WashWithAgent,false
26,SRV_Near,KNW_WatchTV,false
27,WSH_ImprovedWaterSource,DEL_SmallBaby,false
