ID,Variable 1,Dependency,Variable 2
1,CHI_Age,->,BF_BreastfedMonths
2,ECO_WealthQuintile,->,FP_ModernMethod
3,ECO_WealthQuintile,->,MTH_Education
4,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
5,ECO_WealthQuintile,->,WSH_WashWithAgent
6,GEO_Region,->,CUL_LanguageGroup
7,IMM_Measles,->,CHI_Age
8,IMM_Measles,->,IMM_Diptheria
9,IMM_Measles,->,SRV_Near
10,IMM_Measles,->,WSH_WaterTreated
11,KNW_WatchTV,->,MTH_MaternalAge
12,MTH_Education,->,KNW_WatchTV
13,SRV_OKAlone,->,SRV_Near
14,WSH_ImprovedToilet,->,ECO_WealthQuintile
15,WSH_ImprovedWaterSource,->,BF_EarlyBreastfeeding
16,WSH_ImprovedWaterSource,->,GEO_Region
17,WSH_SafeStoolDisposal,->,WSH_ImprovedToilet
ID,Variable 1,Dependency,Variable 2
1,BF_BreastfedMonths,->,CHI_Age
2,CHI_Age,->,IMM_Measles
3,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
4,CUL_LanguageGroup,->,HOU_ModernWallMaterial
5,ECO_WealthQuintile,->,MTH_Education
6,ECO_WealthQuintile,->,WSH_WashWithAgent
7,GEO_Region,->,CUL_LanguageGroup
8,GEO_Region,->,CUL_Religion
9,IMM_Measles,->,IMM_Diptheria
10,IMM_Measles,->,IMM_VitaminA1
11,KNW_WatchTV,->,FP_ModernMethod
12,KNW_WatchTV,->,WSH_ImprovedWaterSource
13,MTH_Education,->,BF_BottleFeeding
14,MTH_Education,->,KNW_WatchTV
15,SRV_Near,->,SRV_OKAlone
16,WSH_ImprovedToilet,->,ECO_WealthQuintile
17,WSH_ImprovedWaterSource,->,GEO_Region
18,WSH_ImprovedWaterSource,->,HOU_CookingFuel
19,WSH_ImprovedWaterSource,->,WSH_WaterTreated
20,WSH_WaterTreated,->,BF_BottleFeeding
ID,Variable 1,Dependency,Variable 2
1,BF_BottleFeeding,->,FP_ModernMethod
2,CHI_Age,->,BF_BreastfedMonths
3,CUL_LanguageGroup,->,CUL_Religion
4,CUL_LanguageGroup,->,GEO_Region
5,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
6,ECO_WealthQuintile,->,KNW_WatchTV
7,ECO_WealthQuintile,->,WSH_ImprovedToilet
8,ECO_WealthQuintile,->,WSH_WashWithAgent
9,IMM_Measles,->,IMM_Diptheria
10,IMM_VitaminA1,->,IMM_Measles
11,KNW_WatchTV,->,MTH_Education
12,MTH_MaternalAge,->,BF_BottleFeeding
13,MTH_MaternalAge,->,CHI_Age
14,MTH_MaternalAge,->,IMM_Measles
15,SRV_Near,->,DEL_SmallBaby
16,SRV_Near,->,SRV_OKAlone
17,WSH_ImprovedToilet,->,DIA_HadDiarrhoea
18,WSH_ImprovedWaterSource,->,CUL_LanguageGroup
19,WSH_ImprovedWaterSource,->,HOU_CookingFuel
20,WSH_ImprovedWaterSource,->,WSH_WaterTreated
21,WSH_WaterTreated,->,SRV_Near
22,WSH_WaterTreated,->,WSH_SafeStoolDisposal
ID,Variable 1,Dependency,Variable 2
1,BF_BreastfedMonths,->,CHI_Age
2,CHI_Age,->,IMM_Measles
3,CUL_LanguageGroup,->,HOU_CookingFuel
4,CUL_LanguageGroup,->,HOU_ModernWallMaterial
5,ECO_WealthQuintile,->,KNW_WatchTV
6,ECO_WealthQuintile,->,WSH_ImprovedToilet
7,ECO_WealthQuintile,->,WSH_WashWithAgent
8,GEO_Region,->,CUL_LanguageGroup
