ID,Parent,Child,TrueOrFalse
0,borrowing,LTV,true
1,interestRate,interest,true
2,rentalIncome,actualRentalIncome,true
3,rentalNetProfitBeforeInterest,netProfit,true
4,rentalGrossProfit,rentalNetProfitBeforeInterest,true
5,actualRentalIncome,propertyExpenses,true
6,rentalNetProfitBeforeInterest,rentalGrossYield,false
7,otherPropertyExpenses,propertyManagement,false
8,rentalIncomeLoss%,rentalGrossProfit,false
9,interestTaxRelief,propertyExpenses,false
10,propertyExpenses,propertyPurchaseValue,false
11,rentalNetProfitBeforeInterest,capitalGains,false
12,rentalNetProfitBeforeInterest,interest,false
13,propertyPurchaseValue,rentalNetProfitBeforeInterest,false
14,propertyManagement,capitalGains,false
15,rentalGrowth,LTV,false
16,interestTaxRelief,propertyExpensesGrowth,false
17,stampDutyTax,interestRate,false
