ID,Parent,Child,TrueOrFalse
0,otherInterestFees,interest,true
1,propertyExpenses,rentalGrossProfit,true
2,borrowing,interest,true
3,borrowing,LTV,true
4,propertyPurchaseValue,propertyValueT+1,true
5,rentalGrossProfit,rentalNetProfitBeforeInterest,true
6,propertyExpenses,otherPropertyExpenses,false
7,rentalIncomeT+1,interestRate,false
8,propertyValueT+1,interestTaxRelief,false
9,propertyValueT+1,borrowing,false
10,rentalGrowth,rentalIncomeLoss%,false
11,rentalGrowth,rentalGrossYield,false
12,otherPropertyExpenses,netProfit,false
13,otherPropertyExpensesT+1,propertyValueT+1,false
14,rentalGrossYield,netProfit,false
15,rentalIncomeT+1,LTV,false
16,interestRate,interestTaxRelief,false
17,rentalIncomeT+1,rentalGrossProfit,false
