ID,Parent,Child,TrueOrFalse
0,borrowing,interest,true
1,actualRentalIncome,rentalGrossYield,true
2,otherPropertyExpenses,propertyExpenses,true
3,propertyManagement,propertyExpenses,true
4,otherInterestFees,interest,true
5,capitalGains,propertyValueT+1,true
6,rentalIncomeLoss%,propertyPurchaseValue,false
7,propertyManagement,rentalGrowth,false
8,capitalGains,rentalGrowth,false
9,interestTaxRelief,capitalGrowth,false
10,propertyExpenses,propertyManagement,false
11,otherPropertyExpensesT+1,propertyManagement,false
12,rentalGrowth,stampDutyTax,false
13,rentalIncomeLoss%,netProfit,false
14,propertyExpensesGrowth,propertyManagement,false
15,otherInterestFees,propertyManagement,false
16,rentalGrossProfit,rentalIncomeT+1,false
17,otherInterestFees,netProfit,false
