ID,Parent,Child,TrueOrFalse
0,interest,interestTaxRelief,true
1,propertyPurchaseValue,propertyValueT+1,true
2,propertyPurchaseValue,capitalGains,true
3,propertyManagement,propertyExpenses,true
4,rentalIncomeLoss%,actualRentalIncome,true
5,propertyPurchaseValue,stampDutyTax,true
6,interest,netProfit,true
7,propertyExpensesGrowth,otherPropertyExpensesT+1,true
8,borrowing,LTV,true
9,propertyExpenses,rentalGrossProfit,true
10,rentalNetProfitBeforeInterest,netProfit,true
11,rentalGrowth,rentalIncomeT+1,true
12,capitalGrowth,capitalGains,true
13,rentalGrossProfit,rentalNetProfitBeforeInterest,true
14,capitalGains,propertyValueT+1,true
15,propertyPurchaseValue,LTV,true
16,interest,incomeTax,false
17,rentalIncomeLoss%,propertyExpenses,false
18,interest,stampDutyTax,false
19,rentalNetProfitBeforeInterest,incomeTax,false
20,rentalGrossYield,borrowing,false
21,actualRentalIncome,rentalIncomeLoss%,false
22,propertyManagement,propertyValueT+1,false
23,capitalGrowth,interestTaxRelief,false
24,propertyExpenses,capitalGains,false
25,stampDutyTaxBand,rentalGrossYield,false
26,stampDutyTax,actualRentalIncome,false
27,capitalGains,rentalIncomeLoss%,false
28,propertyExpensesGrowth,LTV,false
29,LTV,propertyManagement,false
30,rentalIncomeT+1,incomeTax,false
31,rentalNetProfitBeforeInterest,propertyPurchaseValue,false
