ID,Parent,Child,TrueOrFalse
0,propertyPurchaseValue,stampDutyTaxBand,true
1,rentalGrowth,rentalIncomeT+1,true
2,propertyExpensesGrowth,otherPropertyExpensesT+1,true
3,propertyExpenses,rentalGrossProfit,true
4,rentalNetProfitBeforeInterest,netProfit,true
5,capitalGrowth,capitalGains,true
6,actualRentalIncome,rentalGrossYield,true
7,otherInterestFees,interest,true
8,propertyManagement,propertyExpenses,true
9,propertyPurchaseValue,propertyValueT+1,true
10,interest,interestTaxRelief,true
11,interestRate,interest,true
12,incomeTax,rentalNetProfitBeforeInterest,true
13,otherPropertyExpenses,otherPropertyExpensesT+1,true
14,stampDutyTaxBand,stampDutyTax,true
15,borrowing,LTV,true
16,rentalGrowth,interest,false
17,netProfit,stampDutyTax,false
18,incomeTax,rentalGrossYield,false
19,actualRentalIncome,propertyValueT+1,false
20,actualRentalIncome,interest,false
21,rentalNetProfitBeforeInterest,capitalGains,false
22,interestRate,otherInterestFees,false
23,rentalIncomeLoss%,rentalGrossYield,false
24,rentalGrowth,rentalIncomeLoss%,false
25,borrowing,rentalIncomeT+1,false
26,borrowing,rentalIncomeLoss%,false
27,rentalIncomeLoss%,netProfit,false
28,interestTaxRelief,propertyManagement,false
29,incomeTax,otherPropertyExpenses,false
30,propertyPurchaseValue,incomeTax,false
31,netProfit,otherInterestFees,false
