ID,Parent,Child,TrueOrFalse
0,otherInterestFees,interest,true
1,actualRentalIncome,rentalIncomeT+1,true
2,capitalGains,propertyValueT+1,true
3,otherPropertyExpenses,propertyExpenses,true
4,capitalGrowth,capitalGains,true
5,propertyPurchaseValue,stampDutyTaxBand,true
6,interest,netProfit,true
7,incomeTax,rentalNetProfitBeforeInterest,true
8,propertyPurchaseValue,propertyValueT+1,true
9,propertyManagement,propertyExpenses,true
10,otherPropertyExpenses,otherPropertyExpensesT+1,true
11,rentalGrowth,rentalIncomeT+1,true
12,interestTaxRelief,netProfit,true
13,rentalGrossProfit,rentalNetProfitBeforeInterest,true
14,borrowing,LTV,true
15,propertyPurchaseValue,rentalGrossYield,true
16,otherPropertyExpenses,rentalGrowth,false
17,propertyValueT+1,otherInterestFees,false
18,borrowing,rentalGrossYield,false
19,stampDutyTaxBand,propertyExpenses,false
20,borrowing,propertyValueT+1,false
21,rentalIncomeT+1,rentalIncome,false
22,rentalGrossProfit,propertyPurchaseValue,false
23,propertyExpensesGrowth,propertyExpenses,false
24,rentalIncome,stampDutyTax,false
25,borrowing,capitalGrowth,false
26,actualRentalIncome,otherInterestFees,false
27,interestRate,propertyValueT+1,false
28,netProfit,rentalGrossProfit,false
29,interest,incomeTax,false
30,capitalGrowth,rentalNetProfitBeforeInterest,false
31,stampDutyTaxBand,borrowing,false
