ID,Parent,Child,TrueOrFalse
0,propertyPurchaseValue,rentalGrossYield,true
1,borrowing,interest,true
2,interestTaxRelief,netProfit,true
3,borrowing,LTV,true
4,propertyPurchaseValue,stampDutyTaxBand,true
5,stampDutyTaxBand,stampDutyTax,true
6,rentalIncome,actualRentalIncome,true
7,actualRentalIncome,propertyExpenses,true
8,rentalIncomeLoss%,actualRentalIncome,true
9,propertyManagement,propertyExpenses,true
10,propertyPurchaseValue,propertyValueT+1,true
11,capitalGains,propertyValueT+1,true
12,rentalGrossProfit,rentalNetProfitBeforeInterest,true
13,otherPropertyExpenses,propertyExpenses,true
14,propertyPurchaseValue,capitalGains,true
15,propertyPurchaseValue,stampDutyTax,true
16,borrowing,rentalIncome,false
17,netProfit,rentalIncomeLoss%,false
18,otherPropertyExpensesT+1,rentalIncomeT+1,false
19,interest,propertyPurchaseValue,false
20,propertyExpenses,interest,false
21,stampDutyTax,otherPropertyExpenses,false
22,otherInterestFees,capitalGains,false
23,rentalNetProfitBeforeInterest,propertyValueT+1,false
24,propertyValueT+1,interestTaxRelief,false
25,rentalIncomeLoss%,stampDutyTaxBand,false
26,propertyValueT+1,stampDutyTaxBand,false
27,capitalGrowth,rentalIncomeT+1,false
28,incomeTax,rentalIncomeT+1,false
29,propertyManagement,netProfit,false
30,interest,borrowing,false
31,otherInterestFees,propertyValueT+1,false
