ID,Parent,Child,TrueOrFalse
0,propertyManagement,propertyExpenses,true
1,otherPropertyExpenses,otherPropertyExpensesT+1,true
2,propertyExpensesGrowth,otherPropertyExpensesT+1,true
3,capitalGrowth,capitalGains,true
4,actualRentalIncome,rentalIncomeT+1,true
5,capitalGains,propertyValueT+1,true
6,propertyPurchaseValue,propertyValueT+1,true
7,rentalNetProfitBeforeInterest,netProfit,true
8,interestTaxRelief,netProfit,true
9,borrowing,interest,true
10,rentalIncome,actualRentalIncome,true
11,actualRentalIncome,propertyExpenses,true
12,rentalGrossProfit,rentalNetProfitBeforeInterest,true
13,actualRentalIncome,rentalGrossYield,true
14,propertyPurchaseValue,capitalGains,true
15,otherPropertyExpenses,propertyExpenses,true
16,incomeTax,propertyExpensesGrowth,false
17,capitalGains,propertyPurchaseValue,false
18,interest,actualRentalIncome,false
19,actualRentalIncome,incomeTax,false
20,propertyExpensesGrowth,propertyValueT+1,false
21,propertyExpenses,interest,false
22,incomeTax,rentalIncome,false
23,stampDutyTaxBand,interestTaxRelief,false
24,rentalNetProfitBeforeInterest,stampDutyTaxBand,false
25,borrowing,capitalGrowth,false
26,rentalGrowth,interest,false
27,capitalGrowth,propertyManagement,false
28,rentalNetProfitBeforeInterest,capitalGrowth,false
29,rentalIncome,LTV,false
30,capitalGains,LTV,false
31,propertyManagement,otherInterestFees,false
