ID,Parent,Child,TrueOrFalse
0,propertyPurchaseValue,stampDutyTaxBand,true
1,incomeTax,rentalNetProfitBeforeInterest,true
2,rentalGrossProfit,rentalNetProfitBeforeInterest,true
3,actualRentalIncome,rentalGrossYield,true
4,propertyManagement,propertyExpenses,true
5,otherPropertyExpenses,propertyExpenses,true
6,interestTaxRelief,rentalGrossProfit,false
7,rentalNetProfitBeforeInterest,actualRentalIncome,false
8,otherInterestFees,LTV,false
9,capitalGains,propertyExpensesGrowth,false
10,capitalGains,incomeTax,false
11,LTV,netProfit,false
12,netProfit,rentalIncome,false
13,incomeTax,rentalGrossYield,false
14,propertyPurchaseValue,rentalIncomeT+1,false
15,stampDutyTax,rentalNetProfitBeforeInterest,false
16,otherPropertyExpenses,capitalGains,false
17,rentalGrossProfit,stampDutyTaxBand,false
